0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,6_0,6_1,6_2,7_0,7_1,7_2,8_0,8_1,8_2,9_0,9_1,9_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,0.08,0.1,0.1,-0.12,-0.06,0.14,-0.08,-0.12,0.04,-0.08,0.0,0.24,-0.02,0.02,0.0,-0.06,0.04,0.1,0.24,0.24,-0.08,-0.08,0.08,0.08,0.06,-0.12,-0.06,4.5110804067247905,5.212792845002885,4.126327126385201,5.609229299053365,5.370236139917183
1.0,1.0,1.0,0.24,0.06,0.06,0.0,-0.02,0.1,-0.1,0.18,-0.16,-0.04,0.04,-0.12,-0.02,-0.04,0.06,-0.04,0.02,0.06,-0.1,-0.06,-0.16,0.04,0.02,-0.1,-0.04,0.12,-0.12,5.5387179527703445,3.6343440471552952,3.4291421515741742,5.432445706702472,5.467852244918444
1.0,1.0,1.0,0.12,0.04,0.08,-0.24,-0.26,0.1,0.0,0.04,-0.04,-0.06,-0.04,-0.1,-0.08,-0.1,0.18,-0.12,-0.08,0.0,0.06,0.08,-0.14,-0.02,-0.1,-0.08,-0.02,-0.06,0.04,3.118026924797669,4.197159627755123,5.292851787040554,6.070600002055279,4.852158910891841
1.0,1.0,1.0,0.32,0.12,0.04,0.0,-0.04,0.04,-0.04,-0.08,0.0,-0.08,-0.1,0.06,0.08,0.14,0.02,-0.04,0.14,0.02,-0.08,-0.08,0.0,-0.14,-0.12,-0.06,0.0,0.1,-0.06,4.222497456553204,4.622510771625836,3.4846083065554296,4.404456933242205,4.433095682640673
1.0,1.0,1.0,0.2,-0.08,-0.16,-0.12,-0.08,0.2,0.08,0.06,-0.02,-0.18,0.0,0.02,0.22,-0.08,0.02,0.16,-0.04,0.0,-0.2,0.14,-0.06,-0.12,-0.14,-0.02,-0.24,0.06,-0.1,4.691708710999099,5.025147459374628,4.7979993998771215,3.8602143787184575,6.965184754020353
1.0,1.0,1.0,-0.14,0.06,-0.08,-0.14,0.06,-0.2,-0.04,-0.12,0.04,0.2,0.02,0.06,-0.12,0.04,-0.24,0.0,-0.16,-0.12,-0.08,0.02,-0.14,0.04,0.08,0.04,0.0,0.04,0.0,5.933716164567423,5.016895029331621,6.59762799426172,4.6820179404970474,6.066531619264964
1.0,1.0,1.0,0.22,0.3,0.28,-0.22,-0.08,-0.02,-0.02,0.0,-0.02,0.14,-0.14,-0.2,0.0,-0.08,0.16,0.0,0.06,0.14,0.02,0.0,0.02,-0.24,-0.04,-0.12,0.04,0.06,-0.02,4.843816574541059,4.585147853372782,4.534832962231945,5.025063701090484,4.851140877183212
1.0,1.0,1.0,0.0,0.2,-0.08,-0.1,-0.04,-0.02,-0.16,-0.08,0.08,-0.14,0.14,-0.12,0.0,-0.1,-0.06,0.08,0.0,0.08,0.1,0.08,0.02,0.18,-0.26,0.04,-0.04,0.12,-0.16,4.674122055247683,6.171492898857444,5.742731713574701,4.379193132592473,4.504231001516062
1.0,1.0,1.0,0.16,0.12,-0.08,-0.12,-0.16,0.2,0.08,0.04,0.12,0.12,-0.06,0.06,0.1,0.02,0.08,-0.16,0.06,0.1,-0.08,-0.1,0.02,-0.16,-0.1,0.14,-0.18,0.0,-0.1,4.074233133913928,3.219103320628557,3.9385634416293405,4.867221208031552,5.125746952820277
1.0,1.0,1.0,0.3,-0.06,-0.16,-0.22,0.1,0.28,0.18,-0.14,-0.12,-0.12,-0.02,0.14,0.08,0.06,0.1,0.08,0.12,-0.08,0.04,-0.14,0.14,-0.08,-0.26,0.02,0.04,0.08,-0.08,4.532384771469199,5.090644308566093,5.09885183730502,6.559458387049052,5.044191709632092
