0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,6_0,6_1,6_2,7_0,7_1,7_2,8_0,8_1,8_2,9_0,9_1,9_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,-0.16,0.04,-0.08,-0.04,-0.02,0.02,0.04,-0.18,0.14,-0.14,-0.1,0.04,-0.04,0.0,-0.16,0.16,-0.1,-0.1,-0.1,0.0,-0.06,0.0,-0.08,0.12,0.0,-0.02,-0.06,4.270056799083677,4.641506821633585,4.425282406621398,5.689813562472171,8.06721643590442
1.0,1.0,1.0,0.16,0.04,0.08,-0.12,0.02,-0.06,-0.16,-0.02,0.14,0.2,0.02,0.14,0.06,-0.02,-0.16,0.06,0.0,0.06,-0.16,0.14,0.06,0.02,-0.1,-0.16,-0.02,0.12,0.14,5.542846775894235,5.835095017770357,7.155919390282101,5.9911516194948735,5.588635389790721
1.0,1.0,1.0,0.18,-0.16,-0.02,-0.06,-0.08,0.02,0.12,0.1,-0.06,0.12,0.14,0.02,-0.18,-0.08,-0.02,-0.1,0.06,-0.08,-0.16,-0.1,0.02,0.06,-0.06,0.08,-0.04,-0.1,0.02,4.45145206723223,5.4532782049350335,4.219008774933157,5.585051005642565,5.633230709146012
1.0,1.0,1.0,0.16,0.26,-0.1,-0.14,0.0,0.1,0.04,-0.12,-0.04,-0.06,-0.06,0.2,-0.12,0.0,0.0,0.04,0.0,0.2,-0.04,0.04,0.08,-0.02,-0.22,-0.16,0.08,-0.04,0.08,5.303149806129496,4.210428916369153,4.663978620901525,5.159063269657843,4.5400306744979675
1.0,1.0,1.0,0.16,0.02,0.18,-0.18,-0.12,-0.1,-0.12,0.0,0.04,0.06,-0.02,-0.04,0.12,0.08,0.04,0.02,-0.1,-0.04,0.0,-0.04,-0.12,-0.06,0.1,-0.12,-0.12,-0.14,-0.06,5.724420162513415,5.910254054911393,3.6520265196873636,6.374214111424348,5.661414271033356
1.0,1.0,1.0,0.1,0.14,0.16,-0.18,-0.18,0.12,-0.04,0.02,0.1,-0.02,-0.2,0.1,-0.08,0.0,0.08,0.04,-0.1,0.06,-0.1,0.28,0.1,-0.08,0.1,0.22,-0.02,0.04,0.02,4.297111202966708,4.252379231307105,3.9048002239783743,5.916073756625135,5.276237419779728
1.0,1.0,1.0,0.18,0.16,0.06,-0.16,-0.24,0.12,0.0,0.0,-0.04,-0.12,0.06,0.14,0.08,0.0,0.08,0.14,-0.02,-0.04,0.16,0.14,0.06,0.02,-0.02,0.04,-0.02,0.06,-0.04,5.9528090264036475,5.193827625961303,5.586562756953738,4.637030564037488,4.783692232133036
1.0,1.0,1.0,-0.02,0.1,0.0,-0.2,0.06,0.06,0.04,-0.06,0.02,0.18,-0.24,0.06,-0.14,0.04,0.18,-0.08,0.14,-0.18,0.18,-0.1,-0.04,0.0,0.14,-0.1,-0.1,-0.02,0.2,3.9686955642819957,4.83188533594079,4.952711237314361,4.943063288865687,5.276442025147405
1.0,1.0,1.0,0.22,0.14,0.2,0.08,-0.2,0.0,-0.06,0.02,-0.16,-0.04,0.12,-0.08,0.04,0.08,-0.04,-0.04,-0.12,-0.08,-0.18,-0.06,-0.08,0.16,0.08,-0.04,-0.06,0.14,0.04,4.640825792333528,4.2245812700777865,5.068634820575261,6.3138417400546984,3.079479668575667
1.0,1.0,1.0,0.18,-0.06,-0.16,-0.16,-0.16,0.04,-0.02,0.02,0.04,0.08,0.12,0.12,0.1,-0.04,0.14,-0.06,0.0,-0.06,-0.06,-0.02,0.08,-0.06,0.06,0.0,-0.1,-0.12,0.1,3.825508258802941,3.7247674179657917,3.9517116084305624,6.157417547547288,4.548866802505237
