0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,6_0,6_1,6_2,7_0,7_1,7_2,8_0,8_1,8_2,9_0,9_1,9_2,10_0,10_1,10_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,0.16,0.16,0.04,-0.16,-0.52,0.24,0.0,-0.06,-0.1,0.08,-0.04,0.16,-0.1,-0.8,0.06,0.0,-0.24,0.2,0.1,0.68,0.14,0.22,0.28,0.14,-0.16,0.04,-0.08,-0.1,0.4,-0.18,-0.22364591006736845,5.572398826921035,4.769225138710795,7.04366371167223,6.560543561321744
1.0,1.0,1.0,0.28,0.22,0.14,-0.14,-0.52,-0.06,0.04,-0.54,-0.18,0.12,-0.14,0.02,-0.06,0.4,0.02,0.02,0.3,-0.08,0.16,-0.04,-0.04,0.14,-0.14,-0.04,-0.04,0.14,0.02,0.1,0.24,-0.06,1.1626795080020467,5.238753459156364,6.9990109900431,3.794378414515781,0.7875433683251165
1.0,1.0,1.0,0.12,0.18,-0.06,-0.48,-0.12,0.12,-0.2,-0.18,0.1,-0.22,0.08,0.14,-0.36,0.04,0.04,0.34,-0.04,-0.1,0.5,-0.02,0.0,-0.12,0.18,-0.02,-0.34,0.16,-0.18,-0.1,0.0,-0.06,3.727339852795966,0.5669115682781554,4.635046664386695,6.12643944677075,5.586860601731727
1.0,1.0,1.0,-0.06,0.34,0.08,-0.14,-0.26,0.0,0.2,0.02,0.06,-0.08,0.12,-0.04,-0.02,-0.24,0.02,0.08,-0.58,-0.1,-0.1,-0.38,0.04,0.06,0.06,0.0,-0.1,-0.04,0.02,0.18,0.04,0.18,0.5558181218377665,3.3918505824966276,3.3034637359811905,5.970537276578483,6.696532230785958
1.0,1.0,1.0,0.78,0.32,0.34,0.24,0.02,-0.14,0.06,0.08,-0.02,-0.06,0.0,0.22,-0.16,0.18,-0.02,-0.18,0.08,0.02,-0.08,-0.04,-0.04,0.18,-0.02,-0.04,0.12,-0.06,-0.06,-0.1,-0.06,-0.08,6.607347924319971,1.3775810395450792,3.352999484223016,1.6594714242051363,2.813859293911224
1.0,1.0,1.0,0.32,0.4,0.24,-0.16,-0.36,0.0,-0.08,-0.1,0.02,0.12,-0.1,-0.14,0.1,-0.26,0.2,0.06,-0.06,0.04,0.0,-0.08,0.04,0.0,-0.1,0.06,-0.1,-0.06,0.16,0.0,-0.04,0.04,4.317279311043746,3.607893975742397,2.660565300642099,2.2367319412266835,6.224505906629601
1.0,1.0,1.0,0.64,0.1,0.02,-0.08,-0.5,0.14,-0.8,-0.28,0.12,-0.88,0.08,-0.16,-0.48,0.18,-0.1,0.06,0.0,-0.02,0.74,-0.08,-0.02,0.82,0.08,0.06,0.4,0.06,0.06,-0.26,0.02,0.16,2.4055129578552075,0.16450089726951767,8.988628026209891,5.2654585747639455,-0.049473315826137565
1.0,1.0,1.0,0.12,0.24,0.04,-0.48,-0.38,0.22,0.04,-0.14,0.06,0.04,0.04,0.2,-0.2,-0.06,0.06,-0.06,-0.18,0.08,0.18,-0.18,-0.04,-0.2,0.14,-0.06,0.02,-0.1,0.04,0.14,0.0,0.02,3.0296466829378628,1.5874547513840997,4.47272315597571,6.490527753615686,5.066107471009032
1.0,1.0,1.0,0.4,0.3,0.14,-0.12,0.1,-0.06,-0.08,-0.14,0.22,-0.02,0.12,-0.06,-0.14,-0.1,-0.12,-0.06,0.06,-0.04,-0.04,0.04,-0.08,0.08,-0.02,0.06,-0.04,-0.02,-0.06,-0.02,0.0,-0.14,5.701196098466275,2.3004002734275426,3.7671963458718243,4.157731559173127,4.837632596967619
1.0,1.0,1.0,0.26,0.36,0.22,-0.04,-0.06,0.1,-0.08,-0.14,0.06,-0.14,-0.16,-0.06,0.04,0.1,-0.06,0.04,0.08,-0.08,0.1,-0.14,0.0,-0.02,0.0,-0.18,-0.08,0.16,-0.12,0.1,-0.12,0.02,4.254704524483024,3.1897571771835502,4.275961402491367,4.0836082206905475,3.251643095361157
1.0,1.0,1.0,0.34,0.28,0.06,-0.42,-0.06,0.12,-0.48,0.0,0.04,0.0,-0.04,-0.04,0.24,0.06,0.06,0.1,0.06,-0.08,-0.02,-0.02,-0.08,0.1,0.04,0.02,-0.06,0.02,-0.12,-0.12,0.0,0.0,3.42584237443511,0.7775045984447408,4.456811027902562,6.232602905210066,2.8944550737047297
1.0,1.0,1.0,0.1,-0.12,0.02,-0.58,-0.32,0.26,-0.06,-0.18,0.16,0.28,0.04,-0.04,-0.18,0.02,0.12,0.0,-0.04,0.04,0.1,-0.06,0.08,-0.18,0.06,-0.28,-0.06,-0.12,-0.18,0.16,-0.12,0.04,2.5929732160397836,1.6047759051672879,7.146662910438094,7.963331747253,3.340204712329646
1.0,1.0,1.0,0.08,0.04,0.04,0.04,-0.38,-0.02,0.04,-0.26,0.02,0.02,0.08,0.06,-0.06,-0.12,-0.02,0.28,-0.14,-0.14,0.06,-0.12,0.14,0.06,-0.1,0.0,0.1,0.04,-0.02,-0.04,-0.04,0.04,4.016941893250068,5.500402915452525,7.23410509831592,2.6926321387354535,6.166117892083082
1.0,1.0,1.0,0.14,0.04,-0.1,-0.1,-0.12,0.1,0.18,-0.04,0.06,0.0,0.04,0.0,-0.36,0.04,0.04,-0.1,-0.04,-0.06,0.02,-0.02,-0.04,-0.04,-0.06,-0.02,-0.12,0.26,0.06,0.04,0.06,-0.14,6.139194984448151,2.2670389314775248,6.602592644559529,3.568093250333334,7.985117618895476
1.0,1.0,1.0,0.04,-0.06,-0.1,-0.14,0.04,0.02,0.04,0.04,0.08,-0.22,0.02,0.04,0.04,0.12,0.16,0.04,-0.06,0.14,0.12,-0.06,0.06,-0.04,-0.06,-0.06,-0.06,-0.06,-0.08,-0.24,0.06,0.02,5.530529451667603,4.8630436964160895,5.510432102448197,4.176288097793337,7.559934235596506
1.0,1.0,1.0,0.16,0.48,0.0,-0.54,-0.14,0.04,-0.56,-0.2,0.28,-0.04,-0.24,0.0,0.34,0.08,-0.06,0.28,-0.16,-0.12,0.14,-0.08,0.18,-0.06,-0.04,-0.02,-0.04,0.14,0.06,-0.4,0.1,-0.14,2.6103392068736024,0.20162799684216415,4.167858476408702,6.150542771899987,2.859092189014648
1.0,1.0,1.0,0.2,0.14,-0.02,-0.12,0.14,-0.1,-0.08,-0.1,0.14,0.04,-0.12,-0.12,-0.04,0.08,-0.04,0.12,0.08,0.2,-0.04,0.12,0.0,0.04,-0.24,-0.12,-0.08,0.06,-0.18,0.08,-0.08,0.04,6.584555432627208,3.703249032509258,4.458283891257324,6.836412594848003,2.41717009283706
1.0,1.0,1.0,-0.04,0.28,0.08,-0.52,-0.38,0.7,-0.1,-0.14,-0.08,-0.34,-0.1,0.24,0.1,-0.54,-0.08,0.96,-0.04,-0.08,-0.16,0.38,-0.1,-0.66,0.32,-0.42,0.18,0.1,0.0,-0.28,0.06,-0.26,0.4963697906441631,-0.8450242644675012,4.857917411320035,6.92066773006597,6.549958070895118
1.0,1.0,1.0,-0.16,-0.04,0.16,-0.12,-0.34,0.26,-0.06,-0.18,-0.04,0.08,-0.36,0.04,0.0,0.0,-0.28,-0.06,0.54,-0.08,-0.04,0.04,0.2,-0.12,0.12,0.0,-0.02,0.12,0.02,0.12,-0.32,-0.04,0.42924063415037894,2.75459228414936,6.561958474038686,8.521519348361178,7.0717644560499995
1.0,1.0,1.0,0.14,0.58,0.24,-0.16,-0.16,0.04,-0.18,-0.6,0.06,0.1,-0.48,0.02,-0.14,-0.18,0.08,-0.04,0.16,-0.2,-0.04,-0.24,0.04,-0.06,-0.36,0.02,-0.06,-0.28,-0.02,-0.12,0.42,-0.26,-2.8941519526281,5.142780679549553,3.8998265436105077,4.45854145192057,3.0669920111926654
1.0,1.0,1.0,0.3,0.18,-0.04,-0.26,-0.1,-0.24,-0.44,-0.12,-0.12,-0.24,0.08,0.12,0.1,0.18,-0.08,0.14,0.04,0.1,-0.02,0.06,-0.04,0.04,0.06,0.02,0.02,0.08,-0.18,0.1,-0.16,-0.1,3.962532752257128,1.5224189451340977,6.360108024276882,5.309876640960696,1.1564373007740811
1.0,1.0,1.0,0.02,0.2,0.02,0.04,-0.34,0.14,-0.04,-0.02,-0.02,-0.1,-0.06,-0.16,0.1,-0.08,0.02,0.0,-0.02,-0.06,0.0,-0.06,0.1,-0.1,-0.02,0.04,0.14,-0.06,0.04,0.0,-0.16,-0.12,2.1421434814990947,7.679775219430983,4.554088754133468,6.472908276856884,4.798311309727674
1.0,1.0,1.0,0.0,0.4,0.0,-0.28,-0.46,0.22,0.04,-0.16,0.0,-0.02,-0.04,-0.14,0.0,0.0,-0.04,0.38,-0.02,-0.08,-0.02,-0.06,0.04,0.02,0.28,-0.02,0.14,0.08,0.1,0.02,0.14,-0.08,1.3462697794591592,2.7508254924152418,5.198613659887213,7.849450130086352,4.531554742632004
1.0,1.0,1.0,0.42,0.26,0.16,-0.14,0.04,0.1,-0.04,0.08,-0.12,-0.04,-0.12,0.0,-0.18,0.12,-0.06,0.0,0.04,-0.08,-0.02,-0.06,0.0,-0.08,0.1,0.1,0.08,-0.06,-0.1,0.08,0.2,-0.04,4.513326211217405,2.0188907349158804,3.1229691225255394,3.3737848840705054,5.352811885190244
1.0,1.0,1.0,0.22,0.14,0.0,0.04,-0.12,0.08,0.22,-0.02,0.0,0.04,0.12,0.08,0.18,-0.04,0.26,-0.12,-0.06,-0.22,-0.04,0.04,0.0,-0.06,0.16,0.02,0.08,0.02,0.18,0.08,0.08,-0.12,7.060260483677978,4.800253805135895,1.7869538353779215,3.105921483816764,6.387000805752937
1.0,1.0,1.0,0.3,0.12,-0.02,-0.64,-0.34,0.34,-0.24,0.1,0.02,0.12,0.2,0.28,-0.28,-0.08,0.08,-0.06,0.06,0.16,0.66,0.16,0.22,0.72,-0.04,-0.04,-0.28,0.1,0.06,-0.9,0.0,0.02,3.402677260343593,-1.5176316712548878,7.026152116908723,5.6506640498677525,4.757236567013925
1.0,1.0,1.0,0.34,0.14,0.0,-0.12,0.06,0.14,0.06,0.0,0.02,0.0,-0.3,-0.06,0.02,0.08,-0.18,0.0,0.06,0.06,-0.22,-0.02,-0.2,0.14,0.1,0.04,-0.26,0.06,0.2,-0.22,0.04,0.02,7.384108848067875,1.7031583038049132,2.523308264957438,2.490299192838387,6.137122240048471
1.0,1.0,1.0,0.36,0.32,0.16,-0.1,-0.3,0.08,-0.16,-0.12,0.32,-0.02,-0.14,-0.04,0.04,-0.08,-0.04,-0.4,-0.22,0.02,-0.34,0.04,0.02,0.0,0.26,-0.14,0.14,0.1,0.04,0.24,0.02,-0.06,1.2700314506578207,0.9581217712864332,5.103347025309165,3.6630387175611583,5.194166437872526
1.0,1.0,1.0,0.34,0.2,0.06,0.22,-0.1,0.04,0.02,0.0,0.1,0.12,0.02,0.14,0.0,-0.04,-0.12,-0.08,0.02,0.18,-0.16,-0.04,-0.04,-0.12,0.02,-0.02,0.14,-0.06,0.04,0.18,0.0,-0.14,3.0144217439477923,1.3749090459358633,4.385771934208734,2.826472181678573,5.6276622057941825
1.0,1.0,1.0,0.52,0.52,0.24,-0.18,0.12,-0.14,-0.38,-0.06,0.08,-0.32,-0.02,0.14,0.18,-0.04,0.02,0.12,-0.06,-0.14,0.2,-0.08,-0.08,0.06,0.06,0.0,-0.22,0.02,0.12,-0.1,-0.26,-0.04,3.1559444667115937,1.2712096654669773,2.1579162150956144,5.182139722393268,2.3783679631161943
1.0,1.0,1.0,0.02,0.32,0.06,0.26,-0.08,-0.06,-0.02,0.08,-0.14,-0.16,0.14,-0.14,-0.08,0.0,0.04,-0.22,0.14,-0.08,-0.28,-0.02,0.02,-0.06,-0.08,0.18,-0.04,0.02,-0.14,-0.12,0.24,-0.24,3.6778015924205096,6.192266207373104,1.9181912706531117,4.205647147759674,9.11474583150784
1.0,1.0,1.0,0.72,0.36,0.36,0.22,0.24,0.18,-0.08,0.14,-0.1,-0.2,0.0,-0.12,-0.3,-0.06,-0.08,-0.3,0.02,-0.12,-0.04,-0.1,0.06,-0.02,0.14,0.08,-0.04,-0.18,-0.02,-0.04,0.06,-0.14,4.705622502962426,1.2519106174787635,2.5695684724795984,2.2151574470842013,2.349152678983865
1.0,1.0,1.0,0.52,0.14,0.06,0.2,-0.22,-0.02,0.08,-0.14,0.14,0.08,0.14,0.3,-0.14,0.18,0.08,0.0,0.12,0.08,-0.06,0.02,-0.2,0.08,-0.1,-0.06,0.06,0.06,0.08,0.1,0.04,0.02,3.421597666890301,2.9836811392610993,5.992510812379401,2.0291565940648626,2.7504503431713
1.0,1.0,1.0,0.64,0.34,0.22,0.3,-0.14,-0.04,-0.22,-0.28,0.06,-0.14,-0.12,-0.06,-0.08,-0.18,-0.1,0.04,-0.18,-0.14,0.08,-0.18,-0.1,0.08,-0.04,-0.12,0.06,-0.02,-0.04,-0.18,-0.04,0.14,2.8126471092258463,2.6852770946686366,4.626677751736106,2.1847464060206008,2.4846785534600224
1.0,1.0,1.0,0.24,0.26,-0.06,0.0,0.22,-0.06,-0.02,0.1,-0.08,-0.08,0.04,-0.08,-0.08,-0.04,0.16,-0.06,0.04,-0.02,0.0,-0.12,-0.08,0.06,0.0,0.02,0.16,0.06,0.1,0.0,0.04,-0.12,2.924242036371371,4.292659036721276,3.211889230986343,3.4327473875737313,5.3723404012790095
1.0,1.0,1.0,0.5,0.12,0.14,0.2,-0.12,0.0,-0.06,-0.02,-0.12,-0.1,-0.08,-0.1,-0.04,-0.06,0.02,0.16,-0.06,-0.14,-0.1,-0.1,-0.08,-0.02,0.12,0.02,-0.02,-0.02,0.04,0.1,-0.06,0.0,4.305996547203632,4.767200601721722,6.115385238914444,2.885814343246807,0.5478529099611631
1.0,1.0,1.0,0.68,0.24,0.2,-0.24,-0.5,0.02,-0.66,-0.42,0.44,-0.82,0.2,-0.26,-0.34,-0.06,-0.16,0.22,-0.1,0.16,0.1,0.02,-0.28,0.02,-0.18,-0.12,-0.18,-0.14,0.12,0.16,-0.12,-0.2,1.2001908705739612,-1.0235349875829058,7.378913878990543,4.1025514058025285,2.363960652072656
1.0,1.0,1.0,0.12,0.36,0.08,-0.12,-0.06,0.1,0.02,-0.2,-0.18,-0.08,0.0,0.08,-0.16,-0.06,0.06,-0.06,-0.12,-0.1,-0.02,-0.08,0.02,0.0,-0.06,0.02,0.0,-0.02,-0.02,-0.02,0.06,0.08,3.8212407562130632,3.081247554253677,2.7856227677350676,6.318046509675536,5.7517378227093685
1.0,1.0,1.0,0.52,0.26,-0.06,0.16,-0.72,-0.08,-0.08,-0.54,0.18,-0.08,-0.1,0.02,0.12,0.04,-0.04,-0.08,-0.16,0.08,-0.06,0.16,0.14,0.08,0.9,0.02,0.02,0.4,-0.1,-0.04,-0.62,0.02,-0.19852175004719008,2.702238904175362,5.368535856357302,3.0585422273656304,4.175958689080678
1.0,1.0,1.0,0.46,-0.02,0.16,-0.04,-0.14,0.06,-0.12,0.1,-0.1,-0.08,0.1,0.1,0.02,0.08,0.18,0.22,-0.18,-0.2,-0.04,0.0,-0.08,-0.04,0.02,-0.02,-0.04,0.04,0.12,0.04,0.22,-0.06,6.908213905850992,3.2587286177325128,10.22127723537394,2.489680553756075,3.750838064805879
1.0,1.0,1.0,0.4,0.04,0.12,-0.14,-0.38,0.24,-0.04,-0.12,0.08,-0.02,0.36,0.06,0.06,0.1,0.08,0.24,0.0,0.12,0.04,-0.08,0.0,0.16,0.14,-0.14,0.16,0.0,-0.08,-0.08,0.08,0.0,2.3807371300060085,4.7913248889000135,9.629096471015078,5.336218066254325,-0.5856725647942715
1.0,1.0,1.0,0.16,0.14,-0.1,0.08,0.12,0.16,0.04,-0.24,-0.08,-0.04,0.06,0.1,-0.08,0.02,0.1,0.02,0.1,-0.04,0.02,-0.04,-0.1,0.16,0.18,0.14,-0.08,-0.12,0.0,-0.06,-0.02,0.08,5.593787434540438,6.3799939424540675,5.7754726148131095,2.4155381512186995,8.842988351854377
1.0,1.0,1.0,0.16,0.44,0.12,-0.52,-0.3,0.18,-0.5,-0.5,0.28,-0.12,0.04,0.12,0.36,0.2,0.04,-0.02,-0.04,-0.02,-0.02,-0.18,-0.12,-0.08,-0.02,-0.02,0.08,0.2,-0.04,-0.2,-0.1,0.06,1.572359531124864,1.1636239664948334,5.595798142252206,6.566109680023052,2.160966740147837
1.0,1.0,1.0,0.2,0.18,0.22,-0.26,-0.34,0.08,-0.02,-0.02,0.12,0.12,0.06,-0.06,-0.16,-0.12,0.08,0.2,0.22,0.06,0.02,0.02,0.04,-0.04,-0.04,-0.08,-0.1,0.08,0.02,-0.06,-0.08,-0.1,3.9077676980241645,4.387878650455005,7.958665237840095,5.248789240783377,1.866883237796793
1.0,1.0,1.0,0.22,0.2,-0.02,-0.14,-0.06,0.08,-0.16,-0.18,0.18,0.02,0.02,-0.04,-0.12,-0.16,0.16,-0.2,-0.1,0.14,0.02,-0.32,-0.1,0.06,-0.02,0.16,0.0,0.16,-0.08,0.0,-0.06,-0.06,3.615994652712287,2.5851496168853383,4.858572241317874,4.639647365213999,4.693744932804242
1.0,1.0,1.0,0.78,0.6,0.66,0.32,0.04,0.12,-0.1,-0.04,0.02,-0.32,-0.04,0.12,0.2,-0.08,0.24,0.5,0.1,0.04,0.56,-0.32,-0.28,0.28,-0.14,-0.18,-0.06,-0.26,-0.08,-0.6,-0.04,0.16,1.0481870818124335,-0.7559056665525592,2.9834948575292013,1.307612090861281,4.276340821787796
1.0,1.0,1.0,0.12,0.66,0.06,-0.22,0.12,-0.06,0.0,-0.06,-0.3,0.12,0.18,0.06,-0.04,0.04,0.08,0.02,-0.26,0.08,0.0,-0.5,0.06,0.06,-0.1,-0.2,0.12,-0.02,-0.02,0.06,0.06,0.04,0.9461293634754613,6.274371505589921,2.8619994287309036,6.882505033572499,5.847342585768604
1.0,1.0,1.0,0.58,0.44,0.26,0.32,0.08,0.2,-0.36,0.0,0.04,-0.1,0.1,0.16,-0.38,-0.06,0.12,-0.16,0.12,0.04,-0.14,0.08,-0.02,0.0,-0.1,0.1,-0.12,0.0,-0.12,-0.04,0.0,-0.04,3.6134145385034446,1.2035435363440272,2.6639843577641837,2.7438669295439557,2.3238966994300463
1.0,1.0,1.0,0.14,0.18,0.08,0.06,0.1,0.04,0.06,0.12,0.02,-0.14,0.0,0.06,-0.02,-0.1,0.04,-0.04,-0.08,-0.08,-0.02,0.06,-0.16,0.04,-0.12,0.0,0.08,-0.06,-0.1,0.2,0.06,0.02,2.8672582045206725,2.593524561845071,3.0370524781448474,3.5840798278918387,8.110810789503926
1.0,1.0,1.0,0.3,0.18,0.0,-0.3,-0.44,0.14,-0.16,-0.26,0.22,0.08,0.02,0.1,-0.12,-0.28,0.0,0.0,-0.08,0.08,0.16,-0.02,0.06,0.02,0.38,-0.12,-0.08,0.16,0.12,-0.08,0.1,0.02,1.908753221010769,1.858921135952216,4.737466178556163,5.544066507523676,5.1825963558294585
1.0,1.0,1.0,-0.16,0.04,-0.04,-0.14,-0.06,0.04,-0.1,0.1,0.04,-0.22,0.08,-0.06,0.04,-0.1,-0.1,-0.02,0.08,0.02,-0.08,0.06,0.18,-0.02,-0.04,-0.1,0.12,-0.12,-0.08,0.06,0.04,-0.06,2.203653351725434,4.751734325445344,3.3448463545017706,6.525580793793444,8.036781307733275
1.0,1.0,1.0,0.18,0.1,0.08,-0.06,-0.06,0.24,-0.08,0.0,-0.08,0.0,0.08,0.16,0.08,0.1,0.02,-0.08,0.14,-0.18,-0.12,0.08,-0.04,-0.02,-0.04,0.22,-0.02,-0.02,0.2,-0.12,0.0,0.16,8.224971931524916,4.183502217702686,7.193500449457804,5.882250122712529,3.146760453313261
1.0,1.0,1.0,0.26,0.16,-0.06,-0.2,-0.64,0.2,-0.1,-0.28,0.1,-0.08,0.06,-0.1,0.1,-0.32,-0.1,0.1,-0.08,-0.02,0.08,0.38,-0.06,0.0,0.44,-0.16,0.06,-0.12,0.06,0.02,-0.28,0.1,0.631073659422368,3.9443037756324406,5.766244503001179,5.225204321446015,4.605762311908341
1.0,1.0,1.0,0.2,0.54,0.02,-0.12,-0.1,0.06,0.02,0.1,0.2,-0.12,0.28,-0.16,-0.2,0.16,-0.08,-0.1,-0.12,0.02,-0.1,-0.16,0.02,0.1,-0.06,-0.12,-0.04,0.02,0.02,0.04,-0.2,-0.16,0.7026276445880164,3.38561863501322,1.809307658947437,5.1999263019867765,6.891055348415334
1.0,1.0,1.0,0.32,0.16,0.0,-0.02,-0.38,0.0,0.08,-0.28,-0.12,0.02,0.08,0.14,0.12,0.14,0.18,0.08,-0.1,0.06,-0.18,-0.08,-0.02,0.06,0.0,-0.06,-0.1,0.04,0.06,0.14,-0.02,-0.2,1.7636942422632247,4.5898054212245345,7.161470809658235,4.363931802164053,2.306792349298757
1.0,1.0,1.0,-0.12,-0.48,0.0,-0.08,-0.02,0.06,0.06,-0.4,0.1,-0.16,0.0,-0.04,-0.16,0.4,0.0,-0.16,-0.34,-0.02,0.08,-0.06,-0.02,-0.16,0.02,0.06,0.14,0.2,0.02,-0.04,-0.1,0.06,1.326632845630412,4.665905911963201,9.234111420104282,7.4470051016654715,8.005199887171706
1.0,1.0,1.0,0.52,0.62,0.3,0.08,0.42,0.06,0.08,0.14,0.06,-0.28,0.06,0.1,-0.08,0.02,-0.1,-0.06,0.04,-0.06,0.12,-0.22,-0.06,-0.06,-0.02,0.12,0.16,0.0,0.0,-0.04,0.08,-0.04,2.923722739464987,3.7631823282054264,2.585166361024823,2.652690738061419,0.8884754920992544
1.0,1.0,1.0,0.5,0.22,0.16,-0.66,-0.28,0.1,-0.6,-0.18,0.06,0.04,0.12,-0.04,0.5,0.02,0.12,0.22,-0.04,-0.14,-0.16,0.12,-0.12,-0.2,-0.02,-0.1,0.16,0.04,-0.12,-0.02,0.2,-0.06,2.529394175213468,0.5088981523718488,7.529141527310622,6.5567659026854805,2.0523538828936867
1.0,1.0,1.0,0.22,0.44,0.06,-0.44,-0.42,0.42,-0.16,-0.08,0.72,-0.2,0.06,-0.14,-0.78,-0.56,0.62,-0.62,-0.8,0.54,0.58,-0.08,-0.1,0.66,0.64,0.66,0.08,0.04,-0.08,0.34,-0.02,0.16,0.17923318794868948,-0.3526144756677416,3.8400744059494647,4.512125903228365,6.440389550896738
1.0,1.0,1.0,0.28,0.54,0.3,-0.08,0.02,-0.02,-0.02,-0.02,-0.16,0.14,-0.04,-0.3,0.16,0.1,0.1,-0.04,-0.06,-0.1,0.1,0.02,0.0,-0.02,0.04,-0.02,-0.04,-0.02,-0.02,0.0,0.06,0.26,2.393524585593939,3.378125839468529,0.7605551799302042,2.858878675998274,6.504024398408745
1.0,1.0,1.0,0.12,0.08,-0.04,-0.4,-0.2,0.28,-0.08,-0.08,0.04,-0.1,-0.2,0.02,-0.1,0.02,0.04,-0.08,0.1,-0.18,-0.04,-0.02,0.14,-0.08,0.04,-0.04,0.16,0.0,-0.04,0.02,0.18,0.04,4.54597205388664,3.9559405649961428,3.5161494269530533,4.901195440260049,5.67565173770016
1.0,1.0,1.0,0.06,0.22,-0.16,-0.28,-0.3,0.06,0.0,-0.06,-0.02,-0.18,-0.08,-0.06,0.04,-0.04,0.0,0.08,0.12,-0.04,-0.16,-0.02,-0.14,-0.08,0.12,0.08,-0.14,0.06,-0.08,0.1,-0.1,0.16,2.2701112381148203,7.846827576564244,5.173019940976101,5.315982453054889,5.011318985900536
