0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,0_13,0_14,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,1_13,1_14,decay_0,decay_1,decay_2,decay_3,W_0,W_1,W_2,W_3,J_0,J_1,J_2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008,0.004,-0.06,-0.016,-0.072,0.076,-0.028,0.064,0.088,-0.044,-0.052,0.04,0.008,-0.004,0.044,6.553821941348512,5.188045487760803,5.233041527748698,4.992978763424444,4.5520480278112085,3.585059727989737,4.652267544942101,5.930202398003351,4.756680081596465,6.500942465008376,4.787002439988247
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.076,0.056,0.084,-0.028,0.064,-0.036,0.072,-0.028,-0.016,0.004,0.016,-0.032,-0.036,-0.04,0.02,6.094108650304186,5.695235254019423,6.263697964431,4.3648177588683135,4.348519084585029,3.9546496597855247,4.466484750422059,6.247667099286023,5.254524262299436,6.393070894829605,5.421262970977455
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.056,0.036,-0.02,0.04,-0.016,0.02,0.004,0.036,-0.004,0.008,-0.024,-0.012,0.036,0.008,0.0,4.248206218713571,4.0865850926268505,6.707025189351054,5.817359657658367,5.807573667969764,5.073376479207758,5.10288843863156,4.564901063760896,3.572985171957371,5.019104096205664,3.97241581570467
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,0.036,-0.052,-0.004,0.06,0.0,0.0,-0.028,0.004,-0.008,0.056,0.056,0.048,0.02,-0.036,4.212987959881903,3.242722171853361,4.325938934228787,4.969867002687987,4.861350175484346,5.249739216601596,4.84219807563625,4.036725936022686,4.04238953190321,5.684741386388854,5.040442276158574
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016,-0.048,-0.032,-0.016,0.072,0.04,0.024,-0.06,-0.004,-0.036,-0.068,0.052,-0.052,0.012,-0.036,5.945222723600024,3.399297782847606,5.5129522840751175,4.1238977200376645,5.956320411298796,4.677832722260638,5.730717227573864,4.033641853221449,3.396814097492176,4.998343525554141,4.996162269850492
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048,0.024,-0.032,0.028,-0.06,-0.076,0.012,-0.032,0.008,-0.008,0.0,-0.012,-0.036,0.036,0.028,5.913233839112953,5.312437584634853,4.7394312135137175,4.693443687563224,6.301713951956918,5.323391253717615,2.897617477916602,5.034231544287893,6.2526521124348555,5.60855487999714,3.1992658588173306
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012,-0.04,0.028,0.008,-0.052,-0.016,-0.068,-0.016,-0.02,-0.08,-0.028,-0.024,-0.02,-0.048,0.028,4.3734577847435245,5.30901042537279,6.380180963726688,4.307825296880183,3.282586750297857,4.120012992980532,3.378896874542451,5.014731928464149,4.878456351198259,6.345217914211615,4.604716715320066
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052,-0.04,0.036,0.024,0.028,-0.04,-0.036,0.012,0.024,-0.004,-0.072,-0.012,0.04,-0.012,-0.008,4.6687951024616465,4.224967809335062,7.321964504500856,5.609148706128522,4.9768971769248616,4.162641652955361,7.068528018355768,4.290384843112471,5.384278627303869,4.7027736359712655,4.001581236635417
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.008,0.076,-0.076,-0.008,0.016,0.036,-0.06,0.08,-0.048,0.068,0.076,-0.048,-0.04,-0.052,-0.052,4.66984563269209,4.582403037147162,3.711577913603909,5.4657822188726986,4.341169916963871,4.714223274998419,4.717437007828884,6.500335291309567,5.000119681274214,4.932219980487031,3.9843184843750965
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.004,-0.008,0.02,0.1,0.072,-0.02,0.056,0.048,-0.06,-0.072,0.004,-0.012,-0.104,0.004,-0.032,6.3079899193201285,4.975223827638895,4.356631354914279,3.816097838328279,4.979677006499995,5.595257957744253,5.108051583949259,3.687721689438153,2.842554426341089,4.466087131487604,5.527109758183809
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048,0.008,0.056,-0.008,-0.016,-0.016,-0.032,0.036,0.084,0.076,-0.06,0.012,-0.004,0.012,-0.044,7.005365274074663,5.7837496600681915,3.916124119531826,4.632369116327237,5.029845223812975,4.870462023178344,4.966670807160172,3.521686180427328,6.1434321257594275,3.657465372366988,5.565087289123735
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.016,0.032,0.056,0.004,0.012,-0.068,-0.044,-0.008,0.128,0.032,0.04,0.012,0.004,-0.076,0.044,4.077209791725483,6.239340907076038,4.950233633409427,5.653054916908147,6.793510431626482,4.541645473615387,5.661733895559321,4.374157270478419,6.262195875523558,5.494481728400356,4.253945438750209
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.024,0.036,0.012,-0.016,-0.008,0.02,-0.108,0.036,-0.012,-0.048,0.008,-0.012,-0.02,-0.04,-0.088,3.6999969056941056,4.237570844556138,5.221293148569614,3.953031340530962,5.636518237133672,5.007280314545981,4.303922960474061,5.206164585382384,2.9216304054521713,4.705350331782765,4.562530581153706
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.004,-0.06,-0.056,0.068,-0.008,0.0,0.02,0.032,-0.036,-0.028,0.016,0.004,0.064,-0.04,-0.076,4.865289631820158,3.741475009618072,6.355001447096894,4.941492038219903,5.473437314233347,3.645560240459557,5.948441205532125,5.224155466402376,6.551786782436188,3.8766728543610016,4.4400862639956715
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.048,0.052,-0.036,0.008,-0.04,-0.028,0.004,-0.024,-0.008,0.028,0.012,-0.016,0.072,0.068,0.044,2.779879717381643,4.746816555381642,4.457641874160445,4.891631505924587,4.004460390327305,5.699320862938057,5.005606273482693,5.804385996311047,4.594407394411033,5.006901140628446,5.049383363517926
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.056,-0.004,0.02,0.012,-0.044,-0.048,0.08,-0.128,-0.024,0.036,0.036,0.02,0.004,0.008,-0.016,3.7927136523652285,4.2449326467425434,4.5507236945422544,5.033496225297979,4.690399999634471,3.548844618645594,3.7452615863121697,5.014757540373189,5.668920649246496,4.386558358470001,3.5430435955183603
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.032,0.04,0.016,0.024,-0.024,-0.056,0.088,-0.024,-0.056,0.008,0.056,-0.024,-0.064,-0.008,0.048,5.6757281187234945,6.442338205156435,5.269574351045208,2.2516171648789185,3.4812309769387735,6.0172383945582935,4.501753112539054,4.851761149263592,6.312967679152969,4.681307980228984,5.6684784544706215
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.056,-0.084,-0.02,-0.028,0.012,0.016,-0.024,0.02,-0.02,-0.048,0.072,0.048,0.032,0.02,-0.028,4.955665460031962,5.114725973157105,5.125621031527216,5.060969694541129,4.7919876851702154,6.1803525291025965,4.449100397070039,6.3681786119756225,3.7388390956145163,4.705174762668896,4.1133392019411925
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.056,0.028,0.004,0.028,0.044,0.032,0.024,0.012,-0.044,-0.024,0.056,-0.04,-0.016,0.068,-0.076,4.975021225309275,5.7925401271405015,5.466970426994879,5.60188227504581,5.351083450270979,4.851825416926287,3.652440258321149,5.773193204988963,5.735015379948131,5.883926599802943,4.524689163721376
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.064,0.088,-0.064,0.028,0.068,0.02,0.028,0.036,0.004,-0.052,0.012,0.064,0.016,-0.032,0.032,6.355623013118545,5.879377472722076,5.357088734657583,3.2397090032003204,4.85752450067731,3.7491741063540003,5.7135230102608014,6.401330302326459,3.8086676361092087,4.939056592672375,5.888001852146353
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.016,0.02,0.052,-0.048,-0.024,0.02,-0.012,-0.052,0.004,0.088,0.04,0.1,-0.052,-0.04,-0.024,4.412461220233984,5.141310799578056,5.450269976788355,5.567358080382035,4.8362007403955,4.897616107129739,5.817054743144746,5.7635854005697675,5.208216438173226,5.540752542936397,5.262598681564162
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.064,-0.068,-0.012,0.04,0.024,0.068,0.004,0.008,0.016,0.004,0.044,-0.024,0.056,0.012,-0.18,4.587409280644036,3.0612143716900757,5.063681701027402,5.375140845716453,5.587048611544331,4.124540442690406,2.9393128764402854,5.227902941228774,3.4161609459876843,4.351587974130779,6.417883853275486
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.044,-0.004,0.016,0.088,-0.028,-0.044,-0.024,-0.048,0.004,-0.052,-0.008,-0.032,0.004,0.004,0.0,5.122382700089982,3.1253257329203095,6.521302141231287,6.182992987163771,6.503344265915288,4.529991175888177,3.72921713524945,3.8241897726918603,6.8105690317624425,6.427434260949729,3.7209160415863343
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008,0.008,0.088,0.0,0.008,-0.072,-0.016,-0.028,-0.02,0.02,0.012,0.076,0.044,-0.044,0.068,3.6730462376982826,5.021883660435712,4.840116144850812,5.6481230293811935,3.637640590827394,2.9713579951425495,5.840594358347505,6.442255384477196,3.4637300819554064,3.9793459644757934,6.11624708194241
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.028,0.088,0.036,-0.012,-0.032,-0.076,0.0,0.012,-0.016,0.028,0.016,-0.032,-0.044,-0.032,-0.044,4.813566259035811,5.459607351740309,4.322365903544086,3.722842853248588,5.104212712215909,5.340541545467529,4.8547973411315155,4.7736248396651035,4.623506776446153,3.6817440960132934,6.186365584117608
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.008,-0.032,-0.008,-0.024,0.056,0.032,-0.056,-0.036,-0.02,0.044,-0.044,0.044,-0.004,-0.036,0.052,4.907813397246373,1.4172422300952268,6.0219193422873785,4.356192140739885,5.181883848472764,5.801340063962178,4.786392335485272,5.755070567376424,4.917208837645358,5.9165958927006255,5.0195875578165206
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028,0.02,-0.088,0.048,-0.02,0.068,0.016,-0.008,-0.108,0.068,-0.048,-0.024,-0.004,-0.02,-0.032,4.603282640717573,5.958673895167763,4.763287479724091,2.98366627816919,3.6985992329380313,4.655679003232357,4.623168076794458,4.14795343524113,5.883527966293929,3.8954485920313604,4.292022175210099
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,-0.052,0.076,-0.016,0.056,0.036,-0.012,0.068,-0.036,-0.032,0.0,-0.004,0.052,-0.008,-0.04,5.809290656202489,5.090563662994202,6.24468173304033,4.36531832940074,5.70628667272564,5.660506804461379,4.176809317314226,4.963033423413796,7.655671108805559,4.369253090389612,4.378377264351638
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.04,0.048,-0.088,0.06,-0.012,0.02,-0.012,0.052,-0.044,-0.028,-0.084,0.0,0.04,0.112,0.032,4.085844227946807,6.190741972502803,6.150178151117899,6.585817303159583,3.4732087874119495,5.995499096341179,5.13889044183278,3.749595296349284,5.224285816552412,7.611323619897056,4.957288778130721
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.024,-0.036,-0.028,-0.004,-0.06,-0.032,0.0,0.016,0.008,0.004,-0.012,-0.028,-0.028,0.056,0.032,2.7772829643873473,4.8581650448253555,5.300491046501997,4.288873685857163,6.046453113165979,4.804954821261173,5.45358459386521,4.290473946503673,5.771981950256829,5.428719881455206,5.85883538712685
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048,0.076,-0.028,-0.076,-0.02,-0.048,-0.088,0.0,-0.016,-0.036,-0.068,-0.028,0.068,-0.024,0.008,3.8030631881373127,5.0011762560208926,3.767318947684357,6.591759553208556,4.277770254227752,6.095606827209659,4.225646908570129,4.467742924032688,3.327672354325576,4.319713471332317,5.658542387400504
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008,-0.052,-0.004,0.004,-0.028,-0.04,-0.008,0.056,-0.008,0.044,-0.02,-0.02,-0.068,0.048,0.048,3.7275097946619384,5.619979070553924,4.681540650851746,3.1805568440365826,7.183200515922569,3.690029460261525,4.110779822854608,3.8535568017603894,5.284279716597424,5.14997438542671,4.15325849123796
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.016,-0.012,-0.004,0.004,-0.044,0.064,0.016,-0.032,0.072,0.076,-0.092,-0.02,0.012,0.008,-0.008,5.388137632336567,6.23000729181576,3.4790434914307635,5.780013072795045,4.266294949699136,3.613981470635821,3.9431667225538103,5.884180587323552,6.218087760235434,4.564198165939882,5.065579885485607
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.028,-0.004,0.012,0.052,0.024,-0.104,-0.096,0.024,0.116,-0.06,0.036,-0.084,-0.112,0.064,6.521704738528872,3.453486746057166,4.739268225190833,5.766351727379779,6.889680892237436,5.42076932486114,4.660213226318893,4.283737685559929,5.778949744753134,3.9273492399259213,5.976006090529907
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.004,0.012,-0.032,-0.016,-0.012,0.004,-0.056,0.06,0.024,-0.024,0.004,0.012,-0.072,0.072,-0.044,5.645485109557778,5.152823211010154,6.7699454827396615,5.311702468309228,5.912777912831697,4.12850777397112,4.487191279217504,7.284667666090238,4.249595226889398,7.170397790245362,4.511478493419701
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.076,-0.076,0.04,-0.032,-0.02,-0.036,-0.04,0.016,0.02,-0.068,-0.016,-0.016,0.028,-0.004,0.056,4.3692800443203215,4.703825905912327,5.828591936476629,5.280722442811354,6.358440200974648,5.115384974607807,6.257833888652219,4.399601414045482,3.8150736154773215,5.931633116449333,5.939030955055118
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.076,-0.024,0.028,-0.112,0.044,-0.064,0.02,0.02,0.024,-0.012,0.048,0.02,0.04,-0.06,0.0,4.935949739191735,5.406709725421323,4.286014668460467,4.769983741304536,3.4161350043219594,4.33361223280043,3.8876648431621925,5.0698777761823095,4.4013111210967715,5.103657770457935,5.183910382626363
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016,-0.004,-0.028,0.044,-0.028,-0.024,0.048,0.052,-0.012,-0.04,-0.008,0.024,0.04,0.02,-0.012,5.484317965143448,4.273099535854456,5.663712802776011,3.2885490973320874,5.958300361705987,3.57230421297252,4.465309030137754,5.194550685058412,4.487307752706582,4.131321659377518,4.655552888225238
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,-0.012,-0.028,-0.02,0.004,0.048,-0.032,-0.052,-0.02,-0.032,0.008,-0.04,-0.072,-0.076,-0.004,3.708131714802457,4.856405075580667,5.465870563344715,4.284851290023,3.575044888270868,4.67970496854613,6.061902136144085,5.5623492136153425,5.328522504733802,4.217211162017396,5.312566560356503
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.024,0.024,0.008,-0.032,0.024,-0.048,0.024,-0.052,-0.028,0.028,0.02,-0.004,0.012,-0.084,-0.036,5.964423387184393,5.874183054423261,5.913935494773147,5.429080986954387,5.671990549351587,3.689798868827299,5.975366595127681,4.805555118041844,6.4610421740214505,3.997007725038589,4.883086616396609
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028,0.004,0.08,-0.008,0.028,0.044,-0.024,-0.06,-0.016,-0.04,0.044,-0.004,0.024,0.008,-0.02,4.639378660248649,2.5487042114329417,3.94877078825885,4.59790973610318,6.070907681898888,5.200626383978035,3.7268189345616354,6.581083610223899,5.139407657911305,4.487302778902169,6.155042431581514
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.012,0.024,-0.104,-0.1,-0.036,-0.024,-0.004,-0.008,0.072,0.06,-0.052,-0.008,-0.136,-0.02,4.243214506743338,4.454347732017092,5.1854235833312385,6.604089736160655,5.883772928979089,6.489823489734885,5.787914696695068,5.0949537587491225,5.9672499394081004,3.6469903972080466,3.0130143371289932
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012,-0.016,0.052,0.0,0.044,0.04,0.06,0.1,-0.016,-0.02,0.016,0.012,0.024,0.068,0.024,6.428971167005767,6.057818793967621,5.041169084640191,4.779869861372437,6.558715124889004,3.7023208371815572,6.061891023228446,5.427776145877232,6.467916984140537,6.279026331418243,4.6370195917591985
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.072,-0.024,0.016,0.02,-0.012,0.012,0.036,-0.024,-0.04,0.064,0.072,-0.036,0.124,-0.116,0.004,4.248616147541939,4.88335227522692,6.522101846125207,5.640389030994363,4.967572236268344,4.05052339640451,4.420282141169797,6.418735121205084,5.290019724208341,6.830595084522715,4.174716393246924
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.024,0.016,0.04,-0.004,0.028,-0.06,0.028,0.06,-0.012,0.004,-0.012,0.056,0.032,0.048,-0.016,5.813185792638382,5.078653341247735,4.506308960484637,4.013174985375363,5.56900554710878,4.636294209538233,4.959383974278408,4.9308550948698375,4.032990658256398,5.2889855980789315,4.4713602684651885
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.032,0.008,-0.032,0.024,0.048,-0.08,0.008,0.056,0.008,0.0,-0.064,-0.056,-0.104,0.056,0.024,6.0319574771207956,5.208393850829913,4.391890886089977,4.857650852522661,3.5094544981188025,4.475931234591277,5.471300806956959,5.751959888061874,7.360972020759136,3.716827629329198,6.605799960574618
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,0.04,-0.008,0.004,-0.06,-0.028,0.028,0.032,0.056,-0.088,-0.072,-0.036,0.044,-0.044,0.06,4.251534142017519,5.556840608446622,4.049026457039935,6.123619352830004,7.4964220883953345,7.06039385051726,6.126347394185118,4.803116260842778,5.019358119373081,6.457538764580254,6.122516124736699
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.032,-0.052,0.012,0.056,-0.012,0.128,-0.02,0.056,0.068,-0.048,0.088,0.068,0.048,-0.004,5.031482704222273,4.930044429611819,5.079495882892565,4.273290473731726,4.207328578377788,6.225198338536209,5.241725029246084,4.472270975768432,5.102231138386695,5.2432378467000325,5.032746892800371
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.036,-0.02,-0.056,0.0,-0.092,-0.044,0.04,0.032,-0.012,0.092,-0.032,0.056,-0.06,-0.044,-0.032,5.498630267850311,6.247346428890888,4.578118146184505,5.751060454597407,4.033683032963239,3.881670492118962,6.318650523283321,5.668578078464622,3.1038570314260556,5.195546505393186,4.659113008590182
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008,-0.052,0.028,-0.008,0.04,-0.06,0.004,0.032,0.016,0.076,-0.036,0.048,0.064,0.052,0.004,4.7630322049166445,7.269418750299441,4.716688341156672,5.544297728498562,3.2668075176188043,3.1957112145574413,6.014101762725248,4.929056206061065,4.461007356598918,4.544899134219423,6.534081177658672
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.06,-0.052,-0.112,0.044,-0.056,0.064,-0.108,-0.008,0.052,0.084,-0.04,0.012,-0.056,0.072,-0.068,3.130752664162317,3.7608689911587874,4.958676425615989,5.909215272029073,5.998950650409162,2.9901799587366984,5.9547182797660865,4.916188863830664,5.576448281896097,4.302033095260693,7.011070201193212
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.012,0.012,-0.072,-0.072,0.068,0.052,-0.032,0.016,-0.012,-0.028,0.032,0.024,0.004,0.012,5.268086640578612,5.9449059483125595,5.9361908465563875,5.678181843177747,7.415376102814341,5.855958820089235,3.8373381809512597,3.7618217042518225,5.2248167058079495,4.61226864983183,4.632399051339516
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.028,-0.02,-0.012,0.012,0.024,-0.032,0.0,-0.032,-0.004,0.012,-0.044,-0.02,-0.032,0.008,4.428344394509982,5.0220599967151,4.167532344273022,3.6652147665816885,2.0200975007000523,4.276398664046063,4.367999053640873,6.578935498830962,5.3245519445236615,5.485112670880121,4.5710985470171615
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.06,0.064,-0.036,-0.012,0.032,0.06,-0.024,0.024,0.02,-0.016,-0.02,0.06,-0.024,-0.028,0.016,5.373814347168158,5.339265825463796,5.1443295884053875,5.517792879669636,3.8469697163663463,6.787904903312643,5.229885425494412,5.573014119358542,4.41284234603767,5.4722255742589745,4.166619808729977
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.032,0.076,-0.052,-0.004,0.036,0.012,-0.004,-0.076,0.06,0.008,-0.016,-0.056,0.04,4.660203774990839,6.089155420445791,4.713120935839602,2.496259686199919,5.121091093429793,5.4541746157923345,3.7663125705491143,3.754976884647494,4.437408412689526,6.023150552335085,5.0532094322665335
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.04,-0.004,-0.024,-0.06,-0.024,0.004,-0.036,0.072,0.004,-0.048,0.02,0.008,0.044,0.064,6.275172735646804,4.252305453062978,4.136480234624914,7.185422379327777,4.476046128458587,5.042515148197095,3.9222885616500185,5.932708425658559,5.293752565433331,4.988441607612917,5.420244487128546
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.024,0.044,0.02,0.032,-0.032,0.028,0.02,-0.032,0.032,-0.028,-0.02,-0.056,0.008,-0.028,-0.004,3.8805590555532197,4.925811824764003,3.3946560760344835,4.367544481126634,4.6568571244288846,4.7908381996509215,5.358238302539618,5.052987755206048,5.6942800917381176,3.668908553137449,6.220176214532787
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.004,0.028,-0.024,-0.02,-0.008,0.008,-0.004,0.052,0.0,0.0,0.036,-0.016,-0.044,-0.012,0.0,5.876630088254384,4.20501363655877,4.382387750531256,3.9581415280093,4.205461801170479,7.668519872920156,3.3501593277203687,6.34710082761556,5.840593338446096,5.323520457905693,4.415329071343298
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016,0.008,-0.072,-0.02,-0.028,-0.132,0.028,0.004,-0.092,-0.044,0.092,0.08,-0.096,-0.048,0.008,3.9846152543904845,7.66429151328169,6.014471308334439,5.354870204053478,3.368584739783842,6.985643411415237,5.45911357631142,5.169562986000922,6.297120556313536,4.785541832189549,4.093776910280072
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.08,0.036,0.036,0.056,-0.02,0.008,0.064,0.044,-0.04,0.028,0.124,-0.064,-0.044,0.016,5.44823689451059,4.696871649623388,6.265682222397708,4.828376549469812,6.579421040449784,6.601840716613342,4.719122055296724,6.531770274737688,4.486535434463391,4.401326225910766,6.019461257011514
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.02,-0.084,-0.016,-0.012,-0.048,-0.032,-0.052,-0.012,-0.04,0.024,-0.004,-0.024,-0.028,0.052,0.032,5.069706852475653,4.310962382056378,6.114290100783234,5.072964334424601,4.563950412374549,6.422622398651688,4.35502100803845,3.9461634360127027,5.684175294031699,4.124152376207619,4.6278145185643975
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.032,0.008,0.016,0.008,0.032,0.032,-0.008,0.024,-0.024,-0.048,-0.008,0.032,0.08,-0.032,6.4087390190529145,4.980619188234785,4.426979420417962,5.388286077535009,4.806071137266713,6.162436237466468,4.226083712773056,6.5593625730761325,6.062581858162306,4.9495201371454325,4.47485777067045
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.088,-0.036,0.024,-0.028,0.048,0.012,0.128,-0.012,0.104,0.06,-0.032,0.012,-0.048,-0.004,5.217082099616119,5.258187735223716,5.769573366210453,5.457794825260404,4.091434953314354,6.171516960810758,4.351663562070212,3.4809191926351537,6.249013500267598,6.572762303278722,4.249075087752503
