0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,0_13,0_14,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,1_13,1_14,decay_0,decay_1,decay_2,decay_3,W_0,W_1,W_2,W_3,J_0,J_1,J_2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.084,-0.008,0.092,0.008,-0.092,0.024,-0.028,-0.036,0.0,-0.012,-0.04,-0.1,-0.056,-0.012,-0.048,3.550855158438842,4.353906531993761,6.712310014601118,7.136528673820253,5.207415183042569,3.8481224064288346,4.3100973744194615,4.475865287520674,4.778703894246504,5.4123801405490655,5.331906322394545
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.072,0.032,-0.024,-0.076,-0.052,0.076,-0.036,0.044,-0.012,-0.044,0.036,-0.048,-0.064,0.024,-0.064,4.844902234286166,5.609220392215036,3.91036640169954,5.456415399462278,4.961022459359654,5.9959527436227935,5.648326316655409,2.8949077535799965,5.076248489327815,4.917071936928865,5.411721552803273
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012,-0.008,-0.044,-0.024,-0.012,0.024,0.028,-0.024,0.06,0.048,0.028,0.008,-0.06,-0.016,-0.028,3.897282537274875,6.118797955869187,6.409276972140272,3.0432849324908355,4.78088098752655,5.615171423273742,5.666844332620082,4.444511228770218,4.0235664990226585,4.500735515199437,5.467341029011671
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052,0.0,-0.076,0.0,-0.068,-0.032,0.02,-0.02,-0.056,0.004,-0.024,0.036,0.0,0.02,0.008,4.711434747172875,4.264749663726118,5.729516624869873,6.2497645883350925,4.081114899950566,4.122672549578384,5.377791159774784,3.8741047492858565,5.524455756752181,5.977353046007419,3.986034936932647
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.004,0.008,0.008,-0.02,0.036,0.04,-0.012,0.0,0.032,-0.004,-0.012,0.016,0.016,0.012,5.6075406806675465,5.0233192974880145,5.247317442611658,4.639454319659469,4.9196854541485,7.3990899226266365,6.9918455868268055,4.791557795927552,5.589886139946849,3.866143849377065,4.208152522578602
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.02,-0.02,-0.024,-0.056,0.036,-0.036,0.032,-0.036,-0.024,0.016,-0.012,0.028,-0.032,0.0,-0.02,4.319998597143142,3.084185546331566,4.294989778133472,4.517358524369693,3.8793513683027996,5.3610314210792085,4.858226389919964,4.8235310718758955,4.636651865680865,5.068046382650449,5.084967955268969
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.016,-0.052,0.076,-0.092,-0.036,0.064,-0.064,0.0,-0.008,0.044,-0.052,-0.02,-0.044,-0.032,0.0,3.56739674309126,5.718347025035046,4.300253906381263,3.521075390513004,6.281173883258777,6.000124023894772,5.323075647313999,6.551416321081412,4.3104079024520825,5.111622487114864,4.557354114023502
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.104,-0.056,-0.016,-0.044,0.06,-0.02,-0.084,-0.016,0.032,-0.032,0.04,0.06,-0.012,-0.06,-0.092,3.1450605871283326,5.9372868775541345,3.403535236848154,4.259787344445805,4.173045783008476,3.7600745959707282,4.1625537093955405,5.010278805751914,4.5703041172128716,4.6926073157702985,4.960812908619492
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.096,-0.04,0.0,-0.04,-0.008,0.016,-0.08,0.02,-0.02,0.028,0.036,-0.116,0.012,0.044,0.012,6.240302181962891,5.4241697144418755,4.156372324692706,5.001845153476487,3.7213124519572442,5.601421367702368,5.833661084653749,3.843618826253223,5.797916075790161,4.193454086144011,5.363681869652317
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.02,0.0,0.044,-0.036,-0.008,-0.052,-0.064,-0.088,-0.092,-0.016,-0.012,0.012,0.048,-0.02,-0.024,3.8861490365461338,5.415526405306576,4.446900212344904,5.883952683223462,6.022838197994671,3.852855524185319,3.679789824699589,5.330910557048297,4.262098627273058,6.108904248659934,5.025701081961723
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.04,-0.032,-0.048,-0.024,-0.04,-0.008,0.056,0.096,-0.048,0.056,0.024,0.0,-0.032,-0.064,0.064,4.7718579701492,6.5541745394123545,5.1738304679395215,4.9250425929792305,6.17542481679344,4.691573376611374,6.044391778450895,5.577087753686923,4.626353559028702,3.8097704197251687,4.715569328179896
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.02,-0.028,-0.04,-0.008,-0.02,0.084,-0.104,-0.052,-0.024,0.016,-0.02,0.06,-0.04,-0.08,0.076,4.871279430624752,4.749840325300063,4.560175822464957,4.886557658242726,5.785337696328957,5.452951439182464,4.222905679055218,5.296426218771256,7.107584500652237,5.949511921454666,6.537145214728645
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.008,-0.016,0.048,0.052,-0.012,-0.068,0.012,0.008,0.024,0.04,-0.056,-0.076,-0.044,0.02,-0.028,4.995782073943603,4.696156875656538,5.544839144719889,3.787871628827932,3.7667630890078314,4.483417858670725,5.275297295211957,4.45931355472975,4.566611757289991,5.8025206504738795,5.093039630632471
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048,-0.116,-0.044,0.0,-0.104,0.004,-0.02,-0.024,-0.008,0.028,0.012,-0.032,-0.08,-0.092,-0.028,3.941870726614306,6.0582548905190965,4.9217923791937,4.915314883482649,3.3858122605962286,5.046632851643157,6.111621905322968,5.580519560362255,5.572889845484699,5.655637448227669,5.1819217912653235
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.028,-0.02,-0.008,0.024,0.092,0.028,0.016,0.076,-0.024,-0.024,-0.012,-0.028,-0.056,-0.032,-0.044,4.9826921150648715,5.226840804578654,4.873783712394134,5.410818486482721,5.931297234210881,6.647240420871564,5.3880528434928365,4.558378761902123,4.388046141849662,3.6632407252834733,4.014914657779409
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,-0.024,0.04,0.06,0.02,0.012,-0.004,0.044,-0.028,0.036,0.036,-0.016,0.04,-0.024,0.008,4.04574515841283,5.05283267865614,8.311083686215422,5.802081238552259,5.0283817093105,5.125110414757886,5.220056556919821,5.114223936669076,4.989310512627667,4.941460368690502,6.399376596476296
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.04,-0.052,-0.02,0.024,-0.056,-0.076,-0.06,0.076,-0.02,0.032,0.048,0.028,-0.004,-0.056,0.04,6.869088279398783,4.463206803075711,6.382874852062699,5.75735047437055,3.4967040424036666,5.820700747875437,3.3604606080320707,2.7507128991971275,4.251588724022486,4.243429660208017,4.865435743603361
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,-0.024,-0.008,0.048,-0.064,-0.008,-0.048,-0.036,-0.036,0.092,-0.012,0.028,0.004,0.036,0.02,6.2042506116827765,5.451269468401195,4.232160367844423,7.32640062496738,3.1352332627296136,5.871153394268829,3.5520565429625046,5.525937252392305,3.3916903882165537,5.486766936144836,4.683593534920523
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.072,-0.032,-0.016,0.088,0.008,0.024,0.024,-0.024,-0.072,0.008,-0.008,0.008,-0.04,-0.032,-0.032,5.91041503645912,6.731807599637249,4.455082765212731,3.8650154133974284,4.582933556040723,4.503514364890651,3.7988260024223726,5.837031006811808,4.313090392414186,5.7520677974632495,5.159073730926381
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.072,-0.104,-0.048,0.028,0.036,0.02,0.036,0.064,-0.016,0.04,0.016,-0.028,0.012,-0.044,-0.028,3.22683182826871,6.590466066456944,5.646513467389682,5.7480791657955095,6.368076282133765,6.052667212885443,4.393731085748554,4.71261322175554,4.177814778840473,4.825048693419129,5.981229212657562
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.06,-0.012,-0.024,-0.004,-0.048,-0.032,-0.004,0.108,0.032,-0.016,-0.036,-0.064,0.012,-0.084,-0.032,2.328912028191408,5.5948202927664425,4.835799865613353,3.703526563453475,6.2470798470230156,5.392787436556546,4.602980649857382,4.176441832835729,6.476477107566479,4.8647944454711185,4.788468347591959
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.004,0.016,-0.06,0.008,0.012,0.04,0.028,0.012,0.016,0.012,-0.016,0.028,0.016,-0.028,0.04,5.934758733375444,6.1096854870975275,5.196531437167076,6.214666991133158,4.538733158676079,4.977347354003509,5.339089739554385,4.016969148567309,4.970764479365199,7.416193596087824,5.290514076306569
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.1,0.032,-0.012,0.024,0.028,-0.024,-0.004,-0.036,0.048,0.052,-0.008,0.004,-0.04,0.02,0.008,3.2898753191700445,6.58558840781311,5.008297219689685,5.041649115740921,5.265813472609017,4.297177161891321,6.078324509870841,6.044375452052528,5.007196262741323,5.8623420915824855,5.67529462180127
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.052,0.012,0.0,0.076,0.048,0.008,0.06,0.044,-0.08,0.008,-0.004,0.04,0.076,-0.004,-0.016,4.853143011404501,5.150075467122148,6.149703377710942,3.8910284197545355,2.7017776248466863,4.563864170082466,6.747232214481517,6.084345925523356,4.105602338110965,6.941690818631148,3.1026000748194837
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028,-0.008,-0.004,0.02,-0.008,0.028,0.0,0.06,-0.096,-0.012,0.024,0.016,-0.044,-0.048,0.036,3.5369559754585627,7.258763391320035,5.973198573257882,5.006360087552417,5.252982369498461,4.297070435143248,6.389592596423582,4.588554102564186,5.15245427824659,4.224052572478214,6.516215742815849
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064,-0.024,-0.016,-0.084,0.004,0.012,-0.076,-0.068,-0.052,0.052,-0.06,-0.008,0.04,0.016,-0.064,5.165531640145745,4.599424459891977,5.786357303387406,6.0991901320060675,5.241917022667917,6.590091312936204,2.85036523334504,4.059108117160865,4.926648061529603,5.455895236643473,5.050264004222308
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.008,0.02,-0.028,0.008,0.024,0.124,-0.004,-0.076,-0.028,-0.08,0.016,0.036,-0.108,-0.024,-0.072,4.87476461014573,4.567046163109969,4.988263343348369,5.9315563232555135,5.966672854579498,3.8893424271012473,4.844203204532262,5.499932962814727,5.182770949641057,5.563214374972665,4.522324449950499
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016,0.048,-0.016,-0.004,0.004,-0.076,0.052,-0.02,0.044,0.036,-0.004,0.008,0.04,-0.08,-0.056,4.253910807510887,3.9835259535634844,6.264054269116466,7.080109953156128,4.150269276385835,4.879307081440675,5.68557518505452,4.3836241435775625,3.6667456327250276,4.12945870859306,5.1388917512682815
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,-0.036,-0.056,-0.004,0.024,-0.048,-0.068,0.008,0.012,0.012,-0.048,-0.012,0.056,-0.056,0.012,5.355672088270788,6.299302506160422,4.778052042379492,3.706858642154799,4.964268791770254,4.245134440095843,6.451735042215833,6.055251090983217,5.225872776134525,3.443336176794691,5.788037172929447
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048,0.064,0.008,0.02,-0.084,0.028,0.036,0.088,-0.064,0.016,-0.024,-0.02,-0.012,0.036,0.012,4.561696805961575,4.9103675821707204,4.522123617978028,3.2686822179958566,6.147454146456388,3.9697933360129074,5.512160506670872,5.177423779966176,3.8664609966386383,3.1096401811257275,5.0175489808546025
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008,-0.032,-0.024,-0.008,-0.024,0.0,0.008,-0.012,0.052,-0.06,-0.004,-0.012,-0.092,0.02,-0.02,5.004686290567259,5.513321938021568,3.3083529337679196,3.701006873752336,4.857596758198955,3.9834690320972777,3.35872323279316,4.306014978882987,4.575453844496767,5.269391315812461,5.042321482247023
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.076,0.048,0.004,0.024,-0.056,-0.044,0.008,-0.028,0.044,-0.08,-0.076,-0.008,-0.024,-0.012,4.628249032075133,4.767341428535305,6.338403887852332,5.345408080635791,2.867997927315505,5.4874611177322565,5.2097077830704075,3.5651474777029346,5.1257774630661475,4.060362519236275,5.036600916796937
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.044,0.016,-0.02,0.072,0.004,-0.008,0.044,-0.004,0.008,0.028,-0.032,-0.036,0.016,0.004,-0.016,5.8564035966909875,4.9624400777255255,4.548508168305375,5.899370143865308,4.829779941720114,3.5926099248558865,4.198899020891069,6.429268287877219,2.8740921628434353,7.721672605140994,5.634545521584883
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.02,-0.068,0.0,0.02,-0.032,0.016,-0.004,-0.012,0.008,0.016,0.1,0.0,0.044,0.052,0.032,5.130617643034718,5.95080168032889,5.861240647574888,4.148444501287773,6.018699066921391,4.91294171432894,6.619923903205609,5.460739083140701,6.043172452538986,5.654552582391501,6.571353607912443
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008,0.008,0.056,-0.088,0.024,0.048,0.0,-0.016,0.008,0.112,-0.024,-0.024,0.032,0.0,-0.056,6.1375840217048125,3.566142011651565,6.270765148251201,5.461051015864135,4.964745121496841,3.882024477487939,5.397263707210808,4.728909307224995,6.024690496079578,7.052656267242856,4.44138538659691
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052,-0.016,0.004,0.032,-0.052,-0.008,-0.004,0.0,0.068,-0.032,-0.052,0.096,0.004,0.032,0.028,5.5819531086620655,6.308088565891969,5.012499759803765,3.988040224008861,4.663606759517695,5.539544168269778,5.513735815500576,6.008388552687039,4.437300693082615,4.765107326933432,3.847289610088266
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.004,-0.032,-0.06,-0.008,0.06,-0.008,-0.084,0.024,-0.02,-0.056,0.06,-0.048,0.004,-0.024,-0.036,6.362432861836424,4.186820245732865,5.830150155666728,4.612702155113884,2.4972441029062136,5.928065058933519,5.114862699862093,5.727003597741665,5.489754788242796,3.6049165074917853,5.122030904897151
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.068,0.012,0.0,0.064,0.028,0.076,0.04,0.084,-0.064,-0.032,-0.004,-0.02,0.032,-0.048,0.02,4.297230205814902,4.908494422875227,3.186566509548258,6.024098621538119,8.24952409129694,5.472048483248108,4.590804140177001,4.546017795385829,5.534799469063857,5.136544648174302,5.987772916366053
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.016,-0.032,0.096,-0.06,0.004,0.06,-0.076,0.012,-0.028,0.06,-0.004,-0.008,0.136,0.008,0.032,5.239302973907393,6.187649891702436,5.1445938980016965,6.009572767494729,4.447478001152309,6.80374818577465,5.182128639180149,5.199611774720172,3.7532655509181145,6.924706880265592,6.591842874801614
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028,0.08,0.004,0.028,-0.08,0.004,0.056,0.036,-0.016,-0.012,-0.08,0.024,0.1,-0.024,0.132,5.760774157440928,5.190550627553261,3.976184458872802,4.44677824407827,4.95702259484877,3.8588439052511863,6.251788649314024,5.477215216213474,5.796804959055278,5.247356113464572,6.7071420168448155
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,-0.024,0.0,0.024,0.024,-0.048,0.016,0.012,-0.052,-0.028,-0.06,-0.004,0.004,0.028,0.036,5.958221628114646,4.561099302795172,5.815746521628657,4.388402304675981,5.542415291318576,3.331037797444242,7.363321960677368,3.2963308996800293,4.7120024949962795,2.9137704317780564,4.4793057816287
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.02,-0.02,0.032,-0.008,-0.02,0.044,0.016,0.06,-0.032,0.024,-0.036,-0.036,0.048,-0.008,-0.02,5.168520103456292,3.293251209354991,5.706545473551767,4.8096154953461845,3.823936236683431,7.3622257131483115,5.879504431926079,4.238099415992366,3.6679245139072716,3.970180420036464,4.251446755822478
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.084,0.028,-0.048,0.02,0.024,0.0,-0.02,0.096,0.02,0.052,-0.064,-0.06,-0.048,0.048,0.02,5.948051929186938,5.656079899088503,4.41124902851535,4.6785669292156955,5.046829627219228,3.9262721053588945,6.032316081120623,3.6768988132362157,4.992753142011259,4.187275621966688,4.981631194669017
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.044,0.012,-0.064,-0.028,-0.024,-0.024,-0.052,0.08,0.044,0.004,-0.048,-0.012,-0.064,0.072,-0.012,3.992416983210128,5.182257073072419,6.042463225384265,4.7629698514180605,5.451227630006247,4.578721016685215,3.7067367372620925,4.970199640586866,6.953017479426373,5.2798565417602505,4.370905488844824
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,0.008,-0.016,-0.048,-0.072,-0.056,0.032,0.032,-0.056,0.0,0.04,0.056,0.0,0.0,-0.024,5.698096598628199,4.189069972062359,7.925176290468367,4.6822015458495665,3.467673194286026,5.740061818572428,4.7661954338780035,5.460234098953643,5.189738503480294,4.788467772136953,5.148457768654522
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048,-0.056,0.04,0.076,-0.012,0.036,0.004,0.02,-0.02,-0.06,-0.044,0.112,-0.024,0.056,-0.056,5.02961154089971,5.3124678229709605,4.6033879032378815,2.8827316139869232,5.358948731057308,4.0520725120469585,4.393885585184748,4.8485591158516295,4.357963561789678,8.269104804955834,4.408729896541826
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.008,0.064,-0.084,0.028,-0.02,-0.012,0.028,0.068,0.028,-0.02,0.0,0.024,-0.032,-0.032,4.836825953023864,4.872865312219251,6.847186960837153,5.321926165324131,4.66833227934168,6.010111720030069,4.67917126576524,4.715153374772751,3.756055081364104,5.531224559774513,5.288210855076214
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012,0.044,-0.024,-0.032,-0.004,0.036,-0.056,-0.096,0.004,-0.02,0.04,0.04,0.02,-0.156,-0.008,4.963755864055121,4.650305172572807,5.343671017704097,3.336291510018521,4.430540680756135,4.317241139881625,3.866335753833357,4.156856906746411,4.760312014455696,4.828293801303518,4.422524900215276
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.064,0.028,-0.02,-0.04,-0.032,0.028,-0.004,0.028,-0.02,-0.008,-0.016,-0.036,0.06,0.04,-0.112,6.472287432131288,6.131221338183408,4.653796223471927,4.556645582812042,8.611966600061205,4.754188737549361,4.74354405767538,4.31239276782842,6.436491681147336,2.539037342788635,5.793508366088007
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.064,-0.004,-0.004,0.048,-0.032,0.052,0.06,-0.032,0.008,0.036,0.036,0.032,-0.048,0.084,-0.02,3.947290431609858,3.9258972458413712,4.289738510539336,6.237757326133874,6.040857341294096,6.266042752133675,3.275251842562819,4.3620500743884945,4.825603988614506,7.287022327548913,4.647182007879603
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012,-0.128,0.028,-0.06,-0.064,0.068,0.016,-0.036,-0.056,-0.02,0.008,0.024,-0.012,0.016,0.06,5.578610798573417,3.882312963753874,5.21441310097049,4.278145753319246,4.695666089605607,7.632585421706013,5.166410623014993,3.1671617341378493,3.4592215297056628,4.147911346226949,6.910982538868232
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048,0.032,0.008,-0.024,-0.048,0.024,0.0,0.004,-0.02,-0.004,-0.028,0.02,0.092,-0.06,0.044,5.115113241081291,4.036775726290793,5.762492027741715,5.70518879040233,4.7139668832173545,5.620202903230463,3.70398093225558,5.71424434213208,5.612223739154979,6.182505451823216,7.497586054253389
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028,-0.032,0.028,-0.044,-0.024,-0.116,0.008,0.004,0.024,0.012,0.136,0.064,0.02,0.024,-0.044,4.218863578027155,4.439371395983413,6.590596533889016,6.952392065529602,6.772115372053908,4.8937933509096405,3.692626098895289,5.050377493818551,6.527417305992106,4.904727841336318,4.3072531201394275
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.032,0.048,0.032,-0.016,0.016,-0.032,0.008,0.004,0.044,-0.052,0.044,0.052,-0.028,0.02,0.044,3.7097325475284975,6.005966062716983,5.332305509899346,3.847693021765191,5.343041866933648,4.805917186165271,3.3940934646154437,6.218670173810814,2.871534127363233,3.143797098991632,4.895697338108962
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.064,0.012,-0.02,0.02,-0.004,0.032,-0.048,0.012,-0.02,-0.016,-0.056,0.056,0.008,0.036,-0.084,6.299173741380273,4.97815928175008,2.8926969800242874,6.111270062075763,4.87547773011226,5.57975817405532,5.949528657265355,4.527690972729657,5.756172692969566,5.606752980426309,7.564039568604699
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.088,-0.112,-0.072,0.024,0.024,0.04,-0.064,-0.064,-0.016,0.016,0.008,0.056,-0.072,-0.096,0.04,4.407134830569807,5.855040833689866,3.5394946571223334,3.4014386232379383,6.137409869384641,3.8233844182962526,5.907215427825314,4.835594175784206,5.431866697181276,5.2074296361998815,4.369746526968122
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,-0.004,0.032,-0.024,-0.004,-0.044,0.0,-0.012,0.032,0.008,-0.004,-0.02,-0.048,0.008,0.036,4.200606855140595,5.550917093224421,5.273173612102556,2.1266040937185635,4.621813953289136,6.0922121655528585,5.148399543883727,5.233882500658745,5.09098571082479,6.044288695721587,5.3746764953986
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.012,0.032,0.08,0.02,-0.02,0.024,0.036,-0.112,0.008,-0.02,0.044,-0.016,-0.056,-0.012,3.857774814246084,4.96609403126922,5.184515084459274,5.214754850938678,4.68004859596355,6.275473962080971,4.930635065201399,5.705050516791739,3.7151443472894616,5.460082227749293,5.6828284466125245
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024,0.028,0.028,0.02,0.06,-0.12,0.032,0.016,-0.056,-0.02,0.004,-0.036,-0.036,0.072,-0.056,3.825993315747432,7.269656448301474,5.236412188582928,5.217241108822488,3.5597979808491615,4.999613228199941,2.2965369918951932,2.3272914328903407,5.302658826582954,5.233730176351056,5.335661197148847
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.068,0.04,0.028,0.028,0.024,-0.028,0.0,-0.012,0.0,0.02,0.048,0.016,0.02,0.04,-0.004,5.332635330143368,4.6524634118276715,5.213157427962076,5.708708609069207,4.370450767017387,3.8657814797977466,4.876782047377678,5.742642116830908,4.969736128320028,3.8383399254789845,4.730885522023427
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,0.012,-0.004,-0.032,-0.008,-0.028,0.02,0.044,-0.004,-0.12,0.0,0.004,-0.012,0.0,-0.008,2.98297101973539,6.009193181182457,3.5871094249697695,4.249592326960197,4.215306831458232,5.097793384456793,4.747449209328235,5.696587565008819,4.442523895259973,3.128693101393302,5.216947329268945
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.064,-0.048,-0.096,0.08,-0.04,0.032,-0.008,0.048,-0.008,0.056,0.0,0.016,-0.096,-0.008,4.90112589962348,5.023683216677419,4.086452668029159,5.075379491009134,5.029898061551028,4.641304857297674,5.623406318590109,6.217567110953661,7.623337754773559,5.416412516268561,4.783867417117131
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024,0.064,-0.008,-0.016,0.024,-0.016,0.032,0.016,0.048,0.016,0.008,-0.064,0.072,0.12,-0.008,4.968149378512783,4.832198806936749,4.015126865639898,6.472689094592511,5.393903112899514,5.377943373703543,6.258464629148721,5.941753271451198,4.7588159919054895,5.311165037117864,5.274000364727212
