0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,6_0,6_1,6_2,7_0,7_1,7_2,8_0,8_1,8_2,9_0,9_1,9_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,0.404,0.76,0.26,-0.702,0.114,-0.068,-0.898,-0.522,0.452,0.0,-0.954,-0.002,0.958,-0.916,-0.886,0.632,-0.428,-0.328,-0.444,0.256,-0.08,-0.988,0.798,-0.786,-0.232,0.996,-0.232,-2.047481768685038,-2.169267050423472,4.046697885637962,6.845344203597556,0.0
1.0,1.0,1.0,0.726,0.352,0.282,0.028,-0.18,-0.048,-0.71,-0.292,0.194,-0.998,-0.118,0.116,-0.746,-0.016,0.03,-0.08,0.092,-0.016,0.664,0.028,0.004,0.992,-0.022,-0.022,0.766,0.032,0.022,2.26242832761098,-0.607518338103048,5.536318278734012,4.450153212721901,0.0
1.0,1.0,1.0,0.87,-0.046,-0.036,0.428,-1.0,-0.428,-0.088,0.122,0.038,-0.608,1.0,-0.608,-0.93,-0.068,0.07,-0.994,-0.994,0.988,-0.78,0.186,-0.17,-0.242,0.982,-0.232,0.252,-0.144,0.004,-0.6605496851558537,-1.4804242019522418,9.119917651091427,3.17921926042446,0.0
1.0,1.0,1.0,0.358,0.396,0.138,-0.462,-0.144,0.046,-0.442,-0.224,0.11,0.044,-0.214,0.026,0.336,0.032,0.056,0.146,0.078,-0.028,-0.13,0.044,-0.038,-0.164,-0.032,0.016,-0.024,-0.034,-0.026,2.335230201427012,1.2286098123687408,5.351019687669923,6.9331892426143416,0.0
1.0,1.0,1.0,0.388,0.276,0.092,-0.456,-0.316,0.164,-0.724,-0.218,0.154,-0.26,0.042,-0.038,0.378,0.132,0.054,0.584,0.036,0.016,0.136,0.008,0.008,-0.378,-0.01,0.0,-0.358,0.01,0.004,2.4622449455739117,0.5649407447601502,6.885911633564568,6.2371018489527765,0.0
1.0,1.0,1.0,-0.056,0.492,-0.02,-0.116,-0.522,0.054,0.054,-1.0,-0.054,0.022,-0.402,-0.02,-0.026,0.55,-0.052,0.004,0.996,0.008,0.012,0.414,0.006,-0.044,-0.584,0.012,-0.012,-0.99,0.014,-2.440720824980173,4.948373663045078,6.083317746772288,9.505462202753211,0.0
1.0,1.0,1.0,0.27,0.624,0.206,-0.254,-0.148,0.042,-0.306,-0.914,0.284,0.01,-0.928,-0.01,0.068,-0.286,-0.01,0.016,0.576,0.044,-0.044,1.0,-0.044,-0.046,0.696,0.006,-0.028,-0.082,0.01,-1.0037551442951749,2.241086778164955,5.094664756411951,6.661262667651002,0.0
1.0,1.0,1.0,0.534,-0.16,-0.062,-0.172,-0.968,0.164,-0.488,0.324,-0.148,-0.374,0.902,-0.352,-0.064,-0.55,0.014,0.234,-0.772,-0.198,0.254,0.714,0.16,0.142,0.596,0.09,-0.016,-0.844,0.012,-3.8438504448323965,1.2141396909152262,9.654813156919456,5.140800615744583,0.0
1.0,1.0,1.0,0.58,0.87,0.514,-0.148,0.64,-0.108,-0.668,0.222,-0.15,-0.692,-0.208,0.164,-0.292,-0.624,0.14,0.262,-0.904,-0.234,0.546,-0.998,-0.544,0.434,-0.902,-0.388,-0.044,-0.588,0.02,-1.4463750430635445,0.4519344111683403,2.5928599481024146,4.981735172220943,0.0
1.0,1.0,1.0,0.74,0.37,0.266,0.358,-0.298,-0.144,0.03,-0.506,0.004,-0.192,-0.202,0.002,-0.414,0.15,-0.028,-0.376,0.202,-0.114,-0.318,0.078,-0.028,-0.176,-0.104,0.008,-0.03,-0.114,-0.028,1.2992022553215903,0.9481098106847049,6.07289790465124,2.9270061785186035,0.0
