0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,6_0,6_1,6_2,7_0,7_1,7_2,8_0,8_1,8_2,9_0,9_1,9_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,0.988,0.666,0.658,0.93,0.22,0.218,0.848,-0.15,-0.182,0.766,-0.286,-0.24,0.588,-0.306,-0.194,0.4,-0.19,-0.058,0.25,0.004,0.046,0.058,0.032,-0.022,-0.086,0.164,-0.006,1.377942809379659,-1.6110026641420774,3.5222893772723123,1.0687334156271784,0.0
1.0,1.0,1.0,0.49,0.166,0.084,-0.52,-0.884,0.46,-0.904,-0.634,0.594,-0.382,0.564,-0.206,0.432,0.93,0.402,0.766,-0.198,-0.156,0.302,-1.0,-0.302,-0.41,-0.29,0.16,-0.646,0.868,-0.546,-0.7709957269157852,0.2412314451583074,7.67264162746083,6.089679622209231,0.0
1.0,1.0,1.0,0.486,0.452,0.162,0.184,-0.218,-0.058,-0.036,-0.508,0.02,-0.054,-0.364,0.038,-0.066,-0.046,-0.024,-0.048,0.242,0.026,-0.012,0.244,0.0,-0.01,0.024,0.01,-0.058,-0.08,0.018,1.1881491328033336,3.260268429402358,5.356323010131383,2.962495174048249,0.0
1.0,1.0,1.0,0.33,0.46,0.178,0.016,-0.19,0.042,-0.054,-0.538,-0.008,-0.076,-0.344,0.036,-0.034,-0.038,-0.008,-0.078,0.294,-0.024,0.062,0.264,-0.018,-0.028,0.08,0.036,0.014,-0.1,-0.018,1.0355306269467086,4.080479627423262,5.32549261365764,3.8973228436469247,0.0
1.0,1.0,1.0,0.35,0.79,0.26,-0.778,0.23,-0.196,-0.91,-0.434,0.4,0.14,-0.9,-0.132,0.968,-0.986,-0.954,0.544,-0.686,-0.406,-0.54,0.018,-0.03,-0.968,0.634,-0.606,-0.144,0.97,-0.126,-1.679754415058572,-2.043461085944436,3.8448774514189825,6.905572772818665,0.0
1.0,1.0,1.0,0.212,0.598,0.13,-0.54,-0.018,-0.026,-0.332,-0.424,0.16,0.238,-0.624,-0.118,0.246,-0.42,-0.15,0.014,-0.036,0.002,-0.152,0.234,0.014,-0.078,0.396,0.01,0.084,0.252,-0.004,0.7374107762510501,1.462571773890037,4.401632279996175,7.47430318451438,0.0
1.0,1.0,1.0,0.3,0.292,0.068,-0.436,-0.782,0.338,-0.442,-0.842,0.388,0.024,0.256,0.052,0.336,1.0,0.336,0.172,0.346,0.01,-0.012,-0.718,0.014,-0.254,-0.862,0.212,0.014,0.214,-0.02,-0.9344100940767044,1.194503451077261,7.122655757097235,6.807582818294124,0.0
1.0,1.0,1.0,0.812,0.63,0.538,0.628,0.012,0.0,0.516,-0.494,-0.246,0.41,-0.596,-0.31,0.324,-0.364,-0.104,0.148,0.058,0.002,0.13,0.276,0.098,0.098,0.354,0.028,0.056,0.21,-0.014,0.6951310108784727,1.1468106092764543,4.5215481043484465,0.7753991701338352,0.0
1.0,1.0,1.0,0.204,0.66,0.108,-0.88,-0.094,0.062,-0.662,-0.848,0.566,0.568,-0.952,-0.544,0.932,-0.44,-0.42,-0.138,0.374,-0.056,-0.988,0.956,-0.944,-0.332,0.826,-0.254,0.838,0.184,0.158,-0.5298021698466862,-1.4945961136171584,4.904091396959668,7.614932140376728,0.0
1.0,1.0,1.0,0.296,0.456,0.088,-0.288,-0.114,-0.01,-0.306,-0.336,0.086,-0.058,-0.202,-0.02,0.096,-0.032,-0.016,0.124,0.086,0.018,-0.022,0.15,-0.064,-0.034,0.002,0.008,-0.038,-0.024,0.01,1.9902538532779877,2.439537126607556,5.331405594141938,6.484168254804514,0.0
