0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,-0.0705070507050705,-0.027302730273027303,0.15751575157515751,-0.6267626762676267,0.033903390339033904,-0.029102910291029103,0.059705970597059704,0.00030003000300030005,0.014101410141014101,2.1123289718864977,-0.31127063919054043,6.875777044506267,7.999919324875233,6.305533907226446
1.0,1.0,1.0,-0.00030003000300030005,-0.024902490249024904,-0.0159015901590159,0.0699069906990699,-0.030303030303030304,-0.014701470147014702,-0.0165016501650165,-0.0159015901590159,-0.009900990099009901,3.42286751418071,2.3040528676511958,3.117424002077253,5.573037005355344,6.153644473179002
1.0,1.0,1.0,-0.3501350135013501,0.050705070507050705,-0.08250825082508251,-0.29972997299729975,0.007500750075007501,0.00030003000300030005,-0.0885088508850885,-0.0093009300930093,-0.022502250225022502,3.9035320138390124,-0.38795902008031424,8.701758024562526,2.7610136982764426,4.350717811043175
1.0,1.0,1.0,0.0021002100210021,-0.012901290129012902,0.028502850285028504,0.825982598259826,-0.06930693069306931,-0.0429042904290429,-0.0519051905190519,-0.0093009300930093,-0.0015001500150015,2.316496367146096,0.12023409338406843,3.6812489897928,5.825650703576425,5.822082553590397
1.0,1.0,1.0,-0.4083408340834083,-0.0177017701770177,0.04410441044104411,-0.5283528352835284,0.021902190219021903,-0.0027002700270027003,0.606960696069607,0.0063006300630063005,-0.0231023102310231,4.7938933030671915,-0.23403789404328323,5.115487102801281,4.412877180540543,4.316733310952404
1.0,1.0,1.0,-0.14431443144314432,-0.034503450345034506,0.0033003300330033004,-0.024902490249024904,-0.018301830183018303,0.008100810081008101,-0.021902190219021903,-0.0021002100210021,-0.0027002700270027003,5.893220338987603,2.512361028237764,5.806390139548667,5.471183037703525,3.3910030223826237
1.0,1.0,1.0,0.0537053705370537,0.21092109210921092,0.2583258325832583,0.10711071107110712,-0.6675667566756676,-0.0855085508550855,0.08070807080708071,-0.36993699369936994,-0.0675067506750675,-0.969280035634454,1.3316298743085662,3.16202740029157,0.5776658978999283,7.000986150202849
1.0,1.0,1.0,-0.0315031503150315,0.0159015901590159,-0.0423042304230423,-0.011701170117011701,-0.0051005100510051,-0.0351035103510351,-0.0039003900390039005,0.0165016501650165,0.0159015901590159,2.4945158831185377,2.44964637613241,4.041689167337876,7.178569288894117,6.435243986750796
1.0,1.0,1.0,0.052505250525052505,-0.11071107110711072,-0.022502250225022502,0.035703570357035704,0.0111011101110111,0.004500450045004501,0.032103210321032104,0.0177017701770177,0.0087008700870087,3.14594179900028,2.3384702940589697,4.36031312215369,7.343660407965853,4.080817999069549
1.0,1.0,1.0,-0.041704170417041705,-0.15331533153315333,0.0087008700870087,0.033903390339033904,-0.018901890189018902,0.0039003900390039005,0.00030003000300030005,-0.0063006300630063005,0.0033003300330033004,2.7162375041224647,4.499586109476679,4.728352142939959,5.934194037916068,3.568019850971196
1.0,1.0,1.0,-0.023702370237023703,-0.0231023102310231,0.004500450045004501,-0.0051005100510051,-0.020702070207020702,-0.028502850285028504,0.025502550255025503,-0.008100810081008101,-0.010501050105010502,4.008626324398817,4.030665460041282,4.059833066578262,5.991001142222777,4.152340120859357
1.0,1.0,1.0,-0.07590759075907591,-0.04410441044104411,0.026102610261026102,-0.0165016501650165,0.0159015901590159,-0.005700570057005701,0.0087008700870087,0.0165016501650165,0.011701170117011701,4.41319607776067,4.095910841809135,5.569330489113421,5.053194702369378,3.2304573060973754
1.0,1.0,1.0,0.00030003000300030005,0.0021002100210021,-0.0051005100510051,0.05310531053105311,-0.0015001500150015,-0.020702070207020702,0.0153015301530153,-0.0087008700870087,0.007500750075007501,6.268616943305436,3.3855927428439796,5.017162253473594,5.75221627085303,6.121839485564945
1.0,1.0,1.0,0.023702370237023703,-0.22892289228922894,0.014101410141014101,0.0195019501950195,-0.0771077107710771,0.004500450045004501,-0.0033003300330033004,0.05730573057305731,0.035703570357035704,1.410118740771493,3.3325973650878233,4.697682792234608,7.345294420934069,3.864795410552292
1.0,1.0,1.0,0.0093009300930093,-0.027302730273027303,0.005700570057005701,-0.030303030303030304,0.0063006300630063005,-0.0027002700270027003,0.0063006300630063005,0.012301230123012302,-0.0153015301530153,7.360266144532687,4.33293650524888,2.787381121434274,7.312246515427336,4.677992553180381
1.0,1.0,1.0,-0.1485148514851485,-0.030303030303030304,0.0213021302130213,0.022502250225022502,-0.027302730273027303,-0.039903990399039906,-0.011701170117011701,0.018301830183018303,-0.026102610261026102,2.4360937485455967,2.641856456478541,8.059588721387634,3.5782473962796537,1.605181190143854
1.0,1.0,1.0,-0.13771377137713772,-0.030303030303030304,0.11971197119711971,-0.31473147314731476,-0.026102610261026102,0.026102610261026102,0.13831383138313832,-0.0111011101110111,0.008100810081008101,3.1804461958061223,1.0030024589762245,2.391820833079902,3.7326816897334343,5.010107140764804
1.0,1.0,1.0,-0.7287728772877288,-0.10111011101110111,0.11911191119111911,0.2895289528952895,0.0051005100510051,0.007500750075007501,0.026102610261026102,-0.0195019501950195,-0.0177017701770177,4.163709259761725,0.1270632675210841,5.887596323077817,4.11261861328286,2.065992113539785
1.0,1.0,1.0,-0.08070807080708071,0.04950495049504951,-0.0231023102310231,0.032103210321032104,-0.0063006300630063005,-0.0369036903690369,-0.0849084908490849,-0.00030003000300030005,-0.029102910291029103,3.6638310702074004,1.4142910501149866,3.6942651521380117,5.3400488403197315,8.602446622984207
1.0,1.0,1.0,-0.06450645064506451,-0.1695169516951695,0.0177017701770177,0.012901290129012902,0.0177017701770177,0.017101710171017102,0.014701470147014702,0.0039003900390039005,0.017101710171017102,3.347243205744692,4.951201556705728,4.98245073800349,4.3523864482573,1.3296128514868735
1.0,1.0,1.0,0.0393039303930393,-0.2727272727272727,-0.1641164116411641,0.6123612361236124,-0.4971497149714971,-0.42754275427542754,0.2913291329132913,0.11311131113111311,0.05130513051305131,-0.5378823660887502,0.20948998213442183,7.556089511157998,5.092599558288028,7.099309138409144
1.0,1.0,1.0,-0.0375037503750375,-0.12331233123312331,0.048904890489048905,0.004500450045004501,-0.006900690069006901,-0.0315031503150315,-0.013501350135013501,-0.05310531053105311,-0.005700570057005701,1.493538467847172,4.146760640942995,5.208172302068429,4.620138187780485,4.546361616674369
1.0,1.0,1.0,-0.033903390339033904,0.006900690069006901,0.00030003000300030005,-0.10111011101110111,0.21752175217521752,-0.0087008700870087,0.013501350135013501,-0.012901290129012902,-0.006900690069006901,1.5130717069514987,2.1189039376408063,6.277291764662399,3.310080795721074,5.933116025323043
1.0,1.0,1.0,-0.20252025202520252,0.15091509150915092,-0.054305430543054305,0.0051005100510051,-0.0195019501950195,0.0297029702970297,-0.0279027902790279,-0.021902190219021903,-0.0093009300930093,3.0898386248125904,2.657461690329646,11.94789040138713,4.572018398007076,2.1229015453276205
1.0,1.0,1.0,-0.014701470147014702,-0.12271227122712271,0.036303630363036306,0.08670867086708671,-0.21992199219921993,-0.012301230123012302,0.020102010201020103,0.0639063906390639,0.011701170117011701,1.332082686680135,2.36679099229283,3.665453844966118,6.273150947465068,4.999699365671461
1.0,1.0,1.0,0.045304530453045305,0.0921092109210921,0.032703270327032706,-0.0375037503750375,0.005700570057005701,0.0195019501950195,-0.009900990099009901,0.018901890189018902,0.009900990099009901,2.7172610414615646,4.320545594566845,3.1993486832050575,4.377481254939633,8.34106955301176
1.0,1.0,1.0,0.012301230123012302,-0.0633063306330633,-0.022502250225022502,-0.0063006300630063005,-0.018901890189018902,-0.0063006300630063005,0.014701470147014702,0.0093009300930093,0.023702370237023703,1.9973902335129483,6.852931519360666,6.9936051205636085,7.260513597752384,3.101546790844397
1.0,1.0,1.0,-0.04410441044104411,0.022502250225022502,-0.0015001500150015,-0.026102610261026102,0.1269126912691269,-0.0051005100510051,-0.013501350135013501,0.0093009300930093,0.014701470147014702,1.7868572285322388,3.3872794027699187,6.648001446421064,3.9438796468201005,5.068493976198215
1.0,1.0,1.0,0.028502850285028504,-0.6285628562856286,-0.0627062706270627,-0.0111011101110111,-0.2295229522952295,-0.028502850285028504,-0.0111011101110111,0.8973897389738974,-0.005700570057005701,-0.570342876612199,3.3035823507501565,4.204904619078787,7.564330405144442,3.415985993767067
1.0,1.0,1.0,-0.09570957095709572,0.04410441044104411,-0.026702670267026704,-0.0315031503150315,0.0231023102310231,-0.0111011101110111,0.00030003000300030005,-0.0087008700870087,0.0021002100210021,3.3480375822732245,2.7874967391049768,4.004120707939492,7.836407747148726,7.717288924642037
1.0,1.0,1.0,-0.1401140114011401,0.020102010201020103,-0.26552655265526554,-0.9033903390339034,-0.056105610561056105,0.0627062706270627,0.32793279327932795,0.039903990399039906,0.0195019501950195,2.624241967666207,-0.19509775864193513,2.940799498357701,8.374139779956057,6.535074679927421
1.0,1.0,1.0,0.027302730273027303,-0.0165016501650165,0.0093009300930093,0.041704170417041705,0.025502550255025503,0.0009000900090009,-0.0033003300330033004,0.008100810081008101,-0.0051005100510051,3.071989079229963,2.5083294701211893,5.802931647369875,5.472295730414812,5.884413556873781
1.0,1.0,1.0,0.005700570057005701,-0.0153015301530153,0.020102010201020103,0.0087008700870087,0.0051005100510051,-0.011701170117011701,-0.0015001500150015,0.021902190219021903,-0.0375037503750375,6.348323366114427,4.308773857893185,6.6147444564596265,4.943647709683799,7.895174775567205
1.0,1.0,1.0,-0.047104710471047105,-0.5829582958295829,0.0777077707770777,0.013501350135013501,-0.0633063306330633,0.020702070207020702,0.012301230123012302,0.3651365136513651,0.0027002700270027003,0.39427435356284013,4.010688687818982,4.288225787823718,2.779447865186489,3.050638436025258
1.0,1.0,1.0,-0.024302430243024302,-0.045304530453045305,0.06930693069306931,-0.045304530453045305,0.14611461146114613,0.005700570057005701,-0.0033003300330033004,0.008100810081008101,-0.021902190219021903,1.6624595872431491,1.9949491988923251,5.7054573528410915,4.457260489942235,5.681911428770672
1.0,1.0,1.0,0.024302430243024302,-0.0369036903690369,0.0159015901590159,-0.00030003000300030005,0.0429042904290429,0.0063006300630063005,0.028502850285028504,0.012301230123012302,0.0009000900090009,3.1818267374982914,4.055370737718253,6.188387305178295,7.288873525671169,5.205291643603447
1.0,1.0,1.0,0.0663066306630663,0.05910591059105911,-0.027302730273027303,0.014101410141014101,0.0351035103510351,-0.0015001500150015,-0.0015001500150015,-0.012301230123012302,0.021902190219021903,2.8154246014831688,4.292233592325624,3.801217916782427,2.861485341851893,7.646006246952342
1.0,1.0,1.0,0.13771377137713772,-0.09930993099309932,-0.0387038703870387,-0.0021002100210021,0.0009000900090009,0.0009000900090009,0.0087008700870087,-0.04590459045904591,-0.009900990099009901,3.7680891994892725,2.950160290657216,7.546798566336985,2.1457504701659955,8.728699568048519
1.0,1.0,1.0,-0.12991299129912992,-0.26732673267326734,0.12331233123312331,0.034503450345034506,-0.11191119111911191,0.009900990099009901,-0.06810681068106811,0.11611161116111611,-0.00030003000300030005,1.232674423373895,1.8831566377484104,3.8777202015432395,5.7279717307441596,3.8981489845428516
1.0,1.0,1.0,-0.18031803180318032,0.0423042304230423,-0.0195019501950195,0.0015001500150015,0.0153015301530153,-0.0015001500150015,-0.05310531053105311,0.0027002700270027003,-0.0195019501950195,3.729310379380465,1.718084674273116,5.235434415382846,6.436774534531003,8.399639068920504
1.0,1.0,1.0,-0.009900990099009901,-0.21752175217521752,0.030303030303030304,-0.007500750075007501,-0.15331533153315333,-0.0027002700270027003,0.0033003300330033004,0.10111011101110111,-0.0015001500150015,1.3425832992773419,4.23717104744326,3.70299576396459,5.463009845507734,4.1897365169738725
1.0,1.0,1.0,-0.24692469246924692,0.009900990099009901,0.020702070207020702,-0.19531953195319532,-0.032103210321032104,-0.0033003300330033004,-0.30933093309330933,0.018901890189018902,-0.009900990099009901,6.782328900974738,-2.70820483090871,6.905333401191476,2.266186040491245,2.5435174351077534
1.0,1.0,1.0,-0.0009000900090009,0.0021002100210021,-0.012301230123012302,0.043504350435043505,-0.018901890189018902,-0.014101410141014101,-0.012301230123012302,0.009900990099009901,-0.0015001500150015,3.545657435213558,3.0031516976405617,4.610307537149059,6.199948399233568,6.110445788234352
1.0,1.0,1.0,-0.13051305130513052,-0.13771377137713772,0.039903990399039906,0.0015001500150015,0.0009000900090009,-0.014701470147014702,-0.0537053705370537,-0.0063006300630063005,-0.009900990099009901,2.920119913341814,2.555484428275918,4.390090077182145,2.547869132444954,3.836229569999113
1.0,1.0,1.0,-0.27932793279327933,-0.24272427242724273,0.05490549054905491,0.028502850285028504,0.0111011101110111,-0.026702670267026704,0.0297029702970297,0.032703270327032706,-0.013501350135013501,1.9614698760458797,1.8510331191106029,3.8390523581586953,4.176241104942892,1.3014242664567646
1.0,1.0,1.0,-0.07950795079507951,-0.13591359135913592,0.047104710471047105,-0.0369036903690369,0.009900990099009901,-0.0021002100210021,0.0093009300930093,-0.11431143114311432,0.0027002700270027003,1.2825602112439836,3.2128956279313097,5.697949360796507,4.980355631939131,4.066858982133073
1.0,1.0,1.0,-0.06510651065106511,-0.0735073507350735,0.04590459045904591,0.056105610561056105,-0.0699069906990699,0.013501350135013501,-0.0555055505550555,0.0165016501650165,-0.020102010201020103,2.228621298753434,1.8655346770936752,3.7462446730611525,5.511627658873372,4.998558698689849
1.0,1.0,1.0,0.006900690069006901,0.005700570057005701,0.0063006300630063005,-0.011701170117011701,0.033903390339033904,0.0411041104110411,-0.032703270327032706,-0.0021002100210021,-0.013501350135013501,2.7620707807351152,3.739974311075279,7.137746893410384,7.915401558175397,3.6159379478459024
1.0,1.0,1.0,-0.3045304530453045,-0.0177017701770177,-0.030903090309030903,0.0159015901590159,-0.0213021302130213,0.0015001500150015,0.0297029702970297,-0.011701170117011701,-0.0063006300630063005,8.115736574158584,1.6281069595103541,4.767683170752264,4.407860974815215,2.6856046003468403
1.0,1.0,1.0,-0.08070807080708071,-0.039903990399039906,0.033903390339033904,0.0783078307830783,-0.007500750075007501,-0.0087008700870087,-0.0735073507350735,-0.017101710171017102,0.0195019501950195,3.0986264865895974,1.7482142143454744,2.7410171375938317,5.635140787006319,4.82365846683976
1.0,1.0,1.0,-0.007500750075007501,-0.0087008700870087,-0.0297029702970297,0.0279027902790279,0.0027002700270027003,-0.0009000900090009,-0.0087008700870087,-0.057905790579057904,-0.012901290129012902,4.803755956788939,6.102850055479135,5.912974222345398,4.806441308699492,5.036201008259746
1.0,1.0,1.0,-0.23852385238523852,-0.10171017101710171,0.032703270327032706,0.047104710471047105,0.00030003000300030005,-0.006900690069006901,-0.012901290129012902,0.023702370237023703,-0.0087008700870087,4.075368648543669,1.992098450069873,5.121431769291168,6.016287065577796,2.0836189104506846
1.0,1.0,1.0,-0.3033303330333033,0.0537053705370537,-0.17551755175517553,-0.5397539753975398,-0.024302430243024302,-0.013501350135013501,0.3063306330633063,0.0315031503150315,0.009900990099009901,2.3083433838283276,-1.8102897286312594,7.989268719692744,4.372170873987954,4.779333243974294
1.0,1.0,1.0,-0.04770477047704771,-0.33933393339333934,0.00030003000300030005,-0.013501350135013501,-0.1005100510051005,0.012901290129012902,-0.0039003900390039005,0.1251125112511251,-0.0159015901590159,0.8261419383298199,3.4516351870655875,7.206345731705376,3.5004127322837357,1.328231271560616
1.0,1.0,1.0,-0.6255625562556255,-0.07170717071707171,0.07650765076507651,0.0519051905190519,0.014701470147014702,-0.0093009300930093,-0.15991599159915992,0.0033003300330033004,0.0111011101110111,4.357001920341817,-0.7747400425473683,4.228766134787627,5.9647726754051025,2.5729461354325185
1.0,1.0,1.0,-0.0231023102310231,0.009900990099009901,0.010501050105010502,-0.022502250225022502,-0.0033003300330033004,0.009900990099009901,-0.006900690069006901,0.013501350135013501,0.0159015901590159,4.5777099613527,4.294369045649072,6.713785603858707,3.9555140490056253,4.764290374325486
1.0,1.0,1.0,0.07890789078907891,-0.14371437143714372,-0.050705070507050705,-0.012901290129012902,0.1695169516951695,-0.012901290129012902,-0.0297029702970297,-0.41434143414341434,0.0165016501650165,0.5404807784865455,3.6251645092524285,6.116118193277803,10.051292310504508,4.0798580797514905
1.0,1.0,1.0,-0.014101410141014101,-0.0033003300330033004,-0.0153015301530153,0.0405040504050405,0.31053105310531054,0.036303630363036306,-0.0279027902790279,-0.0465046504650465,0.038103810381038106,0.8604045543256786,2.6866041447518225,5.538271443725966,6.090285638885299,7.295323951924516
1.0,1.0,1.0,0.033903390339033904,0.0231023102310231,-0.0393039303930393,0.9915991599159916,-0.020702070207020702,-0.0195019501950195,-0.012301230123012302,-0.005700570057005701,-0.0351035103510351,1.9600533519868446,-0.6091459919356805,1.7995798968956591,6.189582888333733,5.876746516939887
1.0,1.0,1.0,-0.0213021302130213,-0.038103810381038106,-0.014101410141014101,0.0009000900090009,-0.0093009300930093,-0.026702670267026704,0.00030003000300030005,-0.010501050105010502,0.0351035103510351,5.52286698254058,4.56232768886195,6.491573144424063,3.9257838710251827,6.189915603877112
1.0,1.0,1.0,-0.020102010201020103,0.018301830183018303,0.0051005100510051,0.0015001500150015,0.3513351335133513,-0.00030003000300030005,0.006900690069006901,0.0369036903690369,0.00030003000300030005,0.948293974038076,4.884433478098133,5.482562208135569,7.05750382544068,6.260312467536609
1.0,1.0,1.0,0.0501050105010501,-0.1413141314131413,-0.020702070207020702,0.013501350135013501,0.0027002700270027003,-0.0021002100210021,0.0111011101110111,-0.021902190219021903,0.011701170117011701,2.576149916268259,3.7628025881895515,5.426727184347896,8.374181377299045,3.1665036250749945
1.0,1.0,1.0,-0.3327332733273327,-0.045304530453045305,0.06810681068106811,-0.17971797179717972,-0.0063006300630063005,0.0033003300330033004,0.19591959195919592,-0.006900690069006901,0.014701470147014702,5.571033529140248,0.6667578126499203,4.047090730730379,4.652121831752513,3.978169271591002
1.0,1.0,1.0,0.010501050105010502,-0.19411941194119411,0.0033003300330033004,0.013501350135013501,-0.10291029102910292,-0.011701170117011701,-0.0177017701770177,0.050705070507050705,0.014701470147014702,1.3558386932771398,5.998441857448782,3.0901344773202517,6.394606859699978,4.461302539448797
1.0,1.0,1.0,-0.1257125712571257,-0.17251725172517252,0.0627062706270627,-0.018301830183018303,-0.0735073507350735,0.025502550255025503,-0.014101410141014101,-0.027302730273027303,0.030303030303030304,1.527870914480233,2.7954464254505824,6.81771985290751,8.162314265109842,7.8224935833582085
1.0,1.0,1.0,-0.0501050105010501,-0.0891089108910891,0.022502250225022502,-0.0213021302130213,-0.0027002700270027003,-0.009900990099009901,0.0009000900090009,0.0015001500150015,-0.013501350135013501,3.4549134474059344,3.161745934754738,3.4666866986143745,5.654385658543793,3.721360285990932
1.0,1.0,1.0,-0.0153015301530153,0.3477347734773477,0.0177017701770177,-0.0195019501950195,-0.0963096309630963,0.0015001500150015,-0.0315031503150315,-0.0627062706270627,-0.005700570057005701,0.8070903288556881,5.336646943494636,2.7096760241220905,5.270117777213642,8.384507918344754
1.0,1.0,1.0,0.09930993099309932,0.31113111311131114,0.0633063306330633,-0.0279027902790279,0.008100810081008101,0.018301830183018303,0.028502850285028504,-0.0315031503150315,0.0027002700270027003,1.6065640728981465,3.243292280112421,2.0916063396456908,3.310975010277705,9.425318066762635
1.0,1.0,1.0,-0.024302430243024302,0.10831083108310831,-0.020702070207020702,0.032703270327032706,-0.018301830183018303,-0.025502550255025503,-0.0063006300630063005,0.023702370237023703,-0.012901290129012902,3.902396213757298,2.389758310056524,-1.3186772417242496,7.182723853082467,3.105160821205503
1.0,1.0,1.0,0.0051005100510051,-0.0015001500150015,0.0033003300330033004,0.004500450045004501,0.0297029702970297,0.00030003000300030005,0.014701470147014702,0.020102010201020103,-0.013501350135013501,2.718551698091427,4.110384652884439,7.3302215587807495,5.133372854830837,5.309502758895843
1.0,1.0,1.0,0.15271527152715272,-0.08370837083708371,-0.028502850285028504,0.022502250225022502,0.006900690069006901,0.0195019501950195,0.0963096309630963,-0.004500450045004501,-0.0009000900090009,2.8578175904940646,1.3982302865674536,5.8979445678852915,8.265382137645354,3.8679811930884256
1.0,1.0,1.0,-0.009900990099009901,0.09150915091509151,0.011701170117011701,0.007500750075007501,0.0639063906390639,-0.0021002100210021,-0.017101710171017102,0.11191119111911191,-0.021902190219021903,1.5181759046251453,4.583306007393846,4.251449607045634,5.6169655302683275,7.525252071689846
1.0,1.0,1.0,-0.05670567056705671,-0.0501050105010501,0.048904890489048905,0.0111011101110111,-0.028502850285028504,0.0027002700270027003,-0.0051005100510051,-0.012301230123012302,-0.0333033303330333,2.7703733678330225,3.394396327706691,6.300581694000319,5.128162402261514,3.7940525771450924
1.0,1.0,1.0,0.0393039303930393,-0.11071107110711072,0.00030003000300030005,-0.036303630363036306,0.004500450045004501,0.00030003000300030005,-0.010501050105010502,-0.0501050105010501,-0.010501050105010502,3.976340126011647,2.019827505960551,4.065924526363108,7.87573084171472,2.515206816474802
1.0,1.0,1.0,-0.012901290129012902,-0.009900990099009901,0.026102610261026102,-0.008100810081008101,0.014701470147014702,0.026702670267026704,-0.0063006300630063005,0.009900990099009901,-0.0195019501950195,5.168038516377833,6.464326212886668,2.8465159563864946,7.548092321888676,2.3595326577894986
