0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,-0.6232,-0.3664,0.4936,-0.0552,-0.0112,0.0824,0.4744,-0.124,-0.0944,-0.4688,0.208,-0.1024,0.9486825699006887,0.21252562030813982,4.273387110962196,5.418704881716349,4.148772914876538
1.0,1.0,1.0,-0.0968,-0.1528,0.088,0.0952,-0.0808,-0.0032,-0.1376,0.0184,-0.0328,0.0096,-0.0096,-0.016,3.262508852223565,1.636723084344609,5.285588587733293,8.24804525479593,5.295869773317457
1.0,1.0,1.0,-0.0152,-0.0288,0.0008,0.0504,-0.0232,0.0,0.0064,-0.012,-0.0008,-0.0056,-0.0072,0.016,5.784304598998989,3.6889529568423884,8.492840075191765,6.212699760316995,8.706501800852038
1.0,1.0,1.0,-0.0752,0.0304,0.0048,-0.1328,0.4648,-0.0776,0.0368,0.0768,0.0048,-0.02,0.1136,-0.0168,0.8000426864221182,2.7345868364474564,0.48160653629975947,4.5728546776483965,6.576188777243327
1.0,1.0,1.0,-0.024,-0.1288,0.0344,0.0312,-0.0584,0.0,0.0112,-0.0328,0.0328,0.024,-0.0232,0.0168,2.5026834605832287,3.3428326782881816,3.4458270857917412,1.8956852665936212,5.576257574220508
1.0,1.0,1.0,-0.4096,-0.1312,0.1072,-0.0248,0.0312,0.0224,0.0624,-0.0168,-0.0104,-0.0176,0.0208,0.0128,4.617479852153812,1.2276423123277254,6.352206341938284,6.684972195770445,4.130636224708171
1.0,1.0,1.0,-0.1024,-0.072,0.0816,-0.1112,0.0848,-0.0168,0.028,-0.1712,0.0232,-0.0112,-0.0096,0.0144,1.5207924873202445,2.6315204280944835,7.287962423582524,5.49770480559076,6.236367850771719
1.0,1.0,1.0,-0.0424,-0.032,0.084,-0.1568,-0.02,0.0088,0.0112,0.0432,-0.0112,0.0056,-0.0304,-0.0024,4.708321504672276,2.090035158691192,4.180890716361984,3.5582596500198864,7.433170357160899
1.0,1.0,1.0,-0.0632,-0.0328,0.008,-0.0112,-0.0008,-0.0088,-0.0176,0.0352,-0.008,-0.0088,0.0,-0.0248,4.926862097563441,5.027526238956273,2.662881196746328,3.9601420336280144,6.767368233649696
1.0,1.0,1.0,-0.0168,-0.108,0.0176,-0.0104,0.0104,-0.0368,-0.0104,-0.0088,-0.0208,-0.0304,-0.0264,0.0136,3.0925963507959717,7.63463468365612,3.8385666484714056,3.0273677840494386,5.849453941887286
1.0,1.0,1.0,-0.088,-0.4144,0.048,-0.0184,0.0456,-0.0288,-0.0024,0.0656,0.0104,-0.0048,-0.012,-0.0344,1.498321673643828,6.332892402661846,5.490803382050002,5.20756786785648,1.7311722333606356
1.0,1.0,1.0,-0.0912,-0.5448,0.14,0.0104,-0.0936,0.0272,-0.044,0.2096,0.0056,0.0248,0.024,-0.012,0.2058520894565392,4.186681622515233,6.811832151055613,5.153134265003251,4.495570687795334
1.0,1.0,1.0,-0.3288,-0.0168,0.0048,-0.0272,0.0216,0.004,0.0496,0.008,-0.0048,-0.0504,-0.0184,0.0336,6.022435250647563,1.7785784424197468,3.147256471165693,5.447069919923363,3.9620066997735766
1.0,1.0,1.0,-0.2504,-0.1304,0.0832,0.0216,0.0048,0.012,-0.0888,-0.0416,0.0072,0.0456,0.0264,-0.0144,3.1310053985601285,1.6195710353520043,7.5822758727061945,3.7620571496507162,4.847271587425121
1.0,1.0,1.0,-0.5904,-0.316,0.2616,0.0256,0.048,0.0256,-0.1024,0.0008,-0.0072,0.6568,-0.0104,-0.0176,2.3540032848505774,-0.7492172598541926,6.591644683451487,4.572956830107146,2.924114676225911
1.0,1.0,1.0,-0.152,-0.056,0.0256,0.0304,0.016,0.0048,-0.1752,0.0112,0.0184,0.02,0.0096,-0.0152,5.194762290845018,1.5603744083231919,8.173358766198549,2.9099217840108036,4.988794901850414
1.0,1.0,1.0,-0.0536,-0.1936,-0.0056,0.0128,0.0048,-0.0464,-0.0152,0.0096,0.0184,-0.0176,-0.0024,0.0184,3.098211843257557,2.842380588231963,6.628026497482,2.695393434237136,3.7862408699989976
1.0,1.0,1.0,-0.0248,-0.1184,-0.0104,0.0048,-0.008,0.008,-0.0056,-0.0024,-0.0224,-0.0072,-0.0272,0.0072,3.7987186635567514,3.5812389506146394,6.706118497176107,8.490943136762809,5.147443593397973
1.0,1.0,1.0,0.008,-0.0128,0.0336,0.0248,-0.1232,-0.0264,-0.0296,-0.0152,0.0112,-0.0056,-0.0176,0.0168,2.5585121013694785,4.340356335607026,3.543101860903767,6.011164881651229,7.740277726753953
1.0,1.0,1.0,-0.0016,0.1288,-0.0008,0.0184,-0.0832,0.0168,0.0144,-0.0448,-0.0128,-0.0176,0.0096,0.008,3.059544340656918,4.884163862454771,3.8126638514377564,4.902375792836945,9.650815114162356
1.0,1.0,1.0,-0.0272,-0.012,-0.0456,-0.0384,0.0312,0.004,-0.0024,0.0312,0.0096,-0.0328,-0.0256,-0.0072,4.62276451344005,4.428287876464256,8.151753514136088,3.3365827594276527,6.671704884427794
1.0,1.0,1.0,-0.188,0.1408,-0.044,-0.0208,-0.0608,-0.0192,-0.0128,0.0008,-0.0264,0.0112,-0.0072,0.0232,3.021581566862319,2.980736090425941,1.7905681207096342,4.712181946973448,2.1503863076233416
1.0,1.0,1.0,-0.008,-0.0432,0.0464,0.2128,-0.0184,0.0104,-0.0712,-0.016,-0.0088,0.016,-0.0016,-0.0048,5.529818359821109,1.769603930636921,6.005952252098141,7.793481289254635,7.078705570250925
1.0,1.0,1.0,-0.1312,-0.3168,0.1248,-0.036,-0.0296,0.0096,-0.0272,0.0736,0.0464,0.0064,0.0216,-0.0008,1.4310465860441297,3.6110286426027827,6.593373430873594,4.403038611855301,4.466233912778069
1.0,1.0,1.0,0.0712,-0.2288,-0.0248,-0.0784,-0.1944,0.0184,-0.028,0.0744,0.0032,-0.0392,-0.0088,0.0288,1.210402789220982,3.018228987022992,4.17547673692763,2.654569218487871,1.9637552869161476
1.0,1.0,1.0,-0.1904,-0.1056,0.0064,0.0048,0.0112,0.0128,0.02,0.028,-0.0416,-0.0288,0.012,-0.0088,3.518071609781909,3.2708145777949293,7.99030268252997,5.815971294586884,4.4612805563000935
1.0,1.0,1.0,-0.176,-0.6528,0.1472,-0.052,0.1504,-0.0472,0.0064,0.0104,0.0024,0.0024,0.144,-0.0264,0.42671429580814335,1.9548397226869512,5.325510097221932,3.7408015052210106,2.7173037988436346
1.0,1.0,1.0,-0.1608,-0.3624,0.312,0.0032,-0.4368,-0.0064,-0.0664,0.2128,0.0104,0.02,-0.0128,-0.004,-1.0948777282617792,1.8943722538297905,3.8555899015196218,7.035052128936419,5.972128009974488
1.0,1.0,1.0,-0.0384,0.0136,0.0152,-0.0152,-0.1304,0.056,0.0048,-0.0184,0.0216,-0.0144,-0.0136,-0.0024,1.68277671124206,2.848836772507244,10.715595751763477,3.2607197076919245,2.519663132558393
1.0,1.0,1.0,0.0288,-0.1232,0.0128,0.0104,0.196,-0.0192,0.0,-0.3112,0.004,0.0096,-0.1944,0.0296,0.5679646896373671,7.656058696550814,2.157391892530043,0.4216071287010523,4.8543935999136485
1.0,1.0,1.0,-0.1352,-0.184,0.0392,0.0128,0.0312,0.0168,0.012,-0.0088,0.0112,0.0352,-0.0016,0.0256,3.936548719492667,3.6892139692933554,6.330716522297351,7.370790072088084,3.5933655112457483
1.0,1.0,1.0,0.016,0.0032,0.0048,0.0288,0.1376,-0.0144,0.0048,0.0088,-0.0216,-0.004,-0.9608,0.0048,-0.9381518567538105,5.83208546049336,9.855655692066158,8.44896277221104,7.964549009738012
1.0,1.0,1.0,-0.5624,-0.0664,0.0496,-0.056,-0.0032,0.008,-0.0312,0.0192,0.0104,0.5336,-0.0032,0.0168,6.6488519378733315,-0.4270969586709308,6.928142462339105,4.419227940993818,2.773617667234382
1.0,1.0,1.0,-0.1264,-0.2456,0.0568,0.0128,0.0144,-0.0112,-0.084,0.0168,0.0176,0.0088,-0.0184,-0.0032,2.847279549451778,1.9223859665310066,5.252450082382371,3.045778188676735,3.899492432843673
1.0,1.0,1.0,0.1384,-0.1248,0.004,-0.0552,0.0056,0.0192,-0.04,-0.0176,-0.0048,0.0152,-0.0088,-0.0016,4.898281742191545,3.1883824222187216,6.763126997013382,1.7471350441683615,1.9101906179216757
1.0,1.0,1.0,-0.0936,-0.1992,0.0352,0.032,-0.0048,-0.0096,-0.0472,-0.0032,-0.0008,-0.0168,-0.0016,-0.0264,2.652220394343005,2.5607689233727466,6.5417481040441965,2.6677286794463844,4.797165014781877
1.0,1.0,1.0,0.008,-0.1064,-0.004,0.012,0.0304,0.0104,-0.0008,0.0008,-0.0144,-0.0088,-0.0032,-0.0072,5.184668225904096,6.890106861128244,6.791621124558023,3.963270638152015,2.9968655332771172
1.0,1.0,1.0,-0.1544,-0.02,-0.008,0.0456,-0.0304,-0.0024,-0.456,0.0016,-0.0432,-0.6984,-0.016,0.0296,7.059906441489591,-0.09117937119950925,9.438711894028177,2.4412483416126944,4.162361440581441
1.0,1.0,1.0,-0.092,-0.044,0.016,-0.0144,0.032,0.008,0.0008,-0.0184,0.0192,0.0208,0.0344,0.0168,6.491469651503039,4.138885364525729,5.613278604172906,5.644393388898471,-0.30400043240956265
1.0,1.0,1.0,-0.5728,-0.1776,0.2864,-0.1064,-0.0112,0.0024,0.1464,-0.116,-0.0304,0.24,0.0448,0.0112,1.7948670031045564,-0.2760173959314036,7.963167940242627,6.9273157998139645,4.485545901094929
1.0,1.0,1.0,-0.388,0.0128,0.0232,-0.2976,0.0496,-0.0512,0.1232,0.044,-0.0008,0.0176,-0.0256,0.0048,3.665056331163127,0.2275940128981282,8.734888863705192,3.990632493194501,5.634166664928888
1.0,1.0,1.0,-0.1912,-0.1904,0.156,-0.0528,-0.0512,-0.0304,0.0152,0.0344,0.0096,0.008,-0.0184,-0.0072,2.4764481508430514,1.9599304206349955,6.582648064630295,4.184659891301333,5.137745080726939
1.0,1.0,1.0,-0.196,-0.2184,0.08,0.0024,-0.0088,0.0144,0.0512,0.0128,0.0,-0.0136,-0.0248,0.0256,2.450435814518408,3.2070037980006343,6.7665872615768325,5.105756055662971,4.36994479957614
1.0,1.0,1.0,0.2848,-0.0024,0.004,0.04,-0.024,0.0016,0.0,-0.0256,0.0032,0.0184,-0.0048,-0.0344,4.93082470581923,1.8885100529379486,3.2452633293421993,0.3489004083215148,2.8067478999948214
1.0,1.0,1.0,-0.0336,-0.0104,0.0184,0.02,0.0496,0.02,0.0248,-0.0536,-0.0016,-0.0064,0.0152,-0.0072,2.7075459755380313,6.022984391121555,8.32737136744108,4.601076144811419,5.948365566875446
1.0,1.0,1.0,-0.048,-0.0912,0.4304,-0.1872,-0.7224,0.132,0.032,0.1376,0.0208,0.0704,0.0624,0.0336,-1.0379914969411272,2.0549106662771117,5.240734165976226,4.170654517485587,7.411716845301283
1.0,1.0,1.0,-0.2168,-0.028,0.0272,-0.2576,-0.016,0.0208,0.1568,-0.0152,0.0344,0.0304,0.0152,-0.0024,8.39686997151668,1.3421299365346946,2.6961631052122486,5.1284625265221475,6.257409176128373
1.0,1.0,1.0,-0.0936,-0.2928,0.028,0.0104,-0.1424,-0.02,0.0016,0.0904,-0.02,-0.0032,-0.0456,-0.0536,1.5589925733415024,5.04480988224908,6.12443421097994,6.549970044130487,5.279090880225919
1.0,1.0,1.0,-0.0168,0.0536,-0.024,0.0,0.0488,-0.02,-0.0128,0.0312,0.0392,0.0064,0.0144,-0.04,2.8996583186956757,5.272375563749751,5.280755797734826,8.595619718145647,9.954834082772852
1.0,1.0,1.0,-0.0888,-0.0592,0.0952,-0.0696,-0.0096,-0.0136,0.0488,-0.0096,0.0104,0.0256,0.0256,-0.0416,4.709615728079505,2.607764406253224,3.8371260724575627,4.555987470631809,6.731264497078779
1.0,1.0,1.0,-0.1464,-0.1016,0.1184,-0.2256,-0.0056,-0.0024,0.0896,-0.0128,0.0128,0.0088,-0.0144,0.0088,3.3030979421301465,1.2031653984646322,6.195380681131505,3.751796838743186,6.62137038281819
1.0,1.0,1.0,-0.0184,-0.0624,-0.0104,0.0032,0.2152,-0.028,0.0168,-0.0576,0.0296,-0.0024,0.0056,0.032,1.7040689992507247,7.279711887741207,8.39098722067089,5.70745979476393,8.716778468026616
1.0,1.0,1.0,-0.0296,0.056,-0.0264,0.0928,-0.1176,0.0072,-0.0184,-0.0288,0.0168,0.032,0.0536,0.0136,2.0323061324509206,2.3229266639007387,4.412866469842639,7.890910421376578,8.770647502767048
1.0,1.0,1.0,-0.0072,-0.0232,0.0368,-0.0168,0.0216,0.0272,0.012,-0.0336,0.004,0.008,0.024,0.0096,3.179486219696182,5.496120338203665,6.8587534913162465,5.67285469958299,7.290276798839438
1.0,1.0,1.0,-0.008,-0.0072,-0.0184,-0.0248,-0.0168,0.0096,0.0096,0.0176,0.016,0.0048,0.0232,-0.0072,3.7816206705271895,5.928066474934575,2.7558159532376787,5.351044172214053,6.61269974500384
1.0,1.0,1.0,-0.044,-0.1032,0.0272,-0.004,0.0072,0.0096,-0.0048,-0.0168,0.0296,0.0024,0.0056,0.0016,2.9296068956289956,5.998673582256517,3.250104666323842,7.682766466194561,3.7002080524183185
1.0,1.0,1.0,-0.0336,-0.072,-0.0016,0.0224,0.0504,0.004,0.0336,-0.0136,0.0184,0.0248,0.0152,0.0112,4.163006793595542,5.316344535446124,3.3559064599810338,6.359994747992741,5.729983281566616
1.0,1.0,1.0,-0.1288,-0.2584,0.0544,0.0,0.0152,0.0168,-0.0016,-0.0168,0.004,0.0224,-0.0104,0.0184,2.8404903836852777,3.3013000143054816,6.931777903104425,8.571175024934664,3.64542099946419
1.0,1.0,1.0,-0.1456,-0.0328,0.036,0.136,-0.0048,-0.0224,-0.3592,-0.0048,-0.0024,0.0176,-0.044,0.0232,4.94102910997398,0.7565113673077226,3.8727102761376155,2.6256111607643877,6.003656124243776
1.0,1.0,1.0,-0.2216,-0.0984,0.04,0.02,-0.4408,-0.0464,-0.004,0.0464,-0.052,0.0144,-0.3704,0.0072,0.0770552846789605,3.26344367741739,10.325785801481816,7.019987987003107,2.6616183524544668
1.0,1.0,1.0,-0.1216,0.0128,0.0256,0.0,-0.2472,0.012,-0.0184,-0.0168,0.0096,-0.04,0.0872,-0.0216,1.6720021491029073,5.336322265909843,4.202048855269258,7.80184552801315,-0.5176941964136565
1.0,1.0,1.0,-0.048,-0.0568,0.0248,0.0104,-0.0144,0.0056,0.0072,-0.008,0.0312,0.0192,0.0032,0.0464,5.9203606975206595,6.236896727315926,5.576749535242503,7.017360343389896,4.144225047441172
1.0,1.0,1.0,-0.172,-0.5376,0.284,-0.0368,-0.2712,0.076,0.0272,0.7016,0.0184,0.0136,-0.4768,0.0088,0.09313403373307017,3.0073381318392616,6.125482855984102,5.0360946186537925,4.792092625489317
1.0,1.0,1.0,-0.2112,-0.164,0.2104,-0.1648,-0.0944,0.0112,0.1168,0.0408,0.0008,0.0232,-0.0128,0.0104,1.9833244045956993,1.7785504456912313,3.913840236361146,4.9381248333748875,5.784765632219254
1.0,1.0,1.0,-0.0432,-0.0736,0.0,0.02,0.008,-0.0024,-0.0152,-0.016,0.0152,0.0184,0.0208,0.0008,3.9427445054403196,3.996058071977919,3.338771673273376,1.58227449748845,5.435855890997891
1.0,1.0,1.0,-0.1112,-0.0736,0.0344,-0.036,-0.1536,0.028,0.0424,0.0112,-0.0008,0.004,-0.0096,-0.0008,2.6320234488612955,4.145840945977579,4.215258689811902,4.737327490030499,0.45650192012076296
1.0,1.0,1.0,0.0264,0.0432,0.0184,0.292,-0.0592,-0.0168,-0.0088,0.028,-0.0112,0.0576,0.032,0.0048,4.096331145996702,1.5891014141986706,2.742477509108173,7.4292632640748675,8.997369241662751
1.0,1.0,1.0,-0.1008,-0.1752,0.068,-0.0336,-0.064,0.0064,0.004,0.024,-0.0088,0.0008,-0.0264,-0.04,2.0183360468972857,4.67132524460897,6.388627398455873,5.235793462132709,5.238342726125172
1.0,1.0,1.0,-0.1896,-0.1584,0.0968,0.2728,-0.0152,0.0176,-0.8144,-0.0136,-0.0056,-0.096,0.036,-0.0232,3.3875657630584737,-1.8909452807369656,6.973141108738763,2.49426807731333,4.821601897753782
1.0,1.0,1.0,-0.5328,-0.2272,0.3184,-0.1568,-0.0296,0.0328,0.0576,0.0608,0.0224,0.4088,-0.0096,0.0472,2.3773353309343657,-0.06772643335392425,5.413807744148278,7.002117289414166,4.620893533407423
1.0,1.0,1.0,-0.3296,0.2192,-0.0768,0.0776,-0.0408,0.0032,-0.0008,-0.0496,0.012,-0.0024,-0.0336,0.0088,2.229584009698693,2.703827118135101,1.7708972094780542,7.530760934858682,1.5589273471316787
1.0,1.0,1.0,-0.2632,-0.6952,0.2848,0.0136,0.2104,0.0288,0.0088,-0.0008,0.0032,-0.0168,0.3136,-0.0312,0.14758691984290362,2.981571649480123,7.963506603214859,7.1651319925361125,2.869609603349781
1.0,1.0,1.0,-0.0648,-0.0336,0.0712,-0.0776,-0.0248,-0.016,-0.0016,0.0296,-0.004,0.0016,0.0016,0.0064,4.369157451284831,2.3457150683198282,3.353716025894407,3.1363792754484883,6.535873043391888
1.0,1.0,1.0,-0.104,0.14,-0.0344,-0.0232,-0.0176,-0.028,0.0144,0.0016,0.0304,0.0016,0.0408,-0.0216,3.050756107820526,5.610857892258345,1.009779178057649,5.857877866093571,3.2776700983881333
1.0,1.0,1.0,-0.2136,-0.1888,0.3416,-0.1616,-0.1864,0.06,-0.104,0.0328,0.004,-0.0592,0.0032,0.0032,1.2251285669778613,0.5740974387731632,6.111171045806758,6.419365153735637,6.212390710748708
1.0,1.0,1.0,-0.2744,-0.1568,0.2184,0.2032,-0.0016,-0.0096,-0.9272,-0.1448,0.1488,0.1784,0.036,0.0352,1.4806898550172733,-1.3758460341112988,3.0957022997113457,2.7096893705660996,5.70837313106515
1.0,1.0,1.0,-0.2968,-0.0128,0.0248,-0.4936,-0.0272,-0.004,0.292,-0.036,-0.0016,-0.0048,0.0088,-0.0104,6.343659139317291,0.19900802466440304,1.7624916353130873,3.894402309069836,6.31027158828254
1.0,1.0,1.0,-0.0536,-0.1944,0.032,-0.0304,-0.0184,0.02,0.0264,-0.0032,-0.0344,0.004,0.0072,0.0032,4.056550961147014,3.960819164409082,6.305174000731309,4.657165860797552,0.5906068005916865
1.0,1.0,1.0,-0.0968,-0.0456,0.0288,-0.0352,-0.0016,-0.0256,0.0144,0.0088,0.004,0.0272,-0.0256,-0.0128,6.7934209299302495,4.456801828456251,4.6597365343242245,4.384145697171526,6.0084647859354074
1.0,1.0,1.0,-0.0752,-0.4024,0.06,-0.0176,0.0544,-0.0208,-0.0008,-0.7584,-0.0056,0.0048,0.7952,-0.0144,-1.7497461430961883,4.673941278245546,3.503221603703337,4.078457563783231,4.823609103307966
1.0,1.0,1.0,-0.0712,-0.0064,0.028,-0.0112,-0.0088,0.0104,0.0104,-0.0152,0.0288,-0.0376,0.0048,-0.0136,7.411221226501695,4.32691937482974,5.325444555735994,3.7117227440523783,5.558677795031216
1.0,1.0,1.0,-0.0808,-0.0976,0.084,-0.0392,-0.072,-0.0152,0.0208,0.048,-0.0144,-0.008,-0.0128,0.016,3.031279250657967,3.7721086960101133,5.175262756473152,3.810679686684565,6.351497930564048
1.0,1.0,1.0,-0.0088,-0.1744,-0.0104,-0.0064,-0.0288,-0.0144,-0.0176,-0.0104,-0.028,-0.0192,0.0384,0.0112,3.3312231590565218,4.250416915184369,4.915906403357702,1.490481024913588,4.69930059491266
1.0,1.0,1.0,-0.044,-0.0568,0.0,0.0064,0.02,0.0024,-0.0096,-0.0592,-0.0096,-0.0104,0.0008,-0.0048,5.721398221621657,4.6672440646649225,4.020308076402387,3.57251286073196,5.365606192093105
1.0,1.0,1.0,-0.124,-0.1,0.0144,-0.0272,-0.0304,0.0688,-0.0704,0.008,0.0064,0.0088,0.012,-0.0144,2.711557362028551,1.8027581214472093,2.705921770329769,3.003976319212885,3.7966540304269314
1.0,1.0,1.0,-0.0072,0.0056,-0.0048,-0.0104,0.0272,0.0056,0.016,-0.0224,0.0048,0.0056,-0.0096,0.0168,6.472960917947595,6.608021429594354,4.744144746838057,2.8550524216960254,4.676738901450232
1.0,1.0,1.0,-0.3424,-0.0768,0.2208,-0.2392,0.0232,-0.0512,-0.1728,-0.0568,-0.0024,0.1224,-0.0072,0.0288,2.5365474897524196,-0.9170938707102656,2.835343925571396,6.587227488714887,5.790631009349001
1.0,1.0,1.0,-0.0888,-0.1312,0.1704,-0.1504,-0.0416,-0.016,0.08,-0.0808,0.0056,0.024,-0.0784,-0.0032,1.2832029545132166,2.2377976564548914,6.499107106620039,4.573541096766486,6.674040627024421
1.0,1.0,1.0,0.0216,-0.0136,-0.0032,-0.0184,-0.0352,-0.0264,-0.0024,0.0,-0.0024,-0.012,-0.0136,0.0256,4.159860573157897,4.340296529438043,4.19589079262624,6.64096244252414,8.49816105526125
1.0,1.0,1.0,-0.0192,-0.0952,0.0264,0.0152,-0.2312,-0.0048,0.012,0.0072,0.0192,-0.0064,-0.1904,-0.008,0.7684944708785233,4.285104075293629,5.703072669362428,7.2883879344045575,7.592169163334786
1.0,1.0,1.0,-0.0312,-0.4056,0.0352,0.0128,-0.1528,0.004,0.0008,0.3336,-0.0256,-0.0088,-0.172,-0.0064,0.8493713377123853,7.227130407045871,5.824174956007767,7.639300215674148,4.793719163142338
1.0,1.0,1.0,-0.024,-0.5944,0.028,-0.0216,0.1056,0.0376,0.0264,0.2312,-0.0208,-0.0056,-0.2808,-0.0032,0.4214743620742549,7.884450843977945,5.611446822597168,6.590369472611532,3.6012302925604542
1.0,1.0,1.0,-0.1688,-0.0656,0.0712,-0.0928,0.02,-0.0008,-0.132,-0.0056,0.0368,0.012,-0.0064,0.0088,2.894280935334185,1.4896752691121085,7.215787491022353,6.7896003110351355,5.9398490330284055
1.0,1.0,1.0,-0.0744,-0.5336,0.1344,-0.0408,-0.5024,0.0344,0.004,0.9872,0.0024,-0.0104,-0.4896,-0.0328,-1.2690043051436515,4.681054892604154,5.15782792216238,5.130046875578395,5.325668958443144
1.0,1.0,1.0,0.0632,0.0192,-0.004,0.2152,0.0904,0.032,0.132,0.0184,0.024,-0.0136,-0.0304,0.0008,2.405261377663475,1.2892783816424311,6.5002485739404445,6.23325392572611,10.298745820102504
1.0,1.0,1.0,0.0224,-0.1416,0.02,0.0176,0.0112,-0.0208,0.0056,-0.0152,0.0,0.0168,0.0136,0.0368,3.534431127667538,7.0981401008852,6.672671042577772,1.8296839269086473,4.1768892113250455
1.0,1.0,1.0,-0.3952,-0.3224,0.2104,0.0856,0.0136,0.0064,0.0352,-0.0608,-0.0352,-0.0088,0.0832,-0.0072,1.5379338496220643,1.7635107204107898,4.329202595128087,6.060802666577454,3.2142555115464884
1.0,1.0,1.0,-0.504,-0.3008,0.2528,0.0544,-0.0448,-0.048,0.1536,-0.1008,-0.0832,-0.1576,0.1168,-0.0328,1.1071374001635503,0.9613763215301381,3.8250398713348126,6.1440582316835055,3.6306283346280086
1.0,1.0,1.0,-0.216,-0.0464,0.0752,-0.056,-0.0384,0.0016,-0.1744,0.0072,0.028,0.0928,0.02,0.0264,5.587651169809363,1.0693531734167214,5.552123198027736,3.4454700522817974,5.390762116893183
1.0,1.0,1.0,-0.0384,-0.052,0.0248,-0.0464,-0.0232,-0.0248,-0.0136,0.012,0.0064,-0.0312,-0.0128,0.0104,4.229085718580656,3.8475761552011774,4.993661157751693,5.926270041184557,7.3100673005642545
1.0,1.0,1.0,-0.0232,-0.0584,0.0112,-0.0392,-0.1,0.0016,-0.0304,0.0096,0.008,0.0128,0.0328,-0.0184,2.5883311938711144,5.627301062530201,5.178507381021217,2.5761946464439553,7.149313998004311
1.0,1.0,1.0,-0.0936,-0.0664,0.048,-0.0256,-0.0376,-0.0104,0.0376,-0.0088,0.032,0.0048,-0.008,0.0208,4.337650524077869,3.320012991766167,5.032861799709312,3.5072117301268646,6.713064957340936
1.0,1.0,1.0,-0.0032,-0.208,0.0816,0.0008,-0.3776,-0.0072,0.0064,0.0768,0.0048,-0.0296,-0.1,0.0096,0.29307790456442895,5.508074347000319,6.004986098875234,2.8699605759027085,6.5199619390520045
1.0,1.0,1.0,0.0472,-0.06,0.0048,-0.024,-0.1192,0.004,0.0024,0.0256,-0.0264,0.0,0.0048,0.0064,1.7688455842389819,7.676570095526069,5.6047570652601735,3.014831378687491,-2.2429339885576063
1.0,1.0,1.0,-0.064,-0.0016,0.0144,-0.0336,0.0096,-0.0384,0.0072,-0.024,-0.0104,0.0256,-0.0184,-0.004,6.713765003325676,4.487151624598301,7.66107894253793,4.889328334032687,5.840434614975042
1.0,1.0,1.0,-0.1056,-0.1128,0.2824,-0.2112,-0.2496,0.0624,0.072,0.0312,0.012,0.0528,0.0368,-0.0096,1.689032458103766,1.7320176687099618,4.4247489001708225,4.108105153034732,7.0057470500043735
1.0,1.0,1.0,-0.0256,-0.108,0.0056,-0.0104,0.0048,-0.0392,-0.032,0.0104,0.0152,0.0296,-0.0112,-0.0136,5.546357905303619,7.540550091081322,5.570620485223727,6.3771669284676955,1.9431802338564794
1.0,1.0,1.0,-0.1152,-0.0568,0.0056,-0.0168,0.0088,-0.0208,0.0,-0.0192,0.0112,0.0224,0.0072,-0.0232,3.896718919573856,3.3983257061562124,3.3235254626082815,4.2287737418452025,5.230274786486747
1.0,1.0,1.0,-0.0632,-0.1056,0.0088,-0.0312,-0.0368,-0.06,0.0088,-0.0064,-0.0024,0.0152,-0.0064,-0.0264,2.9519313179576416,4.823810641959837,3.749704449764695,3.933373299099122,2.494924768790697
1.0,1.0,1.0,0.036,0.012,0.1104,-0.48,-0.0168,-0.0424,-0.044,0.012,0.0128,0.2568,-0.0136,-0.0192,4.426359726840547,0.8820851112979535,5.056776808627896,3.898318316248495,8.241005902161696
1.0,1.0,1.0,-0.0136,-0.08,-0.012,0.0008,0.0344,0.0048,-0.0152,-0.0704,-0.0184,-0.0192,0.0136,0.0216,2.2237102616159534,5.299431767700547,2.5463394912008632,1.1638201031752002,6.218367161172152
1.0,1.0,1.0,-0.228,-0.0552,0.0384,-0.1248,-0.008,-0.0064,-0.0472,-0.0128,-0.02,-0.0016,0.012,0.004,4.444564344232892,1.1930793224738505,5.98080367744788,3.750818208477649,5.660638169347715
1.0,1.0,1.0,-0.0336,-0.0672,-0.008,0.0272,-0.0208,0.0096,0.0328,0.0056,-0.0528,-0.0048,-0.0192,0.024,5.337197006829607,4.279284229754453,6.046530066043958,1.423024931683194,5.791730429085794
1.0,1.0,1.0,-0.1848,-0.6032,0.116,0.012,0.336,-0.052,-0.0128,-0.1576,0.012,0.0144,0.0072,-0.0216,1.1252651745559936,3.84590437787476,7.626990570908503,7.363571446424391,-0.863064640042924
1.0,1.0,1.0,-0.2576,-0.0624,0.1264,-0.1472,-0.0344,0.0344,0.0408,-0.0088,-0.0064,0.0168,-0.0136,0.0368,3.7417011853342745,1.3475121177790295,6.707286694163743,4.180020686294856,5.431436363788929
1.0,1.0,1.0,-0.1752,-0.168,0.076,0.0208,0.0224,-0.0048,-0.0112,-0.0256,0.0128,0.0248,-0.0016,0.0024,2.9807496698461784,3.680521390512485,5.221092079593414,5.594729560222433,3.7599274057403593
1.0,1.0,1.0,-0.0992,-0.2048,0.088,-0.0216,0.1032,-0.0112,0.0112,-0.372,0.0264,-0.0072,0.0864,0.0152,0.7986004638946222,4.384427138748867,8.101818225109167,7.257027359800162,5.020887639232206
