0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,-0.081,0.292,-0.053,0.048,0.032,0.044,0.015,0.002,0.017,0.033,0.008,0.019,0.009,0.02,0.005,3.1207221315629354,7.5429628653180245,0.3330187730481464,8.074025720335412,2.4438884376709438
1.0,1.0,1.0,0.044,0.15,0.02,0.046,0.006,0.02,0.004,0.0,-0.038,-0.029,0.01,0.009,-0.039,-0.069,0.02,4.4630267641827714,4.89090734591537,1.6159367287330215,2.2579546385809195,3.0369461721363313
1.0,1.0,1.0,-0.036,-0.109,0.069,0.092,-0.128,-0.04,-0.035,-0.035,0.002,-0.003,0.004,-0.023,-0.018,0.032,0.03,1.9607089058075264,3.62271253564423,4.21573438428867,1.8748428826310999,8.338127957520834
1.0,1.0,1.0,-0.188,-0.12,0.356,-0.333,-0.293,0.158,0.145,0.099,0.06,0.054,0.051,0.023,-0.07,-0.045,-0.003,2.022090339002913,1.3725695809910703,5.7017967207876366,6.645548381565684,8.117998193529091
1.0,1.0,1.0,-0.09,-0.025,0.007,0.032,-0.012,-0.006,0.006,-0.036,-0.012,-0.009,0.001,-0.008,0.03,-0.015,-0.019,3.32482078247346,5.548791052617851,2.420749746611015,5.6606304902536175,5.477443211062912
1.0,1.0,1.0,-0.249,-0.107,-0.002,-0.008,0.029,-0.031,0.023,0.026,-0.025,-0.016,0.0,0.066,0.012,-0.005,0.017,5.280083216587705,3.8321018338828474,10.1549991584444,8.097297610025729,4.6225558417695725
1.0,1.0,1.0,-0.362,-0.675,0.431,-0.007,0.127,-0.054,-0.228,0.226,-0.172,0.31,0.035,0.041,-0.067,-0.343,0.062,-1.9497744490842281,0.8309731560757161,6.468873241846547,4.950987240469793,4.570975661132275
1.0,1.0,1.0,-0.337,-0.185,0.1,-0.323,-0.035,0.0,0.083,-0.026,-0.003,0.093,0.04,-0.021,0.354,-0.019,-0.001,4.117411059364423,0.3103865912737329,5.89978607716989,4.863948565816006,3.191288646777801
1.0,1.0,1.0,-0.207,-0.249,0.096,-0.01,-0.003,0.011,-0.003,0.026,0.021,0.015,0.022,-0.013,-0.056,-0.017,-0.019,3.196762385453072,3.7508995329183725,5.717857226572149,7.513625619366987,5.31437344506095
1.0,1.0,1.0,-0.264,0.053,-0.043,0.012,0.006,0.004,-0.226,0.001,0.011,0.129,-0.005,0.008,0.03,0.02,0.016,5.897806014174103,1.2486785262421098,1.379947513501826,4.246526402757944,5.264064401367261
1.0,1.0,1.0,-0.268,-0.019,0.035,-0.058,0.042,-0.004,-0.045,0.012,-0.017,0.067,0.021,-0.062,-0.059,-0.021,0.014,3.757271039983984,1.9749398138455387,3.337307585929797,5.373235270898032,5.433862472958013
1.0,1.0,1.0,-0.202,-0.07,0.024,0.001,-0.035,0.012,-0.029,-0.034,0.017,-0.018,0.028,0.008,-0.025,0.022,0.029,5.006676600258807,3.2307378892016283,4.360597962515745,4.937121746718242,5.52124345573974
1.0,1.0,1.0,-0.306,-0.364,0.284,0.011,-0.035,-0.014,-0.216,-0.005,-0.021,0.236,0.111,0.049,-0.073,-0.028,0.031,1.3333898979302028,1.008313030505757,5.415660408650574,4.748677645289727,5.710792849424043
1.0,1.0,1.0,-0.213,-0.028,0.003,0.006,-0.007,0.029,-0.002,0.01,-0.002,-0.038,0.032,-0.008,0.009,-0.011,0.008,6.548879545085063,3.398665428443799,2.748481254720358,7.280734257832998,4.984260993237989
1.0,1.0,1.0,-0.575,0.04,-0.033,0.1,-0.282,-0.264,-0.076,0.028,-0.038,0.431,-0.856,-0.507,-0.578,-0.117,0.091,-1.890065467349979,0.3828027462775063,2.820952648880366,5.900227566380208,4.180566389108675
1.0,1.0,1.0,-0.114,-0.141,0.165,-0.076,-0.064,0.024,-0.088,-0.031,-0.009,-0.069,0.004,0.031,0.114,0.004,0.012,2.4387578839911273,1.599170253144043,4.107948830824498,3.7743682100779865,8.018568305972892
1.0,1.0,1.0,-0.101,-0.148,0.061,0.022,-0.039,-0.029,0.057,0.012,-0.013,-0.011,0.052,-0.025,0.021,0.013,-0.004,4.554444037310997,6.170450744056351,5.130612556104435,5.957738471125629,5.189792131502539
1.0,1.0,1.0,-0.263,-0.085,0.096,-0.062,-0.056,-0.002,-0.168,0.013,-0.011,0.132,0.047,-0.033,0.196,0.026,-0.024,4.55893073496715,0.8267060880809289,4.787664030504441,8.697617531194277,6.924939560045731
1.0,1.0,1.0,-0.085,-0.374,0.061,-0.017,0.037,-0.022,0.015,-0.058,0.015,0.043,0.097,0.002,0.021,-0.087,0.048,1.5774916378494002,5.823417703436346,5.766097323876847,5.099494798382509,4.578310167416094
1.0,1.0,1.0,-0.303,0.106,-0.023,0.041,-0.037,-0.014,0.026,0.014,-0.014,0.064,0.001,-0.021,-0.027,0.007,0.0,6.2076449731181285,1.99844706128172,1.503213213608198,6.0481918134303205,3.9685187301743547
1.0,1.0,1.0,-0.167,-0.095,0.254,-0.116,-0.193,0.053,-0.082,0.041,0.001,-0.06,-0.01,-0.004,0.146,-0.017,0.007,2.702247387024882,1.2078135156292078,5.065508379030322,7.89951008667952,8.152076159112768
1.0,1.0,1.0,-0.22,-0.253,0.181,0.014,-0.041,0.037,0.014,0.078,-0.058,0.002,-0.006,0.014,-0.045,-0.022,-0.011,2.581872401137215,2.997436885969767,6.127753777682138,5.495057511470878,5.408450424387201
1.0,1.0,1.0,-0.362,-0.104,0.136,-0.148,0.031,-0.051,0.11,-0.103,0.001,0.012,-0.011,0.027,-0.025,0.009,0.036,2.8769219567337307,1.1629323711197201,3.8395673618448223,5.642034092292132,6.389332326849804
1.0,1.0,1.0,-0.209,0.021,-0.072,0.017,-0.031,-0.002,0.012,-0.025,-0.027,0.003,0.01,0.041,-0.02,-0.019,0.007,4.197762027463214,3.697030913009594,1.522661239374365,7.934040568757544,5.1200177935180795
1.0,1.0,1.0,-0.135,-0.635,0.22,-0.003,-0.096,-0.139,-0.111,0.627,-0.118,0.013,-0.705,-0.016,0.019,0.321,0.016,0.13728236594935384,2.2068351334020866,7.749034394598401,3.759165925115631,5.287920373737585
1.0,1.0,1.0,-0.07,-0.093,0.001,-0.018,0.038,0.2,-0.249,-0.156,0.029,-0.274,-0.056,0.032,0.182,0.055,0.019,1.6937991269215835,0.7151427717184151,3.334524203073276,3.114067095028489,5.00752486671911
1.0,1.0,1.0,-0.571,-0.068,0.049,0.233,-0.049,0.006,-0.077,-0.01,0.015,-0.023,0.011,0.016,0.023,0.012,-0.011,4.086602163266772,1.3543979585465433,4.659067075271784,7.83776487650981,2.590040415606249
1.0,1.0,1.0,-0.48,-0.119,0.149,0.038,-0.01,-0.04,0.201,-0.045,-0.01,-0.103,-0.011,0.002,0.059,0.056,-0.015,2.9330058818090765,1.2240717254842406,3.7372421606847217,8.123423055471477,5.118353081803824
1.0,1.0,1.0,0.151,-0.344,-0.023,-0.051,0.07,-0.017,0.033,-0.031,-0.006,0.018,0.005,-0.003,-0.007,-0.01,-0.007,3.3267186712116756,3.973411925162223,8.58701645864029,2.2954210533937176,2.1712856839610515
1.0,1.0,1.0,0.067,0.03,-0.007,0.041,-0.252,0.043,-0.02,0.017,0.005,0.056,-0.189,0.007,0.018,-0.016,0.026,0.9938641231186769,6.808439867489536,3.3194459708268638,2.1543204926709345,3.418685160001388
1.0,1.0,1.0,0.153,-0.286,-0.081,-0.037,-0.03,0.021,0.026,-0.177,-0.041,0.021,0.182,0.037,-0.033,0.11,0.013,0.912149866328527,2.8968961562929567,4.600929247923629,1.3487144619875,4.157501615148768
1.0,1.0,1.0,-0.037,-0.083,0.034,-0.017,0.041,-0.008,0.033,-0.015,0.01,-0.021,-0.003,-0.024,0.008,-0.035,0.035,4.046251062483391,5.375448382080947,2.8233559333746974,4.298607933293794,7.976383515168759
1.0,1.0,1.0,0.049,0.025,0.192,-0.012,-0.261,-0.023,0.002,0.01,-0.018,-0.053,0.02,-0.005,0.022,-0.014,-0.024,1.8221257332678444,2.1932425258867774,3.6572306304320295,6.951133795441891,10.41397846884525
1.0,1.0,1.0,-0.047,0.01,0.005,-0.049,-0.028,0.005,0.031,-0.004,0.021,-0.005,-0.01,-0.007,-0.05,0.017,-0.001,5.727963890921358,7.432498352913665,1.703484056987405,5.146880128721797,5.658057222063211
1.0,1.0,1.0,0.052,-0.219,0.011,-0.196,0.02,-0.018,-0.039,0.055,-0.01,0.052,-0.025,0.019,0.032,-0.018,-0.026,3.760892238936674,2.4133769698024103,7.563186401899429,4.253118838569459,0.511909425793311
1.0,1.0,1.0,-0.198,0.068,-0.012,0.009,0.014,-0.011,0.032,0.032,0.016,0.015,0.01,-0.029,0.036,-0.001,-0.033,5.618907366712454,3.81879865870481,0.4589885385126289,6.630735529455206,5.294855621423675
1.0,1.0,1.0,0.386,-0.042,-0.002,0.026,-0.03,0.026,0.492,-0.018,0.004,0.574,0.03,0.024,0.087,0.014,0.019,4.357861684393458,0.3539416485027602,3.3067825510072946,0.1622025843239312,5.320802285528912
1.0,1.0,1.0,-0.142,0.025,-0.015,-0.144,0.185,-0.013,0.057,-0.011,0.004,-0.018,-0.005,0.031,-0.002,-0.013,0.027,2.0766900575349636,2.9926102554733305,1.1707061690362353,6.830957658726628,7.758386999988341
1.0,1.0,1.0,-0.069,-0.124,0.031,-0.05,0.062,0.002,0.009,-0.172,0.033,-0.029,0.026,-0.015,0.009,0.023,-0.008,1.9124382423237491,5.0543730056127245,3.112646606570742,7.489040816860129,6.611032356073428
1.0,1.0,1.0,-0.162,-0.116,0.024,-0.014,0.036,0.026,0.003,0.008,-0.013,0.004,0.006,0.014,0.036,0.003,-0.011,5.949488151964156,3.8465840534951785,9.407188312364449,5.253612455186219,3.823097020469996
1.0,1.0,1.0,-0.054,-0.049,0.051,-0.032,0.021,-0.013,0.035,-0.037,-0.014,-0.022,0.03,-0.002,0.032,0.001,-0.013,4.468960173035436,4.786983124165725,3.7968291078168814,8.034710263766936,7.318756440610815
1.0,1.0,1.0,-0.093,-0.216,0.015,0.014,0.292,0.054,-0.032,-0.891,0.023,-0.019,-0.062,-0.039,-0.019,-0.183,-0.004,-0.4176674867500534,5.020308312778859,3.08286440826837,4.238450989228226,6.266186253100986
1.0,1.0,1.0,-0.043,0.215,-0.044,-0.052,-0.045,0.013,0.019,0.009,0.004,0.044,0.059,0.027,0.004,-0.018,-0.024,2.8817721868308377,6.193790740758702,-1.5293558330437431,4.561651082096281,6.555037846559468
1.0,1.0,1.0,-0.416,-0.174,0.274,-0.227,-0.046,0.021,-0.142,0.007,0.015,0.239,0.002,-0.003,0.538,0.008,0.008,3.064760950759683,0.10749653202556031,5.097061485013138,4.770456736081444,6.813523700545155
1.0,1.0,1.0,-0.416,0.053,-0.027,0.082,0.023,-0.003,0.046,0.005,0.007,-0.064,-0.043,0.031,-0.031,0.035,0.03,3.206374516766167,2.0074394158423052,2.2461015978710863,8.744879536287474,3.9741781616156366
1.0,1.0,1.0,-0.563,0.069,-0.048,0.012,-0.034,-0.014,-0.17,-0.054,0.002,0.666,-0.064,-0.044,-0.497,0.015,0.002,2.600963052860131,0.1559688014570284,2.529908268267782,5.488766008721843,3.912968780833068
1.0,1.0,1.0,-0.152,0.003,-0.007,-0.027,0.096,0.003,-0.006,-0.037,-0.003,0.05,-0.045,-0.001,-0.049,-0.016,-0.007,2.365941156970943,3.3622186864513,1.9969660588319198,4.952146251727106,6.043380251572363
1.0,1.0,1.0,-0.05,-0.347,0.015,-0.161,0.083,-0.02,0.006,-0.03,0.01,-0.04,0.001,-0.009,0.023,-0.023,-0.014,2.6578525949839964,1.6036995139884647,6.87230056645288,3.715634152616484,3.0945581237916824
1.0,1.0,1.0,-0.282,-0.163,0.083,-0.029,-0.066,-0.017,0.036,-0.041,0.011,0.046,-0.024,0.01,-0.034,-0.019,0.017,2.4324844041052605,2.394477815987187,4.311518751994714,5.845240027807893,3.8106702599987132
1.0,1.0,1.0,-0.251,0.0,0.055,-0.126,0.004,-0.034,-0.193,-0.074,0.015,0.033,0.008,0.013,0.299,0.0,-0.009,7.459433502063429,0.7106849780393998,4.353220055495181,4.263031433470224,7.369769406829972
1.0,1.0,1.0,-0.036,-0.097,0.005,0.015,0.013,-0.008,0.016,-0.032,0.024,-0.007,-0.007,0.004,-0.035,0.022,0.003,6.9291731709189515,2.9398363020511975,6.323015851839747,3.1069886971408684,5.2138414872598755
1.0,1.0,1.0,-0.291,-0.071,0.032,0.005,-0.468,-0.013,-0.018,0.088,0.01,-0.03,0.056,0.018,-0.009,-0.017,-0.008,0.8265357792427159,3.7710047845138144,4.150316883854177,7.289314472551936,2.1715155771590964
1.0,1.0,1.0,-0.068,-0.396,0.04,-0.095,0.059,-0.006,0.001,0.042,-0.007,0.008,0.0,-0.014,0.004,0.014,-0.004,1.847631030239083,3.3362503691371437,6.746849067686815,4.6591920696663145,1.9578227267815778
1.0,1.0,1.0,-0.229,-0.14,0.109,-0.048,-0.007,0.007,0.043,0.043,-0.038,-0.003,-0.003,0.004,0.006,0.008,-0.024,4.152322116334147,2.2852058219936224,8.138308731305276,5.58972897300597,6.674451521249818
1.0,1.0,1.0,-0.116,-0.082,0.062,-0.143,-0.078,0.051,-0.041,-0.024,0.039,-0.036,-0.024,0.004,0.057,-0.022,-0.005,3.0035144697760146,1.6486442048200742,4.23822146596312,4.0435122493350315,3.3000224674447516
1.0,1.0,1.0,-0.109,-0.079,0.076,-0.053,0.007,0.012,0.051,-0.014,0.013,0.031,-0.008,0.015,0.006,0.021,-0.015,3.500831964875868,3.8068680540828437,4.058805792988796,6.68207586871457,7.879424664843434
1.0,1.0,1.0,-0.203,-0.228,0.051,-0.034,0.019,-0.003,-0.001,0.003,0.02,-0.017,0.012,-0.003,0.005,0.012,-0.001,3.2167867095677445,4.276567200511137,6.041637678808325,6.793698796909264,2.4731374627188147
1.0,1.0,1.0,-0.301,-0.111,0.014,0.007,-0.024,0.015,-0.001,0.008,-0.001,0.02,-0.046,0.016,0.006,-0.002,0.01,4.503769651903772,3.4433389578898748,4.990047193765471,6.972688178797729,2.3557386502373596
1.0,1.0,1.0,-0.102,-0.125,0.029,0.002,0.001,-0.055,0.022,-0.023,-0.025,0.008,-0.009,-0.005,0.062,-0.008,-0.016,5.5682572471811955,4.45810875896324,5.950800770275542,5.404979313741843,4.560169626544415
1.0,1.0,1.0,-0.07,-0.18,0.052,0.064,-0.278,-0.086,0.016,0.141,-0.021,0.014,0.006,0.01,0.032,-0.042,0.04,1.4502056243089176,3.5194516426553535,5.308396683635323,2.0539797663863486,7.754769698273242
1.0,1.0,1.0,0.083,-0.196,-0.005,-0.127,-0.008,-0.013,0.002,-0.021,0.005,-0.062,0.015,-0.001,-0.045,-0.006,0.007,3.1498236343635426,1.8058658996828068,5.13391396615225,2.477272206797167,3.9450712613387817
1.0,1.0,1.0,-0.117,-0.09,0.047,-0.015,-0.029,0.01,0.038,0.02,0.008,-0.006,0.029,-0.011,0.039,-0.019,-0.024,2.759536254637279,4.725400528406143,8.580674681690564,6.936944095356248,7.126009249963497
1.0,1.0,1.0,-0.263,-0.242,0.175,-0.049,-0.05,0.017,0.074,0.025,0.005,-0.038,-0.001,0.021,-0.009,0.004,-0.013,3.5533635567916004,2.460406724413442,7.385458879985793,7.864279025873408,5.619590654114571
1.0,1.0,1.0,-0.092,-0.058,0.012,-0.036,0.028,-0.014,0.037,0.006,0.021,0.023,-0.081,0.016,-0.029,-0.034,-0.053,3.5864407620606515,5.893814300118194,3.334909338049665,6.069259296154999,6.253122490783923
1.0,1.0,1.0,-0.142,-0.594,0.162,0.024,-0.042,0.006,-0.043,0.084,-0.007,0.0,0.38,-0.016,-0.011,-0.378,0.033,-0.19285268180381365,3.7965668550652607,5.739454939357895,4.58007831247316,5.3806311799571285
1.0,1.0,1.0,0.218,-0.399,-0.151,-0.04,0.083,-0.031,0.053,0.003,0.004,0.036,0.017,-0.025,0.017,0.006,0.043,2.3620384662280003,2.3300101589393805,7.034459726706718,1.1187055446054517,3.8899251329527695
1.0,1.0,1.0,-0.485,-0.328,0.249,-0.052,0.058,-0.054,-0.386,0.039,-0.055,0.754,-0.056,-0.034,-0.109,0.008,0.021,2.4620794197085885,-0.4295127521759361,7.066713935508833,4.934335661078967,4.275636444895881
1.0,1.0,1.0,-0.216,-0.063,0.029,-0.015,0.008,0.021,0.016,0.01,-0.032,-0.025,-0.031,0.048,-0.024,0.007,-0.021,5.597062239541962,3.0904145069689193,6.849984015562645,6.813227568024035,0.9778373920745507
1.0,1.0,1.0,-0.121,-0.104,0.051,-0.04,0.0,-0.002,-0.002,-0.021,-0.001,-0.014,0.006,-0.016,-0.018,0.01,0.03,5.194711214571681,5.083543662029952,8.830037982655407,5.691766819827192,6.145291319695789
1.0,1.0,1.0,-0.393,-0.063,0.078,0.004,-0.003,-0.025,0.143,-0.062,0.037,0.034,0.016,-0.004,0.007,-0.002,0.015,6.125693665044595,1.348270537254922,8.843148966177747,6.07586376279564,5.5152653898085156
1.0,1.0,1.0,-0.023,-0.117,-0.036,0.024,0.006,0.032,0.045,-0.004,-0.003,-0.015,-0.01,0.033,-0.014,0.006,-0.006,5.1021665450780915,3.299636108713116,6.501447752136701,1.795876976160045,6.745664174633701
1.0,1.0,1.0,-0.11,0.02,-0.004,-0.001,0.008,0.013,-0.06,-0.023,0.023,-0.024,-0.018,-0.038,-0.001,0.005,-0.016,6.007553972297773,2.607001923757486,2.253675562188357,3.552148132471667,7.686332427794521
1.0,1.0,1.0,-0.123,-0.315,0.11,-0.022,-0.006,-0.016,0.011,0.083,-0.012,0.01,-0.029,0.009,-0.051,-0.007,-0.048,2.1096071218783727,5.14220700740171,6.34815269127259,6.69046704822183,5.507844885503745
1.0,1.0,1.0,0.197,-0.067,0.042,-0.234,-0.047,0.013,0.033,-0.016,-0.017,-0.008,0.0,-0.004,-0.134,-0.011,-0.003,5.715412865188963,1.1240693520032916,4.769166082625189,2.4227900410092005,3.2633801210579123
1.0,1.0,1.0,-0.084,-0.071,0.063,-0.059,0.007,-0.022,0.014,-0.015,-0.025,-0.006,-0.009,0.047,-0.01,0.011,-0.003,4.503449362995179,6.0870112075330685,4.060297793614687,8.348480913522495,5.966371870490291
1.0,1.0,1.0,-0.243,-0.225,0.076,-0.267,-0.078,0.047,0.121,0.066,0.031,0.018,-0.006,0.004,0.07,-0.027,-0.003,1.9657527310538783,0.9204992009165176,5.3953257081092865,4.920709347144764,2.562504909374087
1.0,1.0,1.0,-0.102,-0.044,0.02,0.019,0.014,0.005,0.013,0.006,-0.013,0.01,-0.024,0.0,-0.014,-0.025,-0.009,5.9536469817720565,3.3701451481974622,3.179137632553162,4.020522782296541,6.6142290877669225
1.0,1.0,1.0,-0.643,-0.217,0.336,-0.164,0.03,0.1,0.793,0.04,0.061,-0.812,-0.037,0.041,0.3,0.017,0.035,3.406934540494005,0.03189932368825943,6.832034159595989,7.546210540982673,5.555498910906618
1.0,1.0,1.0,-0.386,-0.099,0.217,-0.252,-0.044,0.01,0.281,0.049,0.03,-0.083,-0.004,0.005,-0.007,-0.005,-0.052,3.355927924609111,0.8047701232098934,5.015083880120827,7.6791371042715415,6.780544600975187
1.0,1.0,1.0,-0.081,-0.038,0.087,0.202,-0.063,-0.017,-0.116,0.003,0.013,-0.099,-0.024,0.011,-0.028,-0.022,0.034,4.345320699122945,1.2015938508740247,7.168166664045736,8.743200166201095,9.067138766132132
1.0,1.0,1.0,-0.175,-0.079,-0.01,-0.015,0.043,-0.036,0.005,0.023,0.02,0.037,-0.052,-0.021,-0.013,0.015,0.036,6.085955340542624,3.5293795067528277,4.308753673453258,5.242925608899319,4.51499059570754
1.0,1.0,1.0,0.026,-0.218,-0.022,-0.055,0.026,0.015,0.013,0.007,-0.03,0.008,-0.036,-0.042,-0.005,-0.009,-0.008,4.006411681414351,4.259029754962541,6.640100706962305,2.896178631962052,3.3969884850437717
1.0,1.0,1.0,-0.208,-0.398,0.098,-0.058,-0.005,0.009,-0.035,-0.042,0.007,0.041,0.148,0.013,0.005,-0.133,-0.038,1.2100516509293733,2.6469027610785867,5.561859542402558,5.030462187560992,3.940493724828162
1.0,1.0,1.0,0.23,0.001,-0.011,-0.211,-0.018,0.091,0.29,-0.015,-0.019,-0.389,-0.012,-0.003,-0.976,0.012,-0.014,4.324076429039131,-2.3748521906455053,3.3681710501940625,2.0585698437995466,4.157951937595026
1.0,1.0,1.0,-0.267,-0.526,0.261,0.045,0.075,0.04,-0.006,0.115,-0.021,-0.006,-0.121,-0.019,0.009,0.059,-0.026,1.2565959237923268,3.339930630218037,7.177678111348171,7.460225537338011,4.408789896026807
1.0,1.0,1.0,-0.065,-0.026,0.033,0.024,0.038,-0.008,-0.001,-0.013,0.012,-0.035,0.0,0.019,0.008,0.004,-0.04,3.7760124184112827,5.586525452377188,2.5993989627804,3.607307110549272,5.960421931209352
1.0,1.0,1.0,-0.15,-0.063,0.029,0.003,0.005,-0.01,0.03,0.005,-0.035,-0.017,0.028,0.029,0.006,-0.034,-0.022,4.513227834516366,3.8720887851338306,3.295061265514691,5.76095416345161,5.880344494977042
1.0,1.0,1.0,-0.358,0.007,0.003,0.035,-0.043,-0.046,0.007,-0.013,-0.022,0.022,0.01,-0.01,-0.026,-0.019,-0.019,3.119487378281686,2.2797521381380013,2.894250240368095,9.772943763097292,3.966979105084346
1.0,1.0,1.0,-0.008,0.069,-0.011,0.01,0.014,0.016,0.009,0.018,-0.037,-0.038,0.041,0.029,0.01,0.01,-0.016,4.284608135537622,2.755399909154896,1.1198743114916385,2.2304602603691213,4.986497336606973
1.0,1.0,1.0,-0.411,-0.287,0.222,0.005,0.012,0.081,0.056,0.037,0.013,0.028,-0.028,0.004,0.005,0.013,0.042,3.0588174225661087,1.83464162282908,7.22948892088573,6.428177926731585,4.752470506708362
1.0,1.0,1.0,-0.051,-0.444,0.081,-0.005,-0.171,-0.014,0.009,0.341,0.012,0.01,-0.113,-0.011,0.031,0.005,-0.032,0.9661037493462508,6.390386492804317,7.654824503585347,4.623969208412454,6.104396192936503
1.0,1.0,1.0,-0.114,-0.085,0.029,-0.031,-0.012,-0.031,0.028,0.019,0.005,0.007,0.0,0.009,0.029,-0.013,-0.01,7.440350468684711,4.396587371559107,5.492276168505771,4.582218496979628,5.78094320637963
1.0,1.0,1.0,-0.109,-0.19,0.371,-0.253,-0.34,0.117,0.075,0.175,0.036,0.017,0.066,0.003,-0.03,-0.027,0.005,1.41693128802838,1.765606638372909,5.195435136042601,5.128511811621985,8.380818686681884
1.0,1.0,1.0,-0.033,-0.06,0.039,0.013,-0.02,0.023,0.003,0.006,-0.005,-0.008,-0.005,-0.005,-0.031,-0.009,-0.004,4.555556753075693,6.203390658351852,8.575585620677751,9.415053787654756,8.118886500667507
1.0,1.0,1.0,-0.162,-0.128,0.06,-0.002,-0.034,-0.026,-0.099,-0.029,0.012,0.014,0.006,-0.002,0.05,-0.055,0.019,4.229677989367261,2.2028721854186695,5.116549231765961,3.9984607324784784,4.6364062065408636
1.0,1.0,1.0,-0.364,-0.177,0.177,-0.081,0.018,-0.001,0.058,-0.066,-0.012,-0.001,0.008,0.031,-0.021,0.03,-0.037,2.3837401390130517,1.992818734177967,4.30335073709136,6.451575349729229,5.296607277620122
1.0,1.0,1.0,-0.032,0.191,-0.021,0.012,-0.023,0.025,0.007,0.001,-0.002,0.032,0.032,-0.024,0.029,0.012,0.023,3.687218029995622,3.5282799108969662,0.34321798896327316,3.235656483003904,3.8809810920044403
1.0,1.0,1.0,-0.647,-0.094,0.077,0.105,-0.039,-0.024,-0.121,0.02,0.013,0.705,0.002,0.003,-0.976,0.001,-0.005,3.3972233524874698,-2.254783029013102,3.684497835253641,5.905132279785717,3.9222627701767943
1.0,1.0,1.0,-0.107,-0.107,0.402,0.298,-0.376,-0.158,-0.392,0.107,-0.227,-0.675,0.116,-0.119,-0.046,-0.051,-0.009,1.4322134243669151,-0.07430108513608014,5.833238185393795,2.447146537168073,9.061065807439686
1.0,1.0,1.0,-0.153,0.292,-0.081,-0.057,0.007,0.008,0.033,-0.034,0.015,0.021,-0.011,-0.02,0.016,-0.008,0.002,2.8427529484005607,3.942290374760031,1.7348599988583087,6.278080352109421,1.0801420204729113
1.0,1.0,1.0,0.027,-0.225,-0.016,-0.031,0.01,0.005,0.018,0.002,-0.062,-0.001,-0.004,-0.001,0.014,0.03,-0.014,4.04642019766124,4.59502409557981,9.268677602340016,2.5942492044291767,4.148275416437753
1.0,1.0,1.0,-0.089,-0.209,0.12,0.014,-0.076,0.018,0.014,0.022,-0.01,0.029,0.053,0.018,-0.02,0.016,-0.028,2.252010160176766,3.9916043363155076,5.44586603990909,4.054636329822448,6.318633637377509
1.0,1.0,1.0,-0.145,-0.169,0.028,-0.032,-0.058,0.044,-0.067,-0.016,-0.047,0.002,-0.012,0.006,0.04,0.059,-0.007,2.3434264349486784,2.085602705111972,4.299545031127059,4.222505422979432,3.823962941645661
1.0,1.0,1.0,-0.448,-0.452,0.326,0.097,0.079,0.128,0.089,0.119,0.046,-0.073,-0.047,0.008,0.005,0.026,-0.001,1.6035423806311175,1.5429241271743876,7.269942740347701,8.594446125369316,4.225044729500585
1.0,1.0,1.0,-0.089,-0.09,-0.005,0.04,-0.014,0.008,0.02,0.017,0.001,0.02,0.02,0.014,-0.027,-0.002,0.001,4.540036600655675,3.972628006608614,3.6930245123266934,4.2245449609178785,5.695359778290333
1.0,1.0,1.0,-0.19,0.092,-0.016,0.029,-0.027,-0.042,0.016,0.006,0.006,-0.017,-0.001,0.024,0.02,0.016,0.0,3.210928936175061,4.332654390624983,2.5521006791578302,8.091247464712742,3.813950286420873
1.0,1.0,1.0,-0.147,-0.362,0.093,-0.004,-0.061,0.003,-0.014,-0.167,0.007,0.03,0.224,-0.014,-0.008,-0.036,-0.018,0.9626149452853388,3.295087007474992,5.028236521684909,4.767625201151581,4.07098534638953
1.0,1.0,1.0,-0.084,-0.121,0.111,-0.076,0.079,-0.053,-0.005,-0.138,-0.047,0.015,-0.003,0.004,0.009,0.038,0.019,1.6419521325621071,3.4334068974928873,3.2757090969690004,4.580892406811019,7.666053524171639
1.0,1.0,1.0,-0.028,-0.044,0.166,-0.151,-0.181,0.054,0.042,0.02,0.036,-0.015,-0.011,0.028,-0.01,0.011,-0.045,2.762961728681918,2.9585154905506807,5.690886071683247,5.240366831123832,9.544795022705813
1.0,1.0,1.0,-0.659,-0.36,0.279,0.244,-0.497,-0.249,-0.068,0.415,-0.129,0.036,-0.023,-0.001,-0.029,0.228,-0.117,-0.283879991919358,0.8139280036701297,5.1580358982845205,7.4651780060952495,2.385265103739521
1.0,1.0,1.0,-0.106,-0.059,0.023,0.028,-0.017,-0.025,-0.001,-0.006,-0.019,-0.018,0.039,-0.019,-0.028,-0.027,-0.009,7.071934385643496,6.6957500841211886,4.364646226221164,4.08020762167847,6.816985139149264
1.0,1.0,1.0,0.026,-0.283,-0.023,0.019,0.007,0.06,0.02,-0.414,-0.048,-0.018,0.142,0.0,0.027,0.169,-0.048,0.5976745136914712,3.724341724768089,3.826070391657163,2.205101831537062,5.294399337287438
1.0,1.0,1.0,-0.563,-0.237,0.184,0.187,0.062,0.001,0.028,-0.01,-0.002,0.024,0.019,-0.007,-0.098,0.003,0.003,3.6707147459040725,0.9684688804503034,6.840158657287272,6.753828143764656,3.704556643474457
1.0,1.0,1.0,-0.254,-0.057,0.063,-0.052,-0.012,-0.038,0.075,0.008,-0.003,-0.048,-0.026,-0.07,0.024,-0.019,0.017,5.593286835602132,2.436068645255581,4.640344484811644,7.23071528230634,5.9661443810483386
