0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,-0.073,-0.025,0.004,-0.037,-0.059,0.052,-0.043,-0.033,-0.018,-0.016,-0.009,0.015,-0.008,-0.012,0.006,6.157661220377788,5.358210493103506,5.943343687735592,4.905980761014941,7.260887444518857
1.0,1.0,1.0,-0.073,-0.004,0.011,-0.048,0.023,-0.043,0.015,-0.009,-0.008,-0.016,0.006,-0.012,-0.024,0.018,0.006,6.51060277648386,4.312586945195555,2.4484779181306324,5.986267065589999,7.218959830769075
1.0,1.0,1.0,-0.206,-0.012,0.022,0.054,-0.02,0.022,0.018,0.027,0.021,0.024,-0.025,-0.053,0.042,0.022,0.016,5.635306149567147,4.353468867830398,2.668179922880442,6.8166897391597185,5.652937625494491
1.0,1.0,1.0,-0.341,-0.063,0.016,0.109,-0.249,-0.072,-0.043,0.045,-0.016,-0.054,0.035,-0.043,0.044,0.033,0.013,1.6493627146507377,3.1803895517474805,4.269664935521349,8.292861057139117,2.318431159992473
1.0,1.0,1.0,-0.41,-0.182,0.062,-0.339,-0.024,0.013,0.485,0.067,0.064,-0.169,-0.021,-0.008,-0.115,0.011,0.014,3.4240359714762714,0.5266544784088101,6.373637674977087,6.042207504132766,1.2849438004403444
1.0,1.0,1.0,-0.224,-0.154,0.076,-0.037,-0.009,0.016,-0.062,0.017,0.001,-0.003,-0.012,-0.003,-0.017,-0.011,-0.028,4.243447367955893,2.8364209269036977,6.881920832746874,5.402932206609482,5.934620458593722
1.0,1.0,1.0,-0.299,-0.018,0.015,0.028,-0.048,-0.016,-0.053,0.007,0.008,-0.009,0.027,-0.012,-0.001,-0.019,0.014,4.658006378662733,3.0889453825939532,3.9869427979928878,9.798872036869149,2.4153656760206426
1.0,1.0,1.0,0.003,-0.123,0.096,0.128,-0.215,-0.015,-0.051,0.069,-0.006,-0.03,0.036,0.01,-0.009,-0.019,-0.004,1.7817087348916532,2.288007246000655,4.848985270717527,2.0016385717874674,8.630670567904401
1.0,1.0,1.0,-0.196,-0.022,0.026,-0.133,-0.035,0.01,0.097,0.001,-0.032,0.021,0.003,0.024,-0.027,-0.037,0.032,6.727537127386266,2.5827600543000053,4.571100070783042,6.503516592925223,7.387404296536939
1.0,1.0,1.0,-0.089,-0.013,-0.024,-0.03,0.035,0.023,0.005,-0.001,0.01,0.0,-0.007,0.005,0.005,0.006,0.013,5.27335505861916,4.806800048660129,4.396365596894058,4.495496501815843,3.856697547078348
1.0,1.0,1.0,-0.018,-0.19,0.018,-0.071,-0.009,-0.016,0.015,-0.01,0.009,-0.027,0.015,0.028,-0.017,0.008,0.029,3.3411207981900968,2.480263787459087,5.217199737608035,3.167624515356604,3.774757542209798
1.0,1.0,1.0,-0.101,-0.195,0.106,0.01,-0.087,-0.003,0.029,0.048,-0.039,-0.023,-0.015,0.0,-0.016,-0.026,-0.012,2.785077485395783,4.772449739815263,7.34125871225123,6.242297440081751,6.948258991430247
1.0,1.0,1.0,-0.59,-0.253,0.249,0.012,-0.011,0.039,0.256,-0.005,0.021,-0.226,0.047,0.011,0.056,-0.01,0.036,3.8111706566028336,0.5926363170057352,8.354960058724611,6.699935123426005,4.823611216798016
1.0,1.0,1.0,-0.124,-0.061,0.009,-0.031,-0.025,0.0,0.013,-0.018,0.013,0.039,0.007,0.026,0.02,-0.011,0.049,5.421771344731587,3.204149697055926,4.556400553919185,5.2768176610278665,2.755821807709166
1.0,1.0,1.0,-0.086,-0.061,0.019,-0.006,-0.035,0.021,-0.024,-0.04,-0.012,-0.001,0.011,0.04,-0.014,-0.007,-0.011,3.0232329227611228,5.121039917343743,3.843282066992022,4.783043561655545,4.376229626530357
1.0,1.0,1.0,-0.291,-0.468,0.209,-0.024,0.153,-0.039,-0.016,-0.003,-0.041,0.033,-0.02,-0.063,-0.022,-0.001,0.025,1.7708570539365562,1.8929534879634713,9.115288664418468,5.474911199088315,3.1672274826212856
1.0,1.0,1.0,0.028,-0.119,-0.051,-0.03,-0.017,0.025,-0.011,-0.007,-0.014,0.019,-0.004,0.029,0.031,-0.014,-0.027,4.916510431723998,4.2552466811952705,5.605358440983948,2.6722333833146905,3.576289253390071
1.0,1.0,1.0,-0.332,-0.079,0.063,-0.022,0.004,0.03,-0.16,0.024,-0.028,0.207,-0.016,-0.023,-0.025,-0.005,0.014,5.099583118313337,1.107382401313157,7.593843337378027,4.802906498770277,5.955898955711503
1.0,1.0,1.0,-0.308,-0.436,0.316,-0.035,-0.058,0.063,0.081,0.127,-0.02,-0.065,-0.074,0.035,0.05,0.02,-0.026,1.280058313195574,2.088891549680086,6.38810430944679,7.186393998630868,5.1614811315301905
1.0,1.0,1.0,-0.327,-0.1,0.281,-0.458,-0.094,0.086,0.461,0.025,-0.022,0.0,-0.024,0.004,-0.011,0.02,-0.003,3.231728376066286,0.3054303595117922,4.847640277116249,5.35234799178484,7.401594353558915
1.0,1.0,1.0,-0.149,-0.108,0.051,-0.013,0.02,0.023,-0.049,-0.024,0.021,0.021,0.047,0.006,0.069,0.007,-0.002,4.266935109315536,2.4382281090417712,5.330456181886456,4.246737435778212,4.315951979827317
1.0,1.0,1.0,-0.353,-0.197,0.534,-0.645,-0.176,0.219,0.667,0.014,0.043,0.0,-0.019,-0.035,-0.34,0.085,-0.063,1.3490822956635868,-0.2716175417155915,4.746794854045406,5.442008315207351,7.576665900531042
1.0,1.0,1.0,-0.425,-0.17,0.103,0.017,-0.003,0.0,-0.005,0.003,-0.026,0.12,-0.011,-0.001,-0.073,0.011,-0.03,3.5684630711242162,1.1738684764045626,5.268970364490536,5.62040861247655,3.4702940865024052
1.0,1.0,1.0,-0.377,-0.125,0.232,-0.543,-0.025,0.016,0.538,0.006,0.026,-0.011,0.005,0.02,0.029,-0.011,-0.016,4.705207789107226,-1.6851600193566014,5.677169339425302,5.32243717524998,7.332469405913322
1.0,1.0,1.0,-0.292,-0.01,0.024,-0.041,-0.028,-0.001,-0.185,0.013,-0.026,0.23,0.03,0.032,-0.018,0.008,-0.026,5.197864716890545,1.2189365812044404,2.6598234620385357,4.754883374186515,5.123868171677262
1.0,1.0,1.0,-0.012,-0.202,0.014,0.086,-0.025,-0.007,0.034,0.002,0.006,0.002,0.035,-0.035,-0.025,0.028,-0.017,2.5411797597853782,2.3786353684547215,5.0756091067227285,1.93867099258311,6.544594468133074
1.0,1.0,1.0,-0.105,-0.208,-0.005,0.034,-0.188,-0.02,0.042,-0.038,0.032,-0.016,-0.017,-0.011,0.025,0.115,0.012,1.2299296369807158,6.062869123185228,4.5701907788741645,6.903790571317272,3.4051321143507427
1.0,1.0,1.0,-0.295,-0.301,0.108,0.012,0.065,0.013,0.023,0.019,-0.006,0.013,0.004,-0.013,-0.019,0.032,-0.011,3.236969966567173,3.335350695309362,8.001714915095562,8.283489170878962,3.653856488567862
1.0,1.0,1.0,-0.007,-0.637,-0.004,-0.931,-0.026,0.031,-0.063,0.563,-0.044,0.738,-0.6,-0.792,0.099,0.302,0.037,0.15944630006817784,-1.0365759487290491,6.8788363558837755,4.386621455571772,1.1179384604649645
1.0,1.0,1.0,-0.18,-0.25,0.112,0.027,-0.16,-0.021,0.014,0.132,-0.008,-0.012,-0.012,0.0,0.006,-0.03,0.026,2.140054646474883,4.086741084853018,6.517881609302527,7.77530210633946,0.159781210219748
1.0,1.0,1.0,-0.175,-0.3,0.073,0.039,0.008,-0.007,0.024,-0.029,0.025,0.032,0.003,0.019,0.02,0.017,-0.031,2.832793243972163,4.111286984875292,5.821329362369033,6.85106354200857,3.9053808457904697
1.0,1.0,1.0,-0.031,-0.109,0.036,0.092,0.021,0.025,-0.005,-0.045,0.012,-0.015,0.02,0.029,0.003,-0.013,-0.006,3.137102250840748,3.577521273943138,3.688107808073524,2.402125768243037,6.633076641750325
1.0,1.0,1.0,-0.331,-0.203,0.106,0.008,0.018,0.024,0.033,-0.005,-0.006,-0.011,0.011,-0.006,-0.021,-0.017,-0.012,3.2292204742844843,2.3769020505918608,5.31374597636305,6.880946837432133,4.602194075695249
1.0,1.0,1.0,-0.258,-0.028,0.046,-0.034,-0.013,-0.003,-0.019,0.013,0.034,0.13,0.024,0.0,-0.048,0.001,-0.011,6.617853885265789,1.9732818974708033,3.149716827202412,5.1332078328370585,5.700539246117861
1.0,1.0,1.0,-0.099,-0.264,0.011,0.004,-0.029,0.007,0.009,0.016,0.019,-0.006,0.008,-0.012,-0.002,-0.003,-0.041,4.003491585293966,7.213490925356525,7.713574559332704,7.33014784533812,3.9087177548196372
1.0,1.0,1.0,-0.228,-0.282,0.072,-0.04,0.009,-0.017,-0.26,0.002,-0.026,0.042,-0.02,0.004,0.249,0.003,0.014,3.1479837458600954,0.8217438518351714,7.6891772541068555,4.0354080181437695,4.575189103580828
1.0,1.0,1.0,-0.301,0.208,-0.183,-0.094,0.211,-0.135,0.127,0.597,0.05,-0.035,-0.035,0.0,-0.013,0.199,-0.006,0.4662280443716278,1.9236431018640259,0.5861012137718351,6.020494501287654,6.441507652905281
1.0,1.0,1.0,-0.501,-0.288,0.469,-0.203,-0.074,0.089,0.682,-0.138,-0.1,-0.526,0.133,-0.133,0.012,-0.009,-0.007,1.382417103633543,0.3481598573625915,9.24264377177311,6.880492751219112,5.90641350350155
1.0,1.0,1.0,-0.106,-0.05,-0.016,0.057,0.004,-0.001,0.028,0.019,-0.011,-0.009,0.003,0.0,-0.047,0.011,0.0,5.59430421344938,6.525151836346031,4.733995463583709,6.068168354619052,4.21289423730638
1.0,1.0,1.0,-0.106,-0.111,0.009,0.055,-0.005,-0.034,-0.03,-0.078,-0.024,-0.018,0.019,0.007,-0.042,0.033,-0.039,2.79156829192558,3.1467162830359467,3.5627762917464403,3.28756829180288,7.291592083532991
1.0,1.0,1.0,-0.039,-0.223,0.108,0.0,-0.187,0.023,-0.007,0.099,0.032,0.007,0.006,0.005,-0.003,-0.037,0.008,1.8183728985437069,5.186052007029371,5.332051812447403,4.896489408514368,7.496063141585987
1.0,1.0,1.0,-0.09,-0.121,0.171,-0.136,-0.029,-0.013,0.025,-0.103,0.002,0.001,-0.03,-0.001,0.003,0.057,0.012,1.8678466788862755,2.6722891443115238,3.2551410237517633,6.427065856206202,8.727444629585918
1.0,1.0,1.0,-0.181,0.013,0.01,0.0,0.013,-0.013,0.002,-0.027,-0.009,0.006,-0.006,0.022,0.011,0.016,-0.005,8.000250551876192,3.8003764636507578,3.448386454092996,5.280631481864941,4.6415416449737394
1.0,1.0,1.0,0.034,-0.011,0.029,0.083,-0.042,0.023,0.055,-0.012,-0.021,-0.011,0.012,-0.013,0.009,0.026,-0.001,5.317650896157637,2.934789581223377,5.0841960496967,8.265658287984682,11.032501678726309
1.0,1.0,1.0,-0.085,-0.212,0.057,0.018,-0.056,-0.008,-0.045,0.02,-0.009,0.024,0.016,-0.022,0.021,-0.002,0.017,3.232406844777387,3.964646758215005,7.5153378284428545,3.33431733350265,6.133498081262958
1.0,1.0,1.0,-0.1,-0.725,0.083,0.037,0.393,-0.022,0.005,0.049,-0.05,-0.059,-0.269,-0.03,-0.017,0.375,-0.002,0.47978209306628994,6.029126069240704,8.430058808266505,5.9955397868887985,3.4172838646659898
1.0,1.0,1.0,-0.373,-0.071,0.138,-0.468,0.041,-0.051,0.409,-0.058,-0.017,-0.064,0.002,0.026,-0.002,-0.031,0.029,3.26100036060191,0.24585307250042554,10.042712726116733,7.374922595870196,7.2649019509287704
1.0,1.0,1.0,-0.422,-0.462,0.292,-0.008,-0.08,0.008,-0.073,-0.145,0.264,0.223,0.464,0.155,-0.085,-0.059,0.044,0.21716298028907577,0.9682989441745811,5.136785868119707,5.35470533496634,3.835786195257903
1.0,1.0,1.0,-0.019,-0.146,-0.017,-0.023,0.021,-0.012,-0.049,0.006,0.001,-0.047,0.019,-0.042,-0.034,-0.027,-0.013,3.3597250561974756,3.2151218397275207,4.340740883383054,2.7443873024502317,4.607628837351422
1.0,1.0,1.0,-0.107,-0.227,0.182,-0.098,-0.278,0.022,0.012,0.187,0.017,-0.002,0.013,-0.013,-0.027,-0.106,0.011,1.5276141313319294,3.711830564342095,6.513322377569008,4.2508754553653905,8.068968234362554
1.0,1.0,1.0,-0.356,-0.137,0.081,-0.298,0.013,-0.033,0.046,0.029,0.025,0.171,-0.01,0.007,0.536,-0.001,0.015,5.469301643918709,-1.4329387348213416,9.513319552029952,4.907025175722983,3.224112656733936
1.0,1.0,1.0,-0.389,-0.279,0.16,0.007,0.011,-0.004,-0.187,-0.196,0.163,0.251,0.17,0.033,-0.058,0.154,-0.016,0.9177202110606797,0.9674520612808215,4.392913835991551,4.951227261001947,4.479843354311278
1.0,1.0,1.0,0.035,0.0,0.005,-0.046,-0.061,0.009,-0.039,0.019,-0.004,0.012,-0.026,-0.002,-0.02,-0.003,-0.021,4.1570627956144435,4.608633523228971,3.1368616555029067,2.5962122085193333,3.6324122100424043
1.0,1.0,1.0,-0.093,0.142,-0.049,-0.001,-0.049,0.106,-0.072,0.105,-0.031,-0.051,0.003,-0.02,0.084,-0.049,-0.011,1.6226881257992714,1.6365158563944155,1.5871516098206921,3.412338831049987,4.6067249513315485
1.0,1.0,1.0,-0.067,-0.177,0.25,-0.127,-0.382,0.047,-0.023,0.273,-0.012,-0.021,0.089,0.038,-0.041,-0.123,0.0,1.2876743586212636,3.0853311740913507,5.784025228334841,7.4615248438880215,8.203247010896053
1.0,1.0,1.0,-0.052,-0.281,0.061,0.022,-0.011,0.007,-0.019,0.028,0.009,0.011,0.043,-0.012,0.031,-0.029,0.016,2.5826737396129933,6.823479634774789,5.465484517388314,4.900138665414162,5.080187917311505
1.0,1.0,1.0,-0.011,-0.334,-0.019,-0.326,-0.116,0.152,0.0,0.03,0.036,-0.162,0.05,-0.08,-0.056,0.075,-0.007,1.0896938407386076,0.7325553009902204,5.202052280814782,3.4664185162348176,3.114467403882665
1.0,1.0,1.0,-0.122,-0.029,0.015,0.025,0.07,-0.009,-0.037,-0.156,0.025,0.003,-0.565,-0.004,0.059,0.166,0.017,0.3866508750174691,4.211716002732126,2.6187449912080374,5.673003668703305,5.339141644700922
1.0,1.0,1.0,-0.081,-0.032,0.039,0.018,0.006,0.042,-0.021,-0.009,0.008,-0.013,-0.003,0.02,0.02,-0.013,-0.035,6.522949091594635,4.859262938210602,4.995725275457756,3.9404772895385687,7.590809791598584
1.0,1.0,1.0,-0.152,0.123,-0.021,-0.005,0.021,0.006,-0.025,-0.009,0.002,0.001,0.026,-0.009,-0.014,0.033,0.009,5.227685490309936,3.706837754834418,-0.045955280216050554,5.298830208370218,3.3219165177004086
1.0,1.0,1.0,-0.164,-0.061,0.039,-0.069,-0.039,0.03,-0.044,0.024,-0.02,-0.008,0.028,-0.002,-0.008,0.011,0.011,5.97686123849078,2.279072085566949,6.249480385643422,4.647818707574542,7.2015635200319075
1.0,1.0,1.0,-0.286,-0.339,0.271,0.038,-0.039,-0.007,-0.439,-0.074,0.041,0.248,0.144,0.008,0.027,-0.021,-0.006,1.1967817469535633,0.8084551984626924,5.202124966138816,4.173226511013161,5.7297935073019675
1.0,1.0,1.0,-0.166,-0.075,0.039,-0.123,-0.024,0.011,0.067,0.003,-0.022,-0.008,0.034,-0.016,-0.035,-0.038,0.025,4.592873200501758,2.8503921364852802,8.07088206602333,6.490161716785574,7.306344366914789
1.0,1.0,1.0,-0.101,-0.524,0.069,-0.092,0.183,-0.041,-0.015,-0.05,0.025,0.007,-0.019,0.04,-0.012,0.01,0.002,1.6959796317066542,3.5734445607200147,7.681259487070937,5.184846490999425,1.811978939296492
1.0,1.0,1.0,-0.212,-0.51,0.156,0.082,-0.009,-0.105,-0.56,-0.432,0.416,-0.492,0.97,-0.476,0.619,-0.562,-0.849,-0.07142933413798591,-0.6108600721134301,9.730098792491887,3.25192845197716,5.146672350510158
1.0,1.0,1.0,0.026,-0.177,-0.021,-0.015,0.041,-0.008,-0.021,-0.003,0.02,0.017,0.002,-0.015,-0.012,0.039,-0.015,4.585617153425773,3.747145119838961,7.991832390897933,2.537311264033654,3.748417083410322
1.0,1.0,1.0,-0.143,-0.45,0.219,-0.058,-0.086,-0.01,-0.054,-0.404,0.024,-0.035,0.731,-0.016,0.032,0.12,0.062,-0.03019767048401434,3.4621210975825765,4.76347115329095,8.455472943151259,6.1591418199760195
1.0,1.0,1.0,-0.083,0.049,0.02,-0.098,-0.139,0.079,-0.011,0.002,0.023,-0.037,0.022,0.027,0.048,0.015,-0.023,2.951495472589356,1.9676222112852517,3.032561669480001,3.9268322122010693,3.3584680060846672
1.0,1.0,1.0,-0.087,-0.103,0.084,-0.015,-0.043,0.006,0.0,0.031,0.007,0.003,0.021,-0.03,0.008,0.001,0.017,4.662461996579855,4.674748265874257,6.113171392950068,4.048923095962944,6.8967691267508044
1.0,1.0,1.0,-0.128,-0.046,0.062,0.009,-0.007,-0.036,0.02,0.005,0.001,0.048,0.038,0.012,0.002,0.051,-0.005,5.402037557695069,4.72291490074907,3.3373149846710604,7.6543502805559935,5.3946071431400755
1.0,1.0,1.0,-0.25,-0.251,0.087,0.032,-0.076,-0.016,-0.012,0.012,0.012,0.054,-0.017,-0.007,0.02,-0.006,0.006,2.074257133550464,3.2129064333367388,5.409386843568176,5.9728844330631805,3.3749261899677547
1.0,1.0,1.0,-0.153,-0.389,0.224,-0.012,-0.275,-0.011,0.026,0.398,-0.014,0.011,-0.158,-0.001,-0.024,-0.093,-0.005,0.904548332438412,4.192346483641563,6.620614723714569,6.718168302736207,6.59437356741888
1.0,1.0,1.0,-0.152,0.021,-0.013,-0.009,0.064,-0.035,-0.005,0.007,-0.016,-0.007,-0.002,-0.029,-0.037,-0.024,-0.007,3.3228616297591547,3.2378896716606422,1.5498962624113841,8.448640022249485,6.907551110871225
1.0,1.0,1.0,-0.322,-0.261,0.131,0.04,-0.003,-0.015,0.008,-0.111,0.005,0.045,0.119,0.042,-0.039,-0.012,0.015,1.8130583167715628,2.935915121778522,5.021656445555291,6.448012413695342,4.581386233225542
1.0,1.0,1.0,-0.195,-0.151,0.256,-0.202,-0.086,0.038,0.121,-0.024,-0.041,-0.016,-0.006,0.054,0.007,0.01,-0.017,2.1305027475723737,1.8778852847117165,4.475114438924338,6.910697418016548,7.740866919931452
1.0,1.0,1.0,-0.143,-0.299,0.074,-0.065,0.042,-0.047,0.041,-0.018,0.039,-0.04,-0.01,-0.01,0.023,-0.005,0.02,2.9650740777609075,2.919400481292618,7.273178534465787,4.964600114383483,2.703101159923638
1.0,1.0,1.0,-0.08,-0.102,0.044,0.047,0.035,-0.018,0.0,-0.035,-0.009,-0.015,0.048,0.031,0.031,0.012,0.025,3.516050467202593,4.337234307833311,3.426691039985189,3.4229031260708807,7.160603336708187
1.0,1.0,1.0,-0.443,-0.439,0.61,-0.116,-0.235,0.087,-0.516,0.211,-0.119,0.513,0.044,0.065,0.447,0.154,0.297,0.3689734256294357,-1.1635811015211033,5.3466067905283445,4.522524746946339,6.581239292151727
1.0,1.0,1.0,-0.627,-0.014,-0.019,0.07,-0.073,-0.163,-0.143,-0.006,-0.039,0.635,-0.159,-0.164,-0.882,-0.038,0.038,1.2057162460150541,0.06089762668252208,2.64160285378979,5.8888821165358225,4.297578087282742
1.0,1.0,1.0,-0.165,-0.105,0.038,-0.018,0.06,-0.03,-0.019,-0.186,-0.011,-0.008,-0.061,0.021,-0.028,0.047,0.011,1.455325371381473,3.9189728747906245,3.2869080187210615,9.226534596724555,5.237424740353435
1.0,1.0,1.0,-0.056,-0.149,0.105,-0.032,-0.113,0.011,-0.009,0.052,0.005,0.005,-0.031,-0.004,0.024,0.019,0.007,2.216332606536441,4.634552757852037,7.496790436819133,5.27334096022917,7.58372130495115
1.0,1.0,1.0,-0.07,-0.03,0.036,-0.012,-0.03,-0.026,0.045,-0.032,-0.005,-0.007,0.044,0.033,-0.007,0.002,-0.023,7.194122189056537,4.498516863988554,4.45668465933581,2.8722557571916902,7.752119635090736
1.0,1.0,1.0,-0.417,-0.419,0.208,-0.348,-0.19,0.198,0.253,0.143,0.7,0.058,0.091,0.101,0.433,0.142,0.171,0.3401988758521597,-1.3283906737271352,5.335242235535773,5.088880614096428,2.8026234654998943
1.0,1.0,1.0,-0.201,-0.216,0.077,0.038,0.015,0.029,0.021,-0.019,0.02,-0.006,0.018,-0.006,-0.019,-0.032,0.041,2.2961492457358976,3.618876711215347,11.086457806392367,6.706905079826462,3.6546257622508698
1.0,1.0,1.0,-0.325,-0.244,0.119,-0.088,-0.012,0.012,-0.075,-0.016,0.041,0.139,0.06,0.033,0.132,-0.013,-0.005,2.0321755901456626,1.104672202796289,5.276959112817351,4.7579205628759365,3.7991491286224734
1.0,1.0,1.0,-0.147,-0.333,0.174,-0.066,-0.132,0.016,0.01,0.193,0.001,0.022,-0.086,0.022,0.009,-0.002,-0.019,1.505563984975477,3.645453976001623,6.385135988799412,5.447512934365945,5.982271602731337
1.0,1.0,1.0,-0.205,-0.42,0.173,-0.013,0.032,-0.061,-0.162,0.101,-0.029,0.059,-0.049,0.008,0.045,0.002,0.017,1.7759944833956474,1.5258643341258422,8.036653725799459,4.147794515623387,4.908411863973944
1.0,1.0,1.0,-0.314,-0.236,0.136,0.023,0.008,0.051,-0.776,-0.171,0.193,0.274,0.086,0.03,0.354,0.022,0.034,1.6728872339463898,-0.2979278894727613,4.519821108937668,3.832886986377007,5.301639176304278
1.0,1.0,1.0,-0.087,-0.303,0.142,0.067,-0.118,-0.059,-0.092,0.172,-0.058,0.024,0.007,-0.003,-0.032,0.012,-0.022,1.6534140078887036,2.4132430053946172,7.553756373593661,3.0862767267042663,6.631992575048596
1.0,1.0,1.0,-0.212,-0.035,0.023,-0.118,0.187,-0.037,0.105,-0.028,0.011,-0.017,-0.029,-0.01,-0.007,-0.032,-0.025,2.066879173372097,2.3755946526598355,1.8575423642376254,5.784412950107832,6.977174541027029
1.0,1.0,1.0,0.263,-0.098,-0.017,-0.028,-0.335,0.013,-0.088,0.119,0.013,-0.009,0.121,0.044,-0.024,-0.064,-0.01,1.52475800423425,2.7795837406755353,5.506959211967307,2.7366211553363526,0.22282115599266028
1.0,1.0,1.0,-0.179,-0.108,0.035,0.023,-0.035,0.006,-0.033,-0.018,0.003,0.015,0.015,-0.03,0.003,-0.004,-0.013,4.040296132165226,3.541135685419301,4.425730099065567,4.745297774111748,5.8201981547462385
1.0,1.0,1.0,-0.097,-0.104,0.017,-0.087,-0.023,0.01,0.027,0.01,-0.011,0.039,-0.009,0.02,-0.044,-0.009,0.037,4.880515175299434,2.6542811624416585,6.45602976658356,4.455269363541995,2.6760964543415264
1.0,1.0,1.0,-0.105,-0.091,0.026,-0.037,-0.007,0.02,-0.023,-0.034,0.013,-0.056,-0.022,0.008,0.017,0.029,0.036,2.7075280211595194,2.1873190566146836,3.469476619478516,2.8303634400976696,5.045651055741857
1.0,1.0,1.0,-0.018,-0.127,-0.031,-0.074,0.011,0.037,0.033,-0.005,-0.016,0.003,0.005,0.004,0.005,-0.009,0.038,4.283871871055201,3.632953707023045,5.003140266779894,3.8174664130050653,2.7821350197717813
1.0,1.0,1.0,-0.218,-0.165,0.063,0.013,0.058,0.005,0.013,0.015,0.016,0.036,-0.025,0.005,0.01,-0.009,0.013,4.362682753771131,3.858319391876491,5.833347874132622,8.240594280794829,4.94031708530264
1.0,1.0,1.0,-0.569,-0.095,0.104,-0.012,-0.22,0.08,-0.286,-0.121,0.247,0.854,-0.508,-0.618,-0.548,0.38,-0.208,0.28666020199355735,-1.0957164438294145,3.3585656813545177,5.318379133337829,4.10139702969552
1.0,1.0,1.0,-0.156,-0.145,0.081,-0.041,0.147,-0.058,0.005,-0.384,-0.023,0.005,0.092,-0.021,-0.019,-0.069,-0.044,1.0100833171811798,3.314076368459686,3.2940029917589158,5.274371200539889,6.5914430489871
1.0,1.0,1.0,-0.035,-0.015,0.206,-0.069,-0.092,0.017,-0.024,-0.023,0.043,-0.035,-0.425,0.042,0.001,0.05,0.003,0.6317543971717239,3.323722990039151,7.382237272282533,3.608348366104046,9.781038808164205
1.0,1.0,1.0,-0.658,-0.097,0.059,0.204,-0.052,-0.024,0.04,-0.019,0.031,0.042,-0.02,-0.018,-0.206,-0.029,0.003,5.092224164449451,0.4782725096922058,4.694987069669682,6.881283630196093,3.5835840358026596
1.0,1.0,1.0,-0.304,-0.491,0.581,-0.162,-0.357,0.239,0.12,0.482,0.07,-0.035,-0.089,0.024,0.039,0.09,0.015,-0.6376841481407296,1.5036435977451872,7.8657236214308295,5.666059997734091,6.580402611550125
1.0,1.0,1.0,-0.439,-0.094,0.195,-0.312,-0.067,0.075,0.588,0.052,0.05,-0.284,-0.004,-0.01,-0.189,0.014,0.019,4.790737629995743,0.5063221642425284,6.549517505830387,6.913028838799469,6.6033860284145165
1.0,1.0,1.0,-0.041,-0.194,0.021,-0.043,0.018,-0.019,-0.011,0.004,0.015,0.048,-0.035,0.039,0.012,0.015,0.053,5.013115658095696,5.76427165336699,7.1546883046380385,4.538410590900631,1.7972590720759087
1.0,1.0,1.0,-0.109,-0.078,0.053,-0.018,-0.054,-0.048,-0.013,0.034,-0.015,-0.03,0.003,0.025,0.003,0.028,-0.015,5.367089633829034,4.120073871524905,6.280401239394964,5.158525184062141,6.4611391279527055
1.0,1.0,1.0,-0.253,-0.032,0.035,-0.034,-0.021,-0.005,0.089,-0.022,-0.009,-0.01,0.012,0.006,0.032,-0.008,0.004,7.17131263668807,2.6420325707738694,3.2338328701628636,7.057112626239337,5.657029949335565
1.0,1.0,1.0,-0.695,-0.188,0.171,0.079,0.07,0.003,-0.094,-0.018,0.026,0.491,-0.033,-0.006,-0.917,0.004,-0.009,4.260160755923668,-0.9025458554048527,6.406363707993337,6.128209387235364,3.534272382731875
1.0,1.0,1.0,-0.056,0.07,-0.016,-0.036,-0.036,0.068,0.007,0.143,0.028,-0.038,-0.392,0.022,-0.007,-0.175,0.022,0.6163351706066398,3.126548914239291,2.128503500795804,3.00725744632984,4.918381767217114
1.0,1.0,1.0,-0.038,0.489,-0.019,-0.061,-0.482,0.029,-0.015,-0.88,0.005,0.006,-0.332,-0.03,-0.011,0.432,-0.001,-0.3237218976736158,4.9455404904836975,2.9134556009927794,5.066811603712022,0.9800184585103926
1.0,1.0,1.0,0.022,-0.09,0.016,0.002,0.085,-0.003,0.043,-0.086,0.003,0.0,-0.022,-0.01,-0.014,-0.015,-0.017,2.430446972639804,4.962930326353111,3.2556133638698617,1.8642167556516709,7.247622968246871
1.0,1.0,1.0,-0.089,-0.059,0.012,-0.046,0.005,0.001,0.037,0.011,-0.008,0.03,0.037,-0.023,0.002,0.002,0.002,5.360066115400944,3.756876897820974,4.335463617122576,5.456993924351497,7.569193706329379
1.0,1.0,1.0,-0.208,-0.039,-0.013,-0.045,0.09,-0.017,-0.014,0.038,-0.028,-0.01,-0.073,0.021,0.016,-0.02,-0.012,2.210618233432918,2.991941894513899,2.088903337589655,5.76937918840862,5.728074845262338
1.0,1.0,1.0,-0.621,-0.102,0.171,-0.125,0.0,0.055,0.582,0.01,-0.028,-0.45,0.011,-0.007,0.09,0.066,0.03,5.548419303302053,-0.3943725646219556,7.530333070837017,6.4182061437462545,5.393191324443961
1.0,1.0,1.0,-0.394,-0.105,0.055,-0.173,-0.047,0.01,-0.202,-0.001,0.003,0.272,0.019,-0.011,0.581,-0.025,-0.012,4.3860074557440365,-1.1449327337527828,4.858137060233944,4.706880936584304,3.7629863888783412
