0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,0.0012,-0.0092,-0.02,-0.002,0.006,-0.0064,3.1530981484191063,4.326943315835779,4.523440449087488,2.629809387763614,2.71011660049586
1.0,1.0,1.0,-0.1468,0.0204,0.004,0.5004,-0.032,-0.0132,3.0797008320022967,-0.8530017100487912,2.3339062977097544,3.846109171431369,5.1568557402759865
1.0,1.0,1.0,0.0768,-0.194,-0.0316,0.0152,0.0208,-0.0424,1.8988460360627482,2.8975623050137242,3.7662197471351373,7.272788973542031,0.8468383493194311
1.0,1.0,1.0,-0.0636,-0.2612,0.0328,0.0264,-0.0088,-0.0104,1.1429874095298687,3.052057796054407,4.1507947638865605,5.310604554709381,6.14813585795997
1.0,1.0,1.0,0.0016,-0.0176,-0.0056,0.0308,0.0056,-0.0172,2.7231703477404556,7.174013701390663,3.314354709707425,5.436096748495873,5.768237777568351
1.0,1.0,1.0,-0.0128,0.0132,0.0076,0.0224,0.0004,-0.0196,4.46929885048858,6.07777593464032,4.2844950970547915,5.659982269813469,5.1667861558514945
1.0,1.0,1.0,-0.0056,0.014,-0.01,-0.0064,-0.0096,-0.0104,2.9102024882311532,3.8856676770216114,7.021426116717795,2.3987742239925445,6.592268943194912
1.0,1.0,1.0,-0.368,0.0636,-0.0588,0.032,-0.0116,-0.0308,2.4168859319221045,0.1285322659145165,7.797408155793656,4.06918325774411,2.242877171944389
1.0,1.0,1.0,0.084,0.0904,0.0008,0.0128,0.012,-0.0024,2.871858424755095,2.7146403858267614,7.769469217646561,7.289086700207008,8.765095347987014
1.0,1.0,1.0,-0.008,-0.016,-0.0056,-0.0172,-0.0172,-0.0072,6.058350821904877,4.378054540266088,3.893802117378768,7.126310521599768,2.002733438227995
1.0,1.0,1.0,0.1008,-0.0416,-0.0088,0.0,0.0084,0.0004,3.3721918177231065,2.839951616197202,4.700667398577898,7.763450994129327,8.675977126274923
1.0,1.0,1.0,0.4052,-0.0328,-0.0412,-0.0368,0.0112,-0.0184,5.306466605718149,-0.5203068616236681,3.6149121240852677,2.225003265054287,6.115272023991814
1.0,1.0,1.0,0.1752,0.0072,0.024,0.3508,0.0396,-0.0056,2.5302540040932238,-1.5623248992104006,7.490982052003957,2.8252478624941273,5.142952667919973
1.0,1.0,1.0,-0.002,0.002,0.0024,0.048,-0.0136,-0.004,4.76473126370143,2.02803329038489,5.177412582605891,3.9451273919134335,4.5384722017809525
1.0,1.0,1.0,0.0012,-0.5768,0.0116,-0.016,-0.1116,-0.0132,-1.0312738251746936,4.417023791953352,5.691325672580815,5.44373419309062,5.753146229774931
1.0,1.0,1.0,-0.0392,0.204,-0.0184,0.036,0.0324,0.0116,1.8651518923188701,3.757719651865072,9.109339200630153,3.78978779879458,6.774677067367331
1.0,1.0,1.0,0.0104,-0.0184,-0.0152,0.034,-0.03,0.0216,4.256326668368481,5.243953978685717,5.527348351169193,7.865555711413809,4.751146604367785
1.0,1.0,1.0,0.0208,-0.232,-0.0176,0.0336,-0.1572,-0.018,0.7811488937260171,2.9487801565399514,2.2674561650360348,4.956079354423266,2.8624194753610457
1.0,1.0,1.0,-0.0328,0.0128,-0.016,-0.0208,0.0088,0.0136,2.370298183031462,2.6060007206573435,2.450603174434673,5.796670683894853,4.342381000023032
1.0,1.0,1.0,-0.0344,0.5548,-0.0044,-0.0324,0.0584,-0.0156,0.3357609241594619,5.0099059022832115,6.89228534306212,4.81225654002149,8.33325098020208
1.0,1.0,1.0,0.1076,0.01,0.0192,0.1764,-0.0076,-0.0088,2.4545172779845754,0.1240574778233432,5.403477516416039,5.110305947271364,2.303426329743985
1.0,1.0,1.0,-0.0064,-0.0228,0.0052,0.0216,0.0096,0.0168,3.933341409790098,5.570882210722084,3.6308725944186904,7.440592471954354,6.506536655127682
1.0,1.0,1.0,0.0084,0.0232,0.002,-0.006,-0.004,0.014,4.821608526605441,3.035462882710279,8.09854148225695,2.03181077807967,6.845279621605084
1.0,1.0,1.0,0.0036,-0.05,0.0312,-0.0004,-0.0304,-0.0156,3.7194085746442473,5.817190895381249,5.840331400375869,5.906709470313771,6.282474601147658
1.0,1.0,1.0,-0.6192,0.0096,-0.0096,0.3668,-0.0028,-0.0048,4.088663914347721,0.5756749234489238,5.721247000717523,3.632665467963034,8.34939620008138
1.0,1.0,1.0,-0.0436,-0.2952,0.0188,0.0028,-0.4532,-0.004,0.05908352575722686,2.5218956590138517,6.119095081896257,6.107179422886785,6.8835293758541525
1.0,1.0,1.0,0.0916,0.0028,-0.0032,-0.1044,-0.0172,0.0216,3.6026447418612983,1.2894542451443292,4.504102591174845,2.077686695165537,4.59214667954137
1.0,1.0,1.0,0.006,-0.014,-0.032,-0.0152,-0.0468,-0.014,7.151096087790137,3.6054662251823566,6.90422924167453,3.2753835427312836,5.062113030740785
1.0,1.0,1.0,0.0004,-0.0436,0.0,0.0212,-0.012,0.0196,2.7901414149345336,3.4691981946663906,4.395170961872194,3.0611388443721186,6.032241009414439
1.0,1.0,1.0,0.0064,0.0172,-0.0068,0.0088,-0.0008,0.0136,4.004418987532017,4.29644383980074,5.099647502107421,6.786801907069667,3.6885060457302927
1.0,1.0,1.0,0.0216,-0.0052,-0.002,0.0136,-0.0072,-0.0184,5.176539730178321,2.5056084744521283,5.741074743015758,5.145133544340226,4.173155733131164
1.0,1.0,1.0,0.0168,-0.0372,-0.0268,-0.0084,-0.0152,0.0284,3.8739476470869247,3.7444948709651715,6.618299828497632,7.9017799410534675,6.5086493920468325
1.0,1.0,1.0,0.0528,-0.0632,-0.0136,0.0052,-0.0084,0.0096,2.7163546731855566,2.7254112164962963,6.254778619698105,8.454148639832768,6.086543433420228
1.0,1.0,1.0,0.1052,-0.0196,-0.016,-0.0128,0.0052,-0.018,6.2555946533699025,2.1131423888956253,2.3188386222805213,6.009553748093765,1.1549474280938874
1.0,1.0,1.0,-0.024,0.026,0.0164,0.002,0.0164,0.0104,2.476820837994702,2.100932085723371,5.199017488410333,4.630412508993532,2.1730227327272993
1.0,1.0,1.0,0.0636,0.0124,0.0416,0.0004,0.0,-0.014,3.8418212242517495,2.5689167481864468,5.611027992495928,8.865659353841902,8.684579219308944
1.0,1.0,1.0,0.0168,-0.0192,-0.0088,0.0216,-0.0052,-0.0148,6.640919011579639,6.765529659436938,3.716113936134974,6.479822564525168,2.0706293801795086
1.0,1.0,1.0,-0.0212,-0.0196,0.0128,0.0048,-0.0032,-0.0152,4.129848234348198,3.1480095764227243,5.741530941071951,5.990011675058386,4.723310130808123
1.0,1.0,1.0,0.3448,-0.1748,-0.4468,-0.5808,0.3676,-0.386,-1.082624515617785,-0.6443558923924315,6.8828800646839365,1.958149811067324,4.927706586293161
1.0,1.0,1.0,0.0508,-0.1008,-0.002,-0.0076,0.0208,0.0228,2.67946503093449,3.386659957644338,4.4970911740745185,2.0419587126858683,6.342087506529352
1.0,1.0,1.0,-0.02,-0.0184,-0.012,-0.012,0.0168,0.0144,1.633526994548939,5.517070460813402,7.014201929431708,6.476164710861039,4.17635486316015
1.0,1.0,1.0,0.0016,-0.004,-0.0032,0.0012,-0.0012,-0.0288,3.7590587334179135,2.6667691020561537,3.419117359160075,0.7376140627602119,4.003274150062504
1.0,1.0,1.0,0.034,0.222,0.0272,0.0052,0.152,0.0116,-1.1237400173990721,2.645384631727056,5.318266962961641,7.72885891884234,3.108146736464655
1.0,1.0,1.0,0.0028,-0.012,0.0084,-0.0224,-0.004,0.0208,5.9993822660223355,3.7747215548295023,5.566391776207158,5.360648021131643,3.018093973073613
1.0,1.0,1.0,0.012,0.0224,0.0032,-0.0084,0.0028,0.004,4.234967107852855,4.680383823719049,4.749763078208951,2.804332874080467,3.3568696732022083
1.0,1.0,1.0,0.0688,0.0024,-0.0104,0.0164,0.0192,0.0036,4.261177105053238,2.793093198654455,3.22362413684131,7.222152346540652,2.89153393275457
1.0,1.0,1.0,-0.0292,-0.0408,0.1084,-0.0304,-0.1272,-0.0072,1.1949628234383571,1.2661265075281376,5.599244653712076,6.690983311769202,4.2212120530064725
1.0,1.0,1.0,-0.6032,-0.1288,0.1368,0.098,-0.0048,-0.022,1.381630953187282,0.21944181948021946,6.181204962211635,4.600895203115436,6.184664323682354
1.0,1.0,1.0,-0.0024,0.006,-0.0076,0.0792,0.028,-0.0088,1.8972150138345796,1.4655031198470179,3.622605381982522,3.6238704376372795,4.9604386438196615
1.0,1.0,1.0,-0.0192,-0.1508,0.0092,0.0032,0.3812,-0.0092,-0.977626896324574,2.9042091329375057,4.3734718313947925,2.2481677227143275,10.577020684901488
1.0,1.0,1.0,0.026,0.016,0.0228,-0.0312,0.0136,0.0008,3.2207752646429713,1.8472216141806816,5.655334266074124,6.653314649943508,3.764847964831273
1.0,1.0,1.0,-0.132,0.032,0.0056,-0.578,0.0008,-0.0076,6.938964359722274,0.25162251407365277,3.2391172248224755,5.492813137460789,4.468747963423784
1.0,1.0,1.0,0.0416,0.0188,0.014,0.002,0.0116,0.0128,5.001474143313802,3.3047116657545126,6.984040012901799,7.268680565813192,0.13955725853356604
1.0,1.0,1.0,-0.0796,-0.0192,0.0268,-0.0016,-0.0312,0.0088,3.521753789570137,1.960801636779673,6.762795694759506,4.994378485478136,4.819589153312098
1.0,1.0,1.0,-0.0388,-0.0024,0.014,-0.032,0.0084,0.0196,3.988505791015354,2.1420126486007725,4.467405256384901,5.923829782042764,4.502796704795008
1.0,1.0,1.0,-0.0432,0.1256,-0.0248,0.002,0.0128,0.0052,1.315833558995298,2.630906419173849,7.637152203842792,6.233006305646119,5.837900025247908
1.0,1.0,1.0,0.0344,-0.0164,-0.0132,0.0016,0.0056,-0.0128,6.076942796300127,2.1085758831349057,4.962161905508943,2.8491324475357542,5.687346610571961
1.0,1.0,1.0,0.0152,-0.0164,-0.0076,-0.0052,0.0016,0.0204,2.302854833044087,6.866256311783985,0.6172900794130287,3.6588824281110788,4.042958477855729
1.0,1.0,1.0,-0.0276,0.0008,0.002,0.3528,0.0152,0.0152,4.437049136191618,0.5711178061383189,1.4624877813015469,4.08977042362047,4.2767281869661185
1.0,1.0,1.0,-0.092,-0.1076,0.0348,0.0032,0.0044,-0.0188,2.7937831861523565,2.4598224103650006,3.8437048518937864,5.3679359028989895,7.078904897200125
1.0,1.0,1.0,-0.022,-0.0096,0.0068,-0.008,-0.0108,-0.0036,4.190582064014793,5.036685905006832,5.747508280475741,2.5429426743958055,2.819643834347113
1.0,1.0,1.0,-0.0668,0.01,0.0064,-0.0276,-0.0096,-0.006,6.803102418352877,2.024506710143085,6.068752484635583,6.115945310722221,5.655990490544889
1.0,1.0,1.0,0.0108,-0.0172,-0.012,-0.0004,-0.006,-0.0032,3.6333952421638935,5.127757297939655,5.111163668068015,5.942744909691408,1.192359774186171
1.0,1.0,1.0,-0.0108,-0.0264,0.0116,0.0116,-0.0008,0.0108,3.2840778921833733,7.53359817769686,4.731342037757515,4.873309242107104,5.105268022909456
1.0,1.0,1.0,0.0208,-0.0512,-0.0224,0.0004,-0.0208,-0.0028,1.1931598999757436,5.438554106251283,3.163244552643181,7.003820036781887,3.436645885210538
1.0,1.0,1.0,-0.0268,0.0156,-0.0336,-0.0364,-0.0124,-0.0208,4.2270306999395455,6.58156062853316,7.109793592411355,5.759757374251694,4.806597538023875
1.0,1.0,1.0,0.0036,0.0864,0.0092,-0.0008,-0.0212,-0.0156,1.990962157351661,4.064447627863804,6.356730778434523,6.193707861549141,2.8805682974240407
1.0,1.0,1.0,0.0088,-0.0984,-0.0016,-0.0268,0.0276,0.0032,1.335469488417141,4.735660879392267,6.5612111435437,5.680575232978954,5.28720307325111
1.0,1.0,1.0,-0.0116,-0.004,-0.0276,0.0196,0.0544,-0.0292,1.6723045600637119,5.652089577199472,7.6797951379369565,1.7081000554299322,3.950058980861951
1.0,1.0,1.0,-0.2032,-0.0396,0.0308,-0.0332,0.0216,-0.0164,3.518479262489231,1.0547274401710993,4.7248104977374545,4.673963596188163,5.444347451864961
1.0,1.0,1.0,0.0004,-0.0212,-0.008,-0.006,-0.0128,-0.0044,4.7632748233626545,7.00370135304811,7.918472843837963,4.563375989598528,3.2523274848645594
1.0,1.0,1.0,-0.0192,-0.0432,-0.0024,-0.0092,-0.0012,-0.0088,2.2359015564242513,4.708130665402305,6.009952726985963,6.20521555578067,4.853570521429048
1.0,1.0,1.0,0.0176,-0.038,0.0228,0.0028,-0.0768,-0.014,1.5466268431530992,6.371330991054554,1.687605895021182,3.9843204222262414,8.988922192949211
1.0,1.0,1.0,-0.0128,-0.0612,-0.0164,0.0164,-0.0008,-0.0068,3.286295064762433,4.596101251081485,4.2244708120438705,4.12297312540138,6.580935345019549
1.0,1.0,1.0,0.3412,-0.348,-0.1156,0.0072,-0.02,-0.0096,0.7756139049750601,0.8918315924510698,5.341705406926248,7.306946624037884,7.501151319732006
1.0,1.0,1.0,-0.026,0.0232,0.0084,-0.0284,0.0108,-0.0128,4.062546134870009,2.710490030507968,6.230492006517788,1.403769499518658,1.4851644203615426
1.0,1.0,1.0,0.01,-0.0556,0.0032,-0.0096,-0.0004,-0.0028,3.3769767211236625,5.953259222179041,4.625842140621461,7.055659175479326,5.773253138446534
1.0,1.0,1.0,-0.0056,-0.0052,-0.0204,0.0136,-0.0052,-0.0236,5.6949188600096186,3.5433879878309753,6.9178010324513615,6.843521379230563,6.087988912079838
1.0,1.0,1.0,0.0272,0.0924,0.0044,-0.0108,0.0136,-0.0004,1.9921250017489864,3.976530861153085,2.131332132497479,0.41928970739915794,5.624270046022996
1.0,1.0,1.0,-0.0396,0.0176,0.0196,-0.0192,-0.0048,-0.024,4.932153003498048,4.608830862935028,7.435630589057355,6.435746406750138,5.510653189533921
1.0,1.0,1.0,-0.0008,0.0588,-0.0108,0.0144,-0.0108,-0.0244,0.8837571254861323,6.333843704772114,5.295665514859824,1.9093151143699005,3.424989530603404
1.0,1.0,1.0,-0.0344,-0.0188,-0.0076,0.0216,0.0092,-0.0084,4.280273893575513,2.268499624472696,3.221224471071067,3.829590299662381,5.749246878383526
1.0,1.0,1.0,-0.008,0.0144,-0.0056,0.0092,-0.0004,0.0088,4.937847061041564,3.2081574286067633,1.5703543459296325,6.993860837163928,6.225522504850576
1.0,1.0,1.0,0.004,0.0076,-0.01,0.0308,0.004,-0.0124,3.7636634891310035,3.9947297434722775,-0.3526793337169698,10.88459969367575,6.905260217125334
1.0,1.0,1.0,-0.0104,-0.0188,0.0036,0.066,0.0072,-0.0084,1.7771194504926424,1.36601649843069,3.113285762947479,3.4429514003732713,3.9365680966190624
1.0,1.0,1.0,0.012,0.0668,-0.0204,0.0008,-0.0208,0.024,1.6891203610135812,5.269456680284856,8.668807082472329,6.144885564737653,4.8358281924202515
1.0,1.0,1.0,-0.0008,-0.0096,0.0,0.022,0.0132,0.0192,3.144360189018817,2.400333564511765,3.781420852909224,6.932937135336973,5.255272073442024
1.0,1.0,1.0,-0.0276,0.3028,-0.004,-0.006,-0.4292,0.0056,0.29087160933180645,6.4795028732977435,6.617003785611333,2.408715714003985,7.773089722170114
1.0,1.0,1.0,0.094,-0.0752,0.0036,0.0092,-0.0024,-0.0204,3.570727319247906,2.8402448051032576,4.037449472680064,1.3627737833702578,6.299372720317584
1.0,1.0,1.0,-0.0244,-0.2204,0.0352,0.144,-0.066,-0.0076,0.3614236176016319,1.004927971058011,3.423765343391204,0.6483434345894556,2.987750564558499
1.0,1.0,1.0,-0.0416,-0.0732,0.0668,-0.0032,-0.0648,-0.0208,1.6206120424824668,1.9263141433963709,5.281189967384457,4.688003754067882,4.707527455233773
1.0,1.0,1.0,0.0024,-0.0132,-0.0164,-0.018,0.0132,-0.0064,2.5223454538502326,3.274585962426937,8.801723532640253,3.314767776853803,3.0332618855840616
1.0,1.0,1.0,-0.0516,-0.0016,-0.0156,0.0272,-0.0156,-0.0012,5.471740335990381,3.5279884756228728,8.275061167567141,5.158906858472495,7.476185772472119
1.0,1.0,1.0,-0.0016,0.0108,-0.014,0.0332,-0.008,0.0156,5.008925561938442,7.136795773827539,3.9001207377611893,1.4390346465686497,2.3043373160807863
1.0,1.0,1.0,-0.0112,-0.1484,0.0276,-0.012,-0.1096,-0.0008,1.0985881449795447,3.7400565637051097,5.099133948870714,5.587824314381554,4.848275765100715
1.0,1.0,1.0,0.0112,-0.0112,0.004,0.0004,0.008,-0.0132,3.552374727900664,4.5489543651589965,4.2036141500380815,8.841638458134184,3.4641527673737005
1.0,1.0,1.0,0.0468,-0.0912,-0.0028,0.01,0.0308,0.0112,2.704605422027323,3.9951116532094497,5.395196368453521,1.4805897260148115,7.069281241067207
1.0,1.0,1.0,-0.0044,0.1592,-0.0028,0.0256,0.0436,0.018,0.479382292370242,2.001010035768544,-0.5045121123351031,8.060431664597534,3.1489669335993122
1.0,1.0,1.0,-0.0604,-0.0356,0.0104,0.0012,0.0256,0.0148,4.257581870498519,2.6759736472395175,4.564712765239143,5.930706461141218,5.508492929016694
1.0,1.0,1.0,0.15,-0.0904,-0.0172,-0.0428,-0.0192,0.0012,2.8256277274377086,1.5901494362321973,3.308957156346101,6.808889669000609,-0.34670830507758765
1.0,1.0,1.0,-0.03,-0.0172,-0.004,0.0156,0.0792,0.0252,1.526383928014185,3.7292997452421788,4.0449778095872215,2.8055161055046636,4.359661620950868
1.0,1.0,1.0,-0.0192,-0.0204,0.0076,-0.0168,-0.014,-0.0116,5.771530082934925,3.530546496464562,5.12320512793706,5.0031701222861065,1.476552188135813
1.0,1.0,1.0,0.2568,-0.0084,0.0012,-0.164,0.01,-0.0308,2.6590946692026876,0.7459466843569458,4.768419859732156,6.878576121526503,2.8596230509731364
1.0,1.0,1.0,-0.0504,-0.1764,0.0004,-0.0152,-0.0024,-0.0024,2.007654118891261,3.0704477256850438,5.3225622719237995,5.1878829719115265,6.760465905623148
1.0,1.0,1.0,-0.0088,-0.0448,-0.004,0.0132,-0.0036,-0.012,2.2197074447680727,3.5390576076810536,9.740388543880012,3.524650280464403,3.131980997109805
1.0,1.0,1.0,-0.0176,-0.008,-0.0256,0.002,0.4008,-0.0052,0.5594609843612468,4.262662057874841,7.96885897353928,5.6902004200958265,4.233192196091593
1.0,1.0,1.0,0.0072,-0.0116,0.0052,-0.0056,-0.0048,0.0184,4.437096650391085,5.457955364947052,9.583001268770737,3.2410495450639023,2.9523311945238797
1.0,1.0,1.0,-0.0312,-0.0376,-0.0056,-0.0108,0.0008,-0.0004,4.807082510221828,3.3034420683924726,6.318070955795027,4.331616050250025,5.661077915108958
1.0,1.0,1.0,-0.1876,0.012,0.0188,0.0372,0.0128,0.0044,7.210296601053725,2.1293946550697336,9.292282012936308,4.63215493282368,7.415400725002547
1.0,1.0,1.0,-0.0728,-0.7264,0.052,0.0376,0.4012,-0.002,0.31327418776590177,3.3649595847686773,4.691666464283909,3.7140071599484026,-0.32850983804858025
1.0,1.0,1.0,-0.0112,-0.0008,0.004,0.9988,-0.0148,-0.0152,4.263107190427061,-0.40888190054031615,6.273585235603264,8.040861647906647,4.009388649697108
1.0,1.0,1.0,-0.102,-0.0312,0.0116,-0.0032,0.0068,-0.0116,4.340403581482211,2.4505127411292054,5.463468663314381,3.7490823139391294,6.351943664347111
1.0,1.0,1.0,0.4664,0.024,0.0488,-0.5492,-0.0124,-0.004,4.256587430921978,-1.496986658458317,5.371688585719284,6.520984294714161,2.735549222830021
1.0,1.0,1.0,-0.0512,-0.0296,-0.0176,0.0056,-0.0036,0.0036,3.131393346803248,3.5937768815260585,2.476209547757527,3.7449740090382866,8.07357574243469
1.0,1.0,1.0,-0.0052,-0.0184,0.0036,0.2768,0.0092,0.006,6.807917737866151,0.8455932479462178,4.712104229218631,-0.2430521486455186,4.06525877791328
1.0,1.0,1.0,0.01,0.0596,-0.0144,0.0236,0.664,0.0172,-0.2926007019465069,3.877555938575945,3.215456185569641,8.350357403512305,4.976371684297899
1.0,1.0,1.0,-0.0076,-0.0044,0.0144,0.008,-0.004,-0.012,4.3193164544486145,4.302582436445511,4.660926121773678,4.162619217483185,10.836141893467381
1.0,1.0,1.0,0.0548,0.014,0.0032,-0.0224,0.0188,0.0004,7.255094388410411,2.150953403152937,4.345339570096814,2.4168241937704305,5.014273816230642
1.0,1.0,1.0,0.1892,-0.2572,-0.0664,0.0128,0.0476,0.0132,1.8878415553302266,2.078620149054247,3.8860158528566267,7.713212802804954,8.07176576853451
1.0,1.0,1.0,-0.0088,0.0016,-0.028,-0.0188,0.004,0.0212,3.1310731559240277,7.130941148568064,5.704618848984425,2.593845699995908,4.064725493002711
1.0,1.0,1.0,0.0532,0.32,0.002,-0.0048,0.0988,0.0052,1.1221846175566612,2.8616788356453364,9.011858388018922,6.878873169798027,7.18557318961974
1.0,1.0,1.0,-0.0348,0.8752,-0.0388,0.0024,0.5056,0.0056,-0.0068448417075996915,5.233643430900804,8.511781660368998,5.280819279576149,0.24944024078791394
1.0,1.0,1.0,-0.0036,0.0,0.0036,-0.7928,-0.0092,0.0036,3.786197756677904,0.046463538792903325,4.272193235643986,6.359258721255651,3.9931722671626533
1.0,1.0,1.0,-0.0088,0.0224,-0.0064,0.0168,0.0048,-0.004,2.8613339687264308,3.308758404002005,7.310221907261754,8.293904878944522,3.4151017301632938
1.0,1.0,1.0,0.0056,0.0168,-0.0104,0.9452,0.002,-0.0008,3.567501062250476,-1.4296602256173436,3.4358026453797503,4.090524676257114,4.189100255078477
1.0,1.0,1.0,0.024,-0.0212,0.0188,-0.0028,0.0008,0.0076,3.683238165953223,3.1727011511691487,4.219158195629784,6.332016832336544,7.686879975654856
1.0,1.0,1.0,-0.5212,-0.0332,0.0152,-0.1316,-0.012,-0.006,3.4613225016575946,-0.4259064867891067,3.124435524186459,5.83546074099033,6.722705449005666
1.0,1.0,1.0,-0.2392,-0.0128,-0.0016,-0.0212,0.0132,-0.0048,4.831378129103522,1.2828515004285377,5.2889079663175895,3.2745606241724925,7.353900807676801
1.0,1.0,1.0,-0.1608,-0.0124,0.0044,-0.0092,-0.01,0.0312,3.4606261076826916,1.228778715450648,3.9391097909843245,6.103148754935461,5.49662344289334
1.0,1.0,1.0,0.0116,-0.0124,0.044,-0.0024,-0.0068,0.0068,4.216655010928904,5.2416464910769225,3.345341615306215,4.897605021791732,5.002959165432357
1.0,1.0,1.0,-0.016,-0.5528,0.0144,0.0056,0.1192,-0.0032,0.419556316195866,4.395171145349884,3.952474848102192,3.5220259982535183,1.364878868947395
1.0,1.0,1.0,-0.512,0.724,-0.54,0.1388,0.3164,0.2456,0.1640061577505283,0.5587733779393913,8.557910087627493,5.139169763953899,6.543876363643189
1.0,1.0,1.0,-0.0752,0.0272,0.0184,0.0028,-0.0496,0.002,1.646522920654913,3.1273572729663246,2.46455602793188,4.860727365662844,7.057524393442717
1.0,1.0,1.0,-0.0464,-0.302,0.0148,0.018,0.124,0.0348,-0.4199803115917762,2.013992360656544,3.6997193093997223,3.4970047309962338,5.749551621883974
1.0,1.0,1.0,-0.006,-0.0132,-0.0056,-0.02,-0.0156,0.0068,4.182827793004085,4.65126841218969,4.5511215544410675,5.109431963146921,5.606106116677379
1.0,1.0,1.0,-0.0236,-0.074,-0.0088,-0.0056,-0.0164,-0.002,1.5302301681995336,4.580349875641565,3.3359714441165513,7.482135440032904,3.175828732050251
1.0,1.0,1.0,-0.0276,0.1868,0.0008,-0.0104,-0.0144,0.0104,1.2925235395716823,4.984052771093463,6.01312325046661,2.8809054576864583,1.6313524345290746
1.0,1.0,1.0,0.002,-0.0728,-0.0012,0.0156,-0.0124,-0.0032,1.2493250674314258,3.9417303718478043,3.23037418421943,2.2868636302789467,6.232343244697417
1.0,1.0,1.0,-0.0028,-0.0076,0.0296,0.0016,-0.0188,0.0028,3.3110949647915966,4.543794820738715,5.621217938351262,7.792078769834206,1.0400979665106767
1.0,1.0,1.0,0.0008,-0.0136,0.0112,0.018,0.024,-0.0116,4.075110593623366,5.229321989547808,6.219252116547619,6.156293554113676,5.0064841411633125
1.0,1.0,1.0,-0.0308,0.0096,0.0068,-0.0068,-0.0012,0.0392,4.828341751684117,2.755627588162464,7.081917098058517,3.3344353995704115,6.490167791596926
1.0,1.0,1.0,0.0228,0.4272,0.0004,-0.0204,-0.366,0.0264,-0.15184740292175825,4.39609453029481,6.075165776841763,0.12679594853221143,1.0503586670050047
1.0,1.0,1.0,-0.0204,-0.03,0.0088,-0.006,-0.0056,-0.0204,3.4978741557440367,4.832624833196517,4.419630579044347,4.336195344527103,7.948974817264435
1.0,1.0,1.0,-0.0328,-0.0476,-0.0172,-0.0076,0.0184,-0.014,3.966942512915418,4.565026379282561,5.594933940266778,6.090777511600641,5.630855210586894
1.0,1.0,1.0,-0.36,0.0392,-0.1056,-0.2588,-0.0088,0.0316,2.5228614210330034,-1.419927546380885,5.627001023030711,1.7977047572830047,2.8961266140604955
1.0,1.0,1.0,0.0,0.2476,-0.0532,-0.018,-0.0536,-0.0084,-0.2376465012487583,3.132597606099004,5.524782469849458,2.8818197335976437,3.0789854571568496
1.0,1.0,1.0,-0.3424,0.2464,-0.4912,-0.2188,0.1808,-0.0716,-2.003644183366551,-3.1764668477927795,8.292848554345749,4.6830443023784545,5.094625236234146
1.0,1.0,1.0,-0.42,0.0748,-0.0364,-0.6236,0.0044,0.0016,2.6240576962673274,-0.1796732900140161,6.772057399406553,2.4059712376970634,0.3361688643913352
1.0,1.0,1.0,0.0184,-0.0072,0.0096,-0.0064,-0.0288,0.0144,3.434870932973805,4.116520905314806,8.327743358266453,2.4233744412410814,3.120569455583648
1.0,1.0,1.0,0.0296,-0.0228,0.0004,0.016,0.014,0.0044,2.536789394809653,4.042687588529086,3.5760819486732136,5.058370305142205,3.2935749613892367
1.0,1.0,1.0,0.02,0.0632,0.0136,0.0152,-0.0204,-0.0108,2.420936633872733,3.4561217919198195,5.415756776962424,6.181682585967214,2.0910557984378375
1.0,1.0,1.0,-0.0012,0.0052,-0.0104,0.0052,-0.0004,0.0136,7.351255611019302,5.175988598411941,10.84889453585144,8.180366351958034,4.909228484537364
1.0,1.0,1.0,-0.4132,0.0328,-0.0044,0.162,-0.0236,0.0096,4.367171821764053,1.112426133068906,7.269378139194114,4.218508421614712,7.845471381663836
1.0,1.0,1.0,-0.1368,-0.0404,0.006,-0.0412,-0.0108,-0.0176,3.552957419698674,1.7304653731467383,6.0337071695779745,3.931190024933927,5.998173027165414
1.0,1.0,1.0,0.0,0.0116,-0.0068,-0.026,-0.0124,0.0168,3.4014284986972374,5.236120644469876,2.458451805353071,1.5192117355769854,4.336781086077823
1.0,1.0,1.0,-0.2008,-0.022,0.0068,0.0256,0.0032,-0.0088,9.115308011110338,1.6909393099164847,6.452162858397433,3.7893819781557907,7.045182497329122
1.0,1.0,1.0,-0.0268,-0.1488,0.0092,0.0092,-0.172,0.0124,0.843452959480528,4.091414003039352,5.7962338513050575,4.102791368725908,7.567552643491875
1.0,1.0,1.0,0.0608,-0.0268,0.0052,-0.0164,0.0204,0.0168,4.816788777806884,3.2740105965264528,4.5688811286848665,6.935405829669263,7.996588285643308
1.0,1.0,1.0,0.0256,-0.0364,-0.0116,0.0156,0.0108,0.0232,4.971924589059606,2.9941617457128746,4.789158355845281,1.843147713326148,7.553097744547457
1.0,1.0,1.0,0.0116,0.0024,-0.0156,0.0008,0.0212,-0.0108,4.933882520520702,4.485628506607657,2.400875793984184,1.9331003868308683,2.7700782904334353
1.0,1.0,1.0,0.0964,0.014,0.0056,-0.1056,0.0076,-0.0132,7.220248741844849,1.2728118933862849,6.021868071366228,6.5889015616807125,3.4163999597803754
1.0,1.0,1.0,0.0172,0.0292,-0.0184,0.014,0.0268,-0.0184,4.952695810808932,7.037005903086026,1.1976510126043958,5.223107501060319,6.897242579031804
